geography_code,hh_deprivation-001,hh_deprivation-002,hh_deprivation-003,hh_deprivation-004,hh_deprivation-005
E00095939,55.7,29,13,2.3,0
E00095940,49.1,32.9,12.4,5.6,0
E00095941,38.7,42.9,12.6,5.9,0
E00095942,44.6,32.1,17.9,5.4,0
E00095943,46.7,37.8,13.3,2.2,0
E00095944,48.7,34.2,12.8,4.3,0
E00095945,39.2,40,15.4,4.6,0.8
E00095946,42.3,39.3,14.9,3,0.6
E00095947,24.8,34.8,29.1,9.9,1.4
E00095948,52.4,39.7,6.3,1.6,0
E00095949,44.1,40.2,14.2,1.6,0
E00095950,45.1,38.9,13.3,2.7,0
E00095951,50.6,36.4,12.3,0.6,0
E00095952,43.5,37.5,15.8,2.7,0.5
E00095953,28.7,30.3,30.3,9.8,0.8
E00095954,25.6,43.2,23.2,8,0
E00095955,44.1,41.7,13.4,0.8,0
E00096026,46.7,37.8,13.9,1.7,0
E00096028,43.4,31,22.1,3.5,0
E00096029,49.6,39.7,6.9,3.8,0
E00096032,50,35.7,10.2,3.1,1
E00096033,47.8,32.3,15.1,4.3,0.5
E00096034,42,27,22,9,0
E00096400,44.7,38.2,15.8,1.3,0
E00096401,41.8,43.6,14.5,0,0
E00096402,58.7,25.4,12.7,3.2,0
E00096403,42.9,46.4,7.1,3.6,0
E00096404,58.3,27.8,12.2,1.7,0
E00096405,42,45,10.7,2.3,0
E00096406,53.3,32,12.7,2,0
E00096407,51.9,34,10.4,3.8,0
E00096408,54.7,33.3,12,0,0
