geography_code,hh_family_composition_4a-001,hh_family_composition_4a-002,hh_family_composition_4a-003
E00095939,3,31.8,65.2
E00095940,3.7,31.7,64.6
E00095941,5.1,36.4,58.5
E00095942,0,47.3,52.7
E00095943,3,34.3,62.7
E00095944,0,32.8,67.2
E00095945,3.8,50.8,45.4
E00095946,2.4,40.2,57.4
E00095947,2.1,54.2,43.7
E00095948,3.9,26,70.1
E00095949,5.5,27.6,66.9
E00095950,11.6,27.7,60.7
E00095951,4.3,47.2,48.4
E00095952,4.9,31.9,63.2
E00095953,4.9,30.1,65
E00095954,1.6,39.2,59.2
E00095955,4,31,65.1
E00096026,6.2,22.6,71.2
E00096028,6.9,39.7,53.4
E00096029,5.3,28.8,65.9
E00096032,9.1,37.4,53.5
E00096033,4.3,23.5,72.2
E00096034,3,38,59
E00096400,13.2,28.9,57.9
E00096401,10.7,21.4,67.9
E00096402,4.1,21.3,74.6
E00096403,7.1,33,59.8
E00096404,13.9,33,53
E00096405,4.5,43.2,52.3
E00096406,8.7,30,61.3
E00096407,6.7,41.9,51.4
E00096408,2.7,33.8,63.5
