geography_code,passports_all_4a-001,passports_all_4a-002,passports_all_4a-003
E00095939,81.5,1.8,16.7
E00095940,73.9,0.6,25.5
E00095941,76.8,2.5,20.7
E00095942,72,0.9,27.1
E00095943,80,2.5,17.5
E00095944,76.6,4.6,18.8
E00095945,71.3,3.3,25.4
E00095946,71.1,1.7,27.1
E00095947,58,2,40
E00095948,81.8,0.7,17.5
E00095949,78.6,4.6,16.7
E00095950,86.6,1.2,12.3
E00095951,78.9,4.1,17
E00095952,72.4,3.8,23.9
E00095953,54.3,1,44.7
E00095954,67.1,3.3,29.6
E00095955,80.4,0,19.6
E00096026,79.9,1.1,19
E00096028,73.1,7.3,19.6
E00096029,72.3,10.6,17
E00096032,85.7,1.4,12.9
E00096033,77.9,1.3,20.8
E00096034,72.2,1.9,25.8
E00096400,87.6,4,8.5
E00096401,77,2.2,20.7
E00096402,85.7,1,13.3
E00096403,78.6,4,17.5
E00096404,88.9,4,7.1
E00096405,78.6,2.1,19.2
E00096406,79.4,2.3,18.3
E00096407,90,2.4,7.6
E00096408,65.6,15.2,19.2
