geography_code,hh_tenure_5a-000,hh_tenure_5a-001,hh_tenure_5a-002,hh_tenure_5a-003
E00095939,58.5,19.2,0,22.3
E00095940,66.7,18.9,3.1,11.3
E00095941,50.4,23.1,6.8,19.7
E00095942,59.3,21.2,3.5,15.9
E00095943,56.3,22.2,1.5,20
E00095944,51.2,24.8,8.3,15.7
E00095945,35.6,19.7,9.1,35.6
E00095946,45.6,20.7,11.2,22.5
E00095947,11.6,4.3,71.7,12.3
E00095948,57.9,25.4,1.6,15.1
E00095949,55.5,29.7,2.3,12.5
E00095950,63.7,20.4,0,15.9
E00095951,66.3,11.7,8.6,13.5
E00095952,55.4,18.5,0,26.1
E00095953,24.6,12.7,41.5,21.2
E00095954,40.9,24.4,12.6,22
E00095955,54,27.8,1.6,16.7
E00096026,53.9,23.9,1.7,20.6
E00096028,35.1,13.2,14.9,36.8
E00096029,59.2,15.4,6.2,19.2
E00096032,51,21.4,4.1,23.5
E00096033,35.4,25.9,19.6,19
E00096034,38,22,30,10
E00096400,26.4,15.3,6.9,51.4
E00096401,46.3,13,3.7,37
E00096402,35.7,12.7,0,51.6
E00096403,35.7,14.3,11.6,38.4
E00096404,50,18.1,10.3,21.6
E00096405,45.5,12.1,22.7,19.7
E00096406,21.2,7.9,42.4,28.5
E00096407,34.9,6.6,33,25.5
E00096408,5.5,6.8,5.5,82.2
