areacd,legal_partnership_status_3a-001,legal_partnership_status_3a-002
E00060999,33.3,66.7
E00061000,34.7,65.3
E00061001,40.7,59.3
E00061002,28.2,71.8
E00061003,38.3,61.7
E00061004,45.2,54.8
E00061005,55,45
E00061007,51.7,48.3
E00061008,46,54
E00061009,63.6,36.4
E00061010,31.6,68.4
E00061011,45,55
E00061012,60,40
E00061013,41.3,58.7
E00061014,27,73
E00061015,19.6,80.4
E00061018,57.9,42.1
E00061019,56.4,43.6
E00061020,41,59
E00061115,48.5,51.5
E00061116,61.8,38.2
E00061117,57,43
E00061119,59,41
E00061120,55.8,44.2
E00061126,28.2,71.8
E00061127,21.4,78.6
E00061131,33.5,66.5
E00061183,61.7,38.3
E00061184,49.2,50.8
E00061185,57.3,42.7
E00061186,36,64
E00061187,20.5,79.5
E00061188,54.7,45.3
E00061189,35.7,64.3
E00061190,61.8,38.2
E00061191,42.5,57.5
E00061192,36.5,63.5
E00061193,39.7,60.3
E00061194,45.6,54.4
E00061195,42.5,57.5
E00061196,34.7,65.3
E00061198,35.9,64.1
E00061199,57.8,42.2
E00061200,62.9,37.1
E00061201,34,66
E00061202,47.4,52.6
E00061203,53.2,46.8
E00061204,38.2,61.8
E00061205,41.9,58.1
E00061206,35.6,64.4
E00061207,52.9,47.1
E00061210,36.2,63.8
E00061211,31.5,68.5
E00061336,57.4,42.6
E00061337,36.6,63.4
E00061338,44.9,55.1
E00061339,44.4,55.6
E00061340,53.3,46.7
E00061341,55.2,44.8
E00061342,40.6,59.4
E00061343,51.7,48.3
E00061344,56.8,43.2
E00061345,24.8,75.2
E00061346,52.8,47.2
E00061348,62.9,37.1
E00061349,59,41
E00061350,34.5,65.5
E00061351,59.1,40.9
E00061353,26.7,73.3
E00061354,22.3,77.7
E00061355,27.2,72.8
E00061356,21.3,78.7
E00061430,54.9,45.1
E00061432,61.2,38.8
E00061433,56.9,43.1
E00061434,61.3,38.7
E00061436,64.9,35.1
E00061437,58,42
E00061439,57.1,42.9
E00061440,43.6,56.4
E00061441,40.9,59.1
E00061442,44.3,55.7
E00061443,36.2,63.8
E00061444,37.2,62.8
E00141682,62.7,37.3
E00141683,61.8,38.2
E00141684,45,55
E00141685,67.7,32.3
E00141686,53,47
E00141687,61.7,38.3
E00141688,55.5,44.5
E00141726,54.6,45.4
E00141727,52.8,47.2
E00141736,59.9,40.1
E00141737,46.7,53.3
E00141738,61,39
E00141739,60.1,39.9
E00141740,56.3,43.8
E00141828,39.5,60.5
E00141829,53.5,46.5
E00141830,49.2,50.8
E00141831,50.2,49.8
E00141832,48.5,51.5
E00141833,47.5,52.5
E00141834,37.9,62.1
E00141837,52.9,47.1
E00141839,58.1,41.9
E00141840,60.2,39.8
E00174121,34.6,65.4
E00174126,50.4,49.6
E00174127,59.6,40.4
E00174135,33.7,66.3
E00188173,36.6,63.4
E00188175,50.2,49.8
E00188178,38.2,61.8
E00188182,52,48
E00188208,65.7,34.3
E00188251,46.8,53.2
E00188268,53.2,46.8
E00188270,57.8,42.2
E00188278,50.5,49.5
E00188280,63.1,36.9
E00188333,29.5,70.5
