geography_code,country_of_birth_3a-001,country_of_birth_3a-002
E00103528,90.8,9.2
E00103529,97.4,2.6
E00103530,98.2,1.8
E00103531,97.2,2.8
E00103532,98.5,1.5
E00103533,92.3,7.7
E00103534,95.6,4.4
E00103535,94.2,5.8
E00103536,96.3,3.7
E00103537,89.4,10.6
E00103538,97.4,2.6
E00103539,95.8,4.2
E00103540,95,5
E00103541,94.7,5.3
E00103542,96.7,3.3
E00103543,97.4,2.6
E00103544,99.3,0.7
E00103545,94.5,5.5
E00103546,95.7,4.3
E00103547,93.7,6.3
E00103548,93.6,6.4
E00103549,94.7,5.3
E00103550,91.9,8.1
E00103551,95.3,4.7
E00103552,94.9,5.1
E00103553,92.1,7.9
E00103554,93.9,6.1
E00103555,93.6,6.4
E00103556,90.4,9.6
E00103558,95.8,4.2
E00103559,97.7,2.3
E00103561,95.4,4.6
E00103562,93.1,6.9
E00103563,93.4,6.6
E00103564,96,4
E00103565,93.8,6.2
E00103566,93.8,6.3
E00103567,94.1,5.9
E00103568,84.2,15.8
E00103569,87.2,12.8
E00103570,90.7,9.3
E00103571,91.7,8.3
E00103572,82.6,17.4
E00103573,91.2,8.8
E00103574,89.5,10.5
E00103575,87.8,12.2
E00103576,93.3,6.7
E00103577,93.1,6.9
E00103578,93.2,6.8
E00103579,92.7,7.3
E00103580,93.1,6.9
E00103581,92.2,7.8
E00103582,95.3,4.7
E00103583,97.2,2.8
E00103584,93.4,6.6
E00103585,93.7,6.3
E00103586,95.2,4.8
E00103587,92.4,7.6
E00103588,92.9,7.1
E00103589,95.1,4.9
E00103590,92.5,7.5
E00103591,89.1,10.9
E00103592,97.5,2.5
E00103593,94.1,5.9
E00103594,95.5,4.5
E00103595,96.5,3.5
E00103596,84.7,15.3
E00103598,95.5,4.5
E00103599,96.6,3.4
E00103600,97.9,2.1
E00103603,95.1,4.9
E00103604,88.7,11.3
E00103605,93.6,6.4
E00103606,82.5,17.5
E00103608,87.5,12.5
E00103609,84.8,15.2
E00103610,91.2,8.8
E00103611,83.8,16.2
E00103612,94.1,5.9
E00103613,95.9,4.1
E00103614,95,5
E00103615,90.7,9.3
E00103616,84.5,15.5
E00103617,90.8,9.2
E00103619,96.1,3.9
E00103620,96.1,3.9
E00103621,96.7,3.3
E00103622,98.2,1.8
E00103623,92.4,7.6
E00103624,96.4,3.6
E00103625,96.8,3.2
E00103626,97.3,2.7
E00103627,96.9,3.1
E00103628,92.8,7.2
E00103629,96.1,3.9
E00103630,96.6,3.4
E00103631,95,5
E00103632,95.5,4.5
E00103633,95.6,4.4
E00103634,96.1,3.9
E00103635,93.6,6.4
E00103636,90.1,9.9
E00103637,96.5,3.5
E00103638,89.6,10.4
E00103639,90.6,9.4
E00103640,94.6,5.4
E00103641,95.8,4.2
E00103642,95.8,4.2
E00103643,97.5,2.5
E00103644,95.9,4.1
E00103645,96.3,3.7
E00103646,92.9,7.1
E00103647,93.8,6.2
E00103648,93.5,6.5
E00103649,91.8,8.2
E00103650,91.4,8.6
E00103654,94.4,5.6
E00103655,95.4,4.6
E00103656,88,12
E00103657,95.6,4.4
E00103658,93.8,6.2
E00103659,97.2,2.8
E00103660,89.5,10.5
E00103661,93.6,6.4
