areacd,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00071262,24.3,34.6,29,12.1
E00071263,3.1,26.7,47.8,22.4
E00071264,9.4,40.2,37.6,12.8
E00071265,5.5,56.9,30.3,7.3
E00071266,4.4,32.3,48.7,14.6
E00071267,7.4,25,39.7,27.9
E00071268,22,41.7,22,14.2
E00071269,8.5,32.7,43.6,15.2
E00071332,26.7,45.2,21.5,6.7
E00071333,26.9,40.3,23.5,9.2
E00071334,25.9,42,24.1,8
E00071335,32.8,42.2,21.9,3.1
E00071336,20.7,50,22,7.3
E00071337,14.8,51.6,30.5,3.1
E00071338,24,39.5,24.8,11.6
E00071339,26.2,49.2,12.7,11.9
E00071340,46.4,37.6,13.6,2.4
E00071341,5.7,51.7,33.9,8.6
E00071343,14.9,48.8,28.1,8.3
E00071344,19.6,46.4,25,8.9
E00071345,17.2,37.1,26.7,19
E00071346,46.8,41.1,7.6,4.4
E00071347,21,44.6,23.6,10.8
E00071348,28.6,42.9,18.8,9.8
E00071349,25.6,44.8,20.8,8.8
E00071350,16.4,41.8,32,9.8
E00071351,32.1,40.7,20.4,6.8
E00071362,3.1,35.4,40,21.5
E00071363,5.4,33.1,36.2,25.4
E00071364,5.1,30.8,47,17.1
E00071365,3.7,38.9,40.7,16.7
E00071367,9.3,30.2,41.1,19.4
E00071368,14,38.3,33.6,14
E00071482,29.2,48.7,17.7,4.4
E00071483,22.6,51.3,21.7,4.3
E00071484,37.7,36.3,17.8,8.2
E00071485,30.3,47.1,16.8,5.9
E00071539,6.4,41.6,36.8,15.2
E00071540,3.4,32.8,41.2,22.7
E00071541,12.1,43.2,36.4,8.3
E00071542,10.6,48,36.6,4.9
E00071543,3.1,35.7,43.4,17.8
E00071544,45.4,37.8,14.3,2.5
E00071545,31.9,44,18.1,6
E00071547,18.3,57,21.1,3.5
E00071548,9,46.5,32.9,11.6
E00071549,11.3,36.3,37.9,14.5
E00071550,6.5,43.9,35.8,13.8
E00071551,9.9,43.2,31.5,15.3
E00071552,4.3,30.7,45,20
E00071553,4.1,26.5,53.6,15.8
E00071554,4.4,27.7,46.7,21.2
E00071555,8.3,48.1,34.6,9
E00071557,3.2,23.8,54.8,18.3
E00071558,7.4,42.1,33.1,17.4
E00071559,8.4,38.7,37,16
E00071560,16.7,36.4,28.8,18.2
E00071561,18.1,46.6,24.1,11.2
E00071562,19.8,31,27.6,21.6
E00071563,5.1,35.4,47.2,12.4
E00071564,11,45.8,30.5,12.7
E00071565,20.7,50,16.4,12.9
E00071566,0.7,26.7,54.1,18.5
E00071567,5.1,32.7,46.2,16
E00071568,18.1,48.3,25.5,8.1
E00071569,6.8,46.2,35.6,11.4
E00071570,4.2,36.6,42.9,16.2
E00071571,17.4,48.2,26.3,8
E00071572,30.1,50.4,14.3,5.3
E00071573,18.1,51.6,20.6,9.7
E00071574,6.4,39.3,35,19.3
E00071575,10.6,39.4,39.4,10.6
E00071576,8.2,49.5,32.7,9.6
E00071577,10.6,50.8,28.8,9.8
E00071578,11,44.9,30.1,14
E00071579,7.4,44.7,38.5,9.4
E00071580,14,37.2,36.4,12.4
E00071581,23.4,50,24.2,2.4
E00071582,13.4,46.5,33.2,6.9
E00071583,24,42.2,21.4,12.3
E00071584,18.9,39.6,27,14.4
E00071586,13.8,56,22.4,7.8
E00071587,22.6,32.2,32.2,13
E00071588,23.2,47,25.4,4.3
E00071590,14.7,38.5,33,13.8
E00071591,28,48,14.4,9.6
E00071592,14.3,38.9,31.7,15.1
E00071593,8.2,37.3,33.6,20.9
E00071620,7.7,41.5,39.4,11.3
E00071632,11.9,39.7,36.5,11.9
E00071633,12.3,45.1,34.4,8.2
E00071634,8.5,42.7,37.4,11.4
E00071635,6.3,50.7,32.6,10.4
E00071636,12.2,38.1,36,13.7
E00071637,16.2,39.9,35.8,8.1
E00071638,23,46.6,24.3,6.1
E00071639,34.1,48.6,13.8,3.6
E00071716,23.2,42,23.2,11.6
E00071717,23.1,40.1,28,8.8
E00071718,11.9,55.9,22.9,9.3
E00071720,10.9,38,37.2,14
E00071721,16.8,43.9,30.8,8.4
E00071722,14,42.1,31.6,12.3
E00071723,13.4,51.8,23.2,11.6
E00071724,35,44.2,16.7,4.2
E00071725,17,41.5,31.9,9.6
E00071727,15.6,45.9,28.9,9.6
E00071728,19.3,33.6,35.3,11.8
E00071729,31.1,49.7,15.5,3.7
E00071730,15,37,36.2,11.8
E00071731,29.9,43.9,21.7,4.5
E00071732,18.2,49.4,27.3,5.1
E00071733,13.3,57.8,21.9,7
E00071735,20.2,46.5,28.1,5.3
E00071736,8.2,46.7,32.8,12.3
E00071737,8.8,58.4,24,8.8
E00146970,4.2,26.4,38.9,30.6
E00146971,6.3,28.5,41.7,23.6
E00147023,5.2,38.1,32.1,24.6
E00147024,3.5,19.6,50.3,26.6
E00147025,9.9,38.4,37.1,14.6
E00147028,3.7,36.1,40.8,19.4
E00147029,3,24,38.3,34.7
E00147030,1.7,23.8,50,24.4
E00150675,6.5,33.3,39,21.1
E00151099,1,24,42.3,32.7
E00151100,5.5,22.7,46.4,25.5
E00151101,19.2,36.2,31.5,13.1
E00151104,26.5,47,15.4,11.1
E00151110,10.7,48.2,26.8,14.3
E00151114,21.8,48.7,23.5,5.9
E00151117,6.6,46.3,34.7,12.4
E00151122,9.2,30.8,40,20
E00151123,16.9,30.1,34.6,18.4
E00151124,0,40,37.1,22.9
E00151125,2.3,23.1,40.8,33.8
E00151126,27.9,41.9,24,6.2
E00151127,36.6,46.5,14.1,2.8
E00151128,7.5,48.1,35.3,9
E00151172,5,27.2,36.1,31.7
E00151173,4.9,34.7,42.4,18.1
E00151176,8.8,36.5,37.2,17.6
E00151177,9.9,35.9,39.4,14.8
E00151178,3.5,39.6,32.6,24.3
E00151179,4.5,24.3,43.2,27.9
E00151180,6.2,33.6,43.8,16.4
E00151181,16.9,44.4,25.6,13.1
E00151182,6.8,31.5,45.2,16.4
E00151183,17,33.3,37,12.6
E00151270,8.8,28,42.4,20.8
E00151271,2.8,20.1,47.9,29.2
E00151272,19.3,43,21.9,15.8
E00151273,6.9,28.7,40.4,23.9
E00151274,7.7,27.7,32.3,32.3
E00151275,6.2,46.9,32.7,14.2
E00151276,31.9,52,13.1,3.1
E00151277,35.7,52.7,5.4,6.3
E00151278,60.6,29.4,10.1,0
E00151280,23.9,55.6,14.8,5.6
E00151285,16.7,47,31.8,4.5
E00151286,24.8,55.6,16.5,3
E00151287,46.9,37.3,14,1.8
E00151288,27.8,59.1,10.4,2.6
E00151289,71.3,27,1.7,0
E00151290,31,46.8,18.2,3.9
E00151291,35.8,53.5,9.4,1.3
E00151293,37.2,50.4,9.1,3.3
E00151296,14.1,53.5,23.5,8.8
E00151299,19.5,46.3,30.1,4.1
E00151300,41,34.3,20.9,3.7
E00151303,28,50.6,17.7,3.7
E00151305,5.5,38.6,32.3,23.6
E00151306,10.3,31,34.5,24.1
E00151307,3.6,36.9,36.1,23.3
E00151308,6.4,39.1,47.3,7.3
E00151309,3.3,34.7,47.9,14
E00151310,4,29.4,35.7,31
E00151311,5.7,22,39.6,32.7
E00151312,24.7,45.9,22.6,6.8
E00151313,8.7,40.4,39.4,11.5
E00151314,11.8,47.9,30.6,9.7
E00151315,10.9,45.7,36.2,7.2
E00151316,4.5,35.4,45.5,14.6
E00151317,16.2,46.6,32.4,4.7
E00151318,7.8,44.8,35.7,11.7
E00151319,6.1,47,37.9,9.1
E00151320,4.9,31.1,37.7,26.2
E00151321,5.8,22.3,37.2,34.7
E00151322,6.2,29.9,40.2,23.7
E00151326,40.1,43.2,14.2,2.5
E00151327,54.4,34.4,9.2,2.1
E00151331,26,51.9,17.6,4.6
E00151333,35.4,43.7,16.5,4.4
E00151334,27.3,47.5,20.1,5
E00151336,22.5,57,16.2,4.2
E00151340,54.6,39.7,4.6,1.1
E00151360,3.1,24.4,44.9,27.6
E00151361,10.4,49.3,30.6,9.7
E00151362,14.5,43.5,34.4,7.6
E00151363,3.6,31.2,44.2,21
E00151364,15.8,48.3,30.8,5
E00151365,5.6,38.4,41.6,14.4
E00151366,9.8,31.7,42.3,16.3
E00151367,8.1,36.5,36.5,18.9
E00151368,12.9,43.9,33.8,9.4
E00151369,5.8,35.8,46.5,11.9
E00151370,6.3,40.3,39.6,13.9
E00151371,5.4,45.4,36.2,13.1
E00151372,38.1,52.4,9.5,0
E00151373,4.1,30.1,39.8,26
E00151374,4.2,26.4,43.1,26.4
E00151375,4.5,25.3,46.8,23.4
E00151376,7.6,36.3,44.6,11.5
E00151377,11.8,37.5,33.1,17.6
E00151378,0.6,30.9,44.8,23.6
E00151379,7.1,26,44.1,22.8
E00151380,5.6,24.2,46.6,23.6
E00151401,5,53.6,34.3,7.1
E00151402,5.2,41.6,35.1,18.2
E00151403,43.5,36.3,16.9,3.2
E00151404,40.3,34.3,23.1,2.2
E00151405,32.3,43.5,18.5,5.6
E00151406,27.6,50.7,16.4,5.2
E00151407,23,54.1,18,4.9
E00151408,21.4,42,26.8,9.8
E00151409,8.1,42.3,40.7,8.9
E00151410,7.8,52.2,27,13
E00151411,38.9,39.7,17.6,3.8
E00151412,3.9,35.9,47.7,12.5
E00151413,33.8,43.9,16.5,5.8
E00151414,28,42.4,23.5,6.1
E00151415,3.1,38.3,39.1,19.5
E00151416,24.1,43.6,26.3,6
E00151417,34.4,35.2,26.4,4
E00151418,9.4,39.8,42.2,8.6
E00151419,41.5,42.3,12.2,4.1
E00151420,40.3,39.5,15.1,5
E00151421,37.5,44.5,17.2,0.8
E00151422,33.6,44.3,18,4.1
E00151423,11.4,39.6,37.6,11.4
