areacd,number_bedrooms_5a-001,number_bedrooms_5a-002,number_bedrooms_5a-003,number_bedrooms_5a-004
E00071262,9.3,10.3,72.9,7.5
E00071263,1.3,4.4,21.3,73.1
E00071264,0.9,5.2,53.4,40.5
E00071265,0.9,17.8,72.9,8.4
E00071266,4.4,7.5,39.4,48.8
E00071267,1.5,12.1,32.6,53.8
E00071268,28.3,11,33.1,27.6
E00071269,2.4,26.9,50.9,19.8
E00071332,3,12.7,76.1,8.2
E00071333,3.4,10.9,81.5,4.2
E00071334,0.9,29.5,63.4,6.3
E00071335,16.5,40.2,36.2,7.1
E00071336,0,3.7,81.7,14.6
E00071337,0,6.2,89.1,4.7
E00071338,8.5,20.8,63.1,7.7
E00071339,19.7,40.2,25.2,15
E00071340,23.6,56.9,18.7,0.8
E00071341,0.6,35.8,38.2,25.4
E00071343,3.3,16.7,77.5,2.5
E00071344,1.8,8,77.7,12.5
E00071345,0.9,10.3,83.6,5.2
E00071346,24.8,47.8,24.2,3.2
E00071347,5.1,25,63.5,6.4
E00071348,2.7,28.3,61.9,7.1
E00071349,0,14.3,80.2,5.6
E00071350,4.9,9.8,79.5,5.7
E00071351,5.6,28.1,62.5,3.8
E00071362,0,17.8,33.3,48.8
E00071363,5.4,15.5,35.7,43.4
E00071364,2.5,10.9,51.3,35.3
E00071365,0.9,4.6,42.6,51.9
E00071367,0,16.5,51.2,32.3
E00071368,4.9,20.4,57.3,17.5
E00071482,4.5,45.5,45.5,4.5
E00071483,4.3,25.9,66.4,3.4
E00071484,12.3,46.6,32.2,8.9
E00071485,15.1,42,40.3,2.5
E00071539,0,8,45.6,46.4
E00071540,0,0,24.8,75.2
E00071541,3.1,19.8,49.6,27.5
E00071542,8.9,50.4,35,5.7
E00071543,0,13.4,28.3,58.3
E00071544,2.5,11.8,77.3,8.4
E00071545,2.5,21,69.7,6.7
E00071547,7.6,63.2,17.4,11.8
E00071548,3.3,34,45.1,17.6
E00071549,0,17.6,55.2,27.2
E00071550,2.4,24.2,41.1,32.3
E00071551,5.4,9.8,70.5,14.3
E00071552,0,4.3,52.1,43.6
E00071553,0.5,11.1,21.6,66.8
E00071554,0,2.2,30.7,67.2
E00071555,0,48.9,37.6,13.5
E00071557,0,6.4,23.2,70.4
E00071558,0,5.8,62.5,31.7
E00071559,2.5,23.1,43.8,30.6
E00071560,3.8,21.1,49.6,25.6
E00071561,3.4,44,41.4,11.2
E00071562,12.1,12.9,38.8,36.2
E00071563,0.6,6.7,39.9,52.8
E00071564,0,28.8,33.9,37.3
E00071565,2.6,42.2,42.2,12.9
E00071566,0,3.7,7.4,88.9
E00071567,0,1.3,32.1,66.7
E00071568,9.6,44.5,42.5,3.4
E00071569,0,4.5,68.2,27.3
E00071570,14.1,7.8,11.5,66.7
E00071571,13,30,26,30.9
E00071572,15.9,37.1,36.4,10.6
E00071573,23.2,38.7,31.6,6.5
E00071574,0.7,5,65,29.3
E00071575,3,9,70.1,17.9
E00071576,1.4,33.7,29.8,35.1
E00071577,0,7.6,74.2,18.2
E00071578,0,11.8,70.6,17.6
E00071579,2.1,22.6,48.1,27.2
E00071580,0,11.6,79.3,9.1
E00071581,7.3,44.4,44.4,4
E00071582,15.3,13,46,25.6
E00071583,10.3,27.1,41.3,21.3
E00071584,1.8,27.9,57.7,12.6
E00071586,15.7,20.9,41.7,21.7
E00071587,20.2,14,15.8,50
E00071588,13.9,49.7,25.7,10.7
E00071590,3.7,25.7,53.2,17.4
