areacd,country_of_birth_3a-001,country_of_birth_3a-002
E00071262,96.2,3.8
E00071263,94.5,5.5
E00071264,98.1,1.9
E00071265,95.7,4.3
E00071266,96.7,3.3
E00071267,95.8,4.2
E00071268,97.2,2.8
E00071269,94.8,5.2
E00071332,76.1,23.9
E00071333,85.6,14.4
E00071334,85.4,14.6
E00071335,87.6,12.4
E00071336,87.3,12.7
E00071337,85.8,14.2
E00071338,81,19
E00071339,86.9,13.1
E00071340,94.1,5.9
E00071341,94.8,5.2
E00071343,89.8,10.2
E00071344,90,10
E00071345,84.1,15.9
E00071346,94.2,5.8
E00071347,77.3,22.7
E00071348,92.4,7.6
E00071349,81.2,18.8
E00071350,82.8,17.2
E00071351,81.5,18.5
E00071362,95.5,4.5
E00071363,95.4,4.6
E00071364,96.7,3.3
E00071365,93.9,6.1
E00071367,95.8,4.2
E00071368,98.7,1.3
E00071482,90.8,9.2
E00071483,96.9,3.1
E00071484,91,9
E00071485,91.4,8.6
E00071539,89.7,10.3
E00071540,92.2,7.8
E00071541,91.5,8.5
E00071542,82.4,17.6
E00071543,86.8,13.2
E00071544,83.7,16.3
E00071545,74.7,25.3
E00071547,92.5,7.5
E00071548,88.9,11.1
E00071549,97.4,2.6
E00071550,94.7,5.3
E00071551,91.4,8.6
E00071552,94.3,5.7
E00071553,94.4,5.6
E00071554,92,8
E00071555,92.3,7.7
E00071557,93,7
E00071558,89.5,10.5
E00071559,94,6
E00071560,97.8,2.2
E00071561,94.9,5.1
E00071562,95.6,4.4
E00071563,93.5,6.5
E00071564,96,4
E00071565,93.5,6.5
E00071566,94.1,5.9
E00071567,95.6,4.4
E00071568,96.6,3.4
E00071569,92.5,7.5
E00071570,91,9
E00071571,93.5,6.5
E00071572,98.9,1.1
E00071573,95.1,4.9
E00071574,97.6,2.4
E00071575,98.4,1.6
E00071576,94.5,5.5
E00071577,94.9,5.1
E00071578,92.8,7.2
E00071579,96.2,3.8
E00071580,96.4,3.6
E00071581,96.1,3.9
E00071582,93.7,6.3
E00071583,96.1,3.9
E00071584,89.7,10.3
E00071586,95.2,4.8
E00071587,96.1,3.9
E00071588,87.1,12.9
E00071590,92.2,7.8
E00071591,92.9,7.1
E00071592,95.2,4.8
E00071593,91.7,8.3
E00071620,93.9,6.1
E00071632,92,8
E00071633,88.1,11.9
E00071634,95.7,4.3
E00071635,95,5
E00071636,94.5,5.5
E00071637,95.5,4.5
E00071638,95.2,4.8
E00071639,88,12
E00071716,93.3,6.7
E00071717,96.1,3.9
E00071718,89.5,10.5
E00071720,83.3,16.7
E00071721,93.7,6.3
E00071722,79.4,20.6
E00071723,80.4,19.6
E00071724,87.6,12.4
E00071725,86.7,13.3
E00071727,93.5,6.5
E00071728,84.3,15.7
E00071729,87,13
E00071730,90.4,9.6
E00071731,80.5,19.5
E00071732,88.8,11.2
E00071733,80.8,19.2
E00071735,86.5,13.5
E00071736,89.7,10.3
E00071737,90.2,9.8
E00146970,96.1,3.9
E00146971,96.8,3.2
E00147023,98,2
E00147024,96.7,3.3
E00147025,95,5
E00147028,96.4,3.6
E00147029,96.9,3.1
E00147030,94.1,5.9
E00150675,99.3,0.7
E00151099,94.7,5.3
E00151100,98.5,1.5
E00151101,99.4,0.6
E00151104,98,2
E00151110,97.6,2.4
E00151114,98.9,1.1
E00151117,100,0
E00151122,94.8,5.2
E00151123,98.8,1.2
E00151124,98.9,1.1
E00151125,98.6,1.4
E00151126,96.2,3.8
E00151127,96.6,3.4
E00151128,96.3,3.7
E00151172,95.1,4.9
E00151173,98.5,1.5
E00151176,98.4,1.6
E00151177,98.9,1.1
E00151178,98.1,1.9
E00151179,99.3,0.7
E00151180,97.4,2.6
E00151181,98.8,1.2
E00151182,97.7,2.3
E00151183,95.3,4.7
E00151270,95.4,4.6
E00151271,93.8,6.2
E00151272,97.4,2.6
E00151273,94.9,5.1
E00151274,95.8,4.2
E00151275,95.9,4.1
E00151276,76.9,23.1
E00151277,84.4,15.6
E00151278,81.1,18.9
E00151280,88.6,11.4
E00151285,84.5,15.5
E00151286,85,15
E00151287,88.4,11.6
E00151288,82.3,17.7
E00151289,89.9,10.1
E00151290,87,13
E00151291,87.8,12.2
E00151293,88.2,11.8
E00151296,79,21
E00151299,86,14
E00151300,85.8,14.2
E00151303,76.8,23.2
E00151305,96.3,3.7
E00151306,97.2,2.8
E00151307,95.4,4.6
E00151308,95.8,4.2
E00151309,98,2
E00151310,94.4,5.6
E00151311,97,3
E00151312,97.4,2.6
E00151313,97.3,2.7
E00151314,95.3,4.7
E00151315,96,4
E00151316,96,4
E00151317,95.1,4.9
E00151318,97.3,2.7
E00151319,95.6,4.4
E00151320,97.5,2.5
E00151321,94.1,5.9
E00151322,96.4,3.6
E00151326,90.2,9.8
E00151327,84.8,15.2
E00151331,86.1,13.9
E00151333,82.5,17.5
E00151334,87.9,12.1
E00151336,86.1,13.9
E00151340,79.9,20.1
E00151360,93,7
E00151361,97,3
E00151362,95.6,4.4
E00151363,99.4,0.6
E00151364,98.3,1.7
E00151365,95.5,4.5
E00151366,96.3,3.7
E00151367,95.4,4.6
E00151368,97.6,2.4
E00151369,97.3,2.7
E00151370,95.8,4.2
E00151371,97.2,2.8
E00151372,94.1,5.9
E00151373,95.9,4.1
E00151374,96.8,3.2
E00151375,97.1,2.9
E00151376,98.4,1.6
E00151377,99.7,0.3
E00151378,96.1,3.9
E00151379,97.3,2.7
E00151380,97.8,2.2
E00151401,88.7,11.3
E00151402,90.4,9.6
E00151403,82.9,17.1
E00151404,86.1,13.9
E00151405,92.5,7.5
E00151406,90.9,9.1
E00151407,92.3,7.7
E00151408,89.2,10.8
E00151409,93,7
E00151410,90.6,9.4
E00151411,89,11
E00151412,95.9,4.1
E00151413,89.7,10.3
E00151414,90.2,9.8
E00151415,93.9,6.1
E00151416,88.6,11.4
E00151417,86.4,13.6
E00151418,87.6,12.4
E00151419,93.6,6.4
E00151420,92.5,7.5
E00151421,83.3,16.7
E00151422,96.8,3.2
E00151423,91.5,8.5
E00151424,90.1,9.9
E00151425,93.4,6.6
E00151426,85.9,14.1
E00151427,94.7,5.3
E00151428,89.4,10.6
E00151429,91,9
E00151430,88.1,11.9
E00151431,87.9,12.1
E00151432,89.8,10.2
E00151433,88.7,11.3
E00151434,93.3,6.7
E00151435,90.4,9.6
E00151436,92,8
E00151437,91.3,8.7
E00151438,94,6
E00151439,98.1,1.9
E00151440,94.6,5.4
E00151441,95,5
E00151442,88.8,11.2
E00151443,94.2,5.8
E00151444,94.1,5.9
E00151460,85.4,14.6
E00151465,86.7,13.3
E00151466,93.8,6.2
E00151467,90.8,9.2
E00151468,96.6,3.4
E00151469,92.6,7.4
E00151470,94.6,5.4
E00151471,96.2,3.8
E00151472,93,7
E00151473,93.9,6.1
E00151474,88.2,11.8
E00151475,94.3,5.7
E00151476,91.3,8.7
E00151477,94.7,5.3
E00151478,94.4,5.6
E00151479,96.2,3.8
E00151480,91.1,8.9
E00151481,95.7,4.3
E00151482,89,11
E00151483,90.6,9.4
E00151484,93.1,6.9
E00151485,89.8,10.2
E00151504,93.5,6.5
E00151505,89,11
E00151510,88.6,11.4
E00151517,89.1,10.9
E00151518,93.1,6.9
E00151519,92,8
E00151520,91.7,8.3
E00151522,89.4,10.6
E00151523,88.4,11.6
E00151524,95.2,4.8
E00151525,94.6,5.4
E00151526,94.5,5.5
E00151527,93.7,6.3
E00151528,95,5
E00151529,92.2,7.8
E00151530,92.5,7.5
E00151531,95.1,4.9
E00151532,95.4,4.6
E00151533,96.1,3.9
E00151534,97.9,2.1
E00151535,98.9,1.1
E00151536,96.3,3.7
E00151537,96.3,3.7
E00151538,97.2,2.8
E00151539,95.2,4.8
E00151540,95.1,4.9
E00151541,96.2,3.8
E00151542,97.5,2.5
E00151543,97.6,2.4
E00151544,97.8,2.2
E00151545,94.8,5.2
E00151546,96.8,3.2
E00151548,92.4,7.6
E00151549,91.2,8.8
E00151550,96,4
E00151551,97.5,2.5
E00151552,92.4,7.6
E00151553,95.9,4.1
E00151554,97.6,2.4
E00151555,96.4,3.6
E00151556,98.5,1.5
E00151557,96.6,3.4
E00151558,96.4,3.6
E00151559,89.7,10.3
E00151560,95.8,4.2
E00151564,95,5
E00151567,95.1,4.9
E00151568,97.2,2.8
E00151569,90.4,9.6
E00151570,94.3,5.7
E00151571,90.5,9.5
E00151573,98,2
E00151578,97.2,2.8
E00151579,98.4,1.6
E00151587,97.2,2.8
E00151588,93.2,6.8
E00151589,98.1,1.9
E00151591,93,7
E00151592,88,12
E00151593,91.1,8.9
E00151594,95.3,4.7
E00151595,94.8,5.2
E00151596,87.9,12.1
E00151597,97.6,2.4
E00151598,96.1,3.9
E00151599,91.9,8.1
E00151600,95.9,4.1
E00151601,90.9,9.1
E00151602,90.4,9.6
E00151603,95.3,4.7
E00151605,96.8,3.2
E00151606,92.5,7.5
E00151607,94.5,5.5
E00151608,92.2,7.8
E00151609,95.6,4.4
E00151610,98.7,1.3
E00151611,98,2
E00151612,96.8,3.2
E00151613,94.9,5.1
E00151615,98.5,1.5
E00151616,95.9,4.1
E00151617,96.2,3.8
E00151618,95.1,4.9
E00151619,97,3
E00166320,94.7,5.3
E00166324,82.5,17.5
E00166326,91.1,8.9
E00166327,90.1,9.9
E00166328,87.4,12.6
E00166329,96.8,3.2
E00166330,96.8,3.2
E00166331,92.2,7.8
E00166333,92.8,7.2
E00168500,86.5,13.5
E00168502,82.3,17.7
E00173132,90.5,9.5
E00173133,90.8,9.2
E00173134,90.1,9.9
E00173135,88,12
E00179352,75.5,24.5
E00179354,89.5,10.5
E00179367,87.5,12.5
E00179369,75.6,24.4
E00179372,81.8,18.2
E00179373,97.4,2.6
E00179381,86.5,13.5
E00179385,88.4,11.6
E00179388,94.8,5.2
E00179391,78.3,21.7
E00179392,85.8,14.2
E00179394,90.1,9.9
E00179398,81.5,18.5
E00179399,90.7,9.3
