areacd,english_proficiency_4a-001,english_proficiency_4a-002,english_proficiency_4a-003
E00071262,99.6,0,0.4
E00071263,97.5,1.8,0.8
E00071264,100,0,0
E00071265,98.2,1.8,0
E00071266,97.5,2.5,0
E00071267,99.1,0.6,0.3
E00071268,100,0,0
E00071269,97.3,2.2,0.5
E00071332,80.1,18.2,1.8
E00071333,90.3,8.8,0.9
E00071334,89.3,9.3,1.4
E00071335,91.6,7.7,0.8
E00071336,94,5.5,0.4
E00071337,90.2,9.4,0.3
E00071338,87.3,11.2,1.6
E00071339,95.3,1.7,3
E00071340,95.1,3.9,1
E00071341,97.6,1.9,0.4
E00071343,92.5,5.6,1.9
E00071344,94.6,2.9,2.5
E00071345,87.6,10.1,2.3
E00071346,97.1,2.6,0.3
E00071347,84.5,13.4,2.1
E00071348,93.3,4.8,1.9
E00071349,82,13.3,4.6
E00071350,86.9,10.7,2.3
E00071351,89.3,6.7,4
E00071362,98.4,1.6,0
E00071363,97.5,2.2,0.3
E00071364,100,0,0
E00071365,97.1,2.9,0
E00071367,99.7,0.3,0
E00071368,99.6,0.4,0
E00071482,95.9,4.1,0
E00071483,97.5,2.5,0
E00071484,96,4,0
E00071485,93.2,6.8,0
E00071539,95.2,4.4,0.3
E00071540,97.5,1.3,1.3
E00071541,96.6,2.1,1.2
E00071542,87.5,9.4,3
E00071543,91.2,7.6,1.2
E00071544,90.8,7,2.2
E00071545,88.6,7.8,3.6
E00071547,94.6,4.1,1.2
E00071548,93.8,3.2,2.9
E00071549,98.5,1.1,0.4
E00071550,99,0.7,0.3
E00071551,95.7,3.5,0.8
E00071552,98.1,1.9,0
E00071553,97.3,2.1,0.6
E00071554,96.4,2.5,1.1
E00071555,96.9,2.4,0.7
E00071557,99.7,0.3,0
E00071558,97.6,2.4,0
E00071559,96,4,0
E00071560,99.1,0.9,0
E00071561,96.4,3.2,0.4
E00071562,98.3,1.7,0
E00071563,98.6,1.1,0.2
E00071564,98.5,1.5,0
E00071565,96.5,3.5,0
E00071566,98.8,1.2,0
E00071567,98.2,1.8,0
E00071568,98.1,1.9,0
E00071569,99,1,0
E00071570,98.3,1.7,0
E00071571,98.2,1.8,0
E00071572,99.2,0.4,0.4
E00071573,96.8,2.9,0.4
E00071574,98.1,1.2,0.6
E00071575,100,0,0
E00071576,96.5,3,0.4
E00071577,97.3,2.7,0
E00071578,99.3,0.7,0
E00071579,99.5,0.5,0
E00071580,97.7,2.3,0
E00071581,98.8,1.2,0
E00071582,97.8,1.7,0.4
E00071583,99.7,0.3,0
E00071584,93.8,5.9,0.4
E00071586,99.6,0,0.4
E00071587,96.9,1.3,1.8
E00071588,95.1,3.8,1.2
E00071590,94.4,5.6,0
E00071591,98.3,1.7,0
E00071592,99,1,0
E00071593,96.1,3.9,0
E00071620,98.2,1.2,0.6
E00071632,96.2,3.1,0.7
E00071633,94.9,3.8,1.4
E00071634,96.2,3,0.8
E00071635,98.7,1.3,0
E00071636,97.3,2,0.7
E00071637,98.7,1.3,0
E00071638,96.5,2.4,1
E00071639,91.7,6.6,1.7
E00071716,96.4,0.8,2.8
E00071717,99.5,0.5,0
E00071718,91.3,6.6,2.1
E00071720,84.4,11.6,4
E00071721,99.5,0.5,0
E00071722,84.9,12.9,2.2
E00071723,83.5,12.9,3.6
E00071724,90.9,6.1,3
E00071725,90.9,7.4,1.7
E00071727,95.5,4,0.6
E00071728,90.1,6.9,3.1
E00071729,91.3,6.3,2.4
E00071730,94.3,4.7,1
E00071731,85.3,12.1,2.6
E00071732,92.5,5.9,1.6
E00071733,81.7,14.2,4.1
E00071735,94,4.2,1.9
E00071736,91.2,7.8,1
E00071737,95.5,4.1,0.4
E00146970,98,1.7,0.3
E00146971,99.5,0.5,0
E00147023,99.7,0,0.3
E00147024,97.7,1.4,0.9
E00147025,98.8,0.9,0.3
E00147028,99,0.6,0.4
E00147029,99.8,0.2,0
E00147030,99.3,0.7,0
E00150675,100,0,0
E00151099,98.9,1.1,0
E00151100,100,0,0
E00151101,99.7,0,0.3
E00151104,98,1.5,0.5
E00151110,100,0,0
E00151114,100,0,0
E00151117,100,0,0
E00151122,97.2,2.4,0.3
E00151123,99.4,0,0.6
E00151124,100,0,0
E00151125,99.1,0.9,0
E00151126,99.6,0.4,0
E00151127,98.7,1.3,0
E00151128,100,0,0
E00151172,97.7,1.1,1.1
E00151173,99.4,0.6,0
E00151176,99.7,0.3,0
E00151177,99.3,0.7,0
E00151178,99.5,0.3,0.3
E00151179,100,0,0
E00151180,98.5,1.2,0.3
E00151181,99.7,0.3,0
E00151182,98.8,1.2,0
E00151183,99.7,0.3,0
E00151270,99.7,0.3,0
E00151271,99.5,0.5,0
E00151272,99.1,0.4,0.4
E00151273,99.3,0.5,0.2
E00151274,100,0,0
E00151275,98.8,1.2,0
E00151276,83.4,14.9,1.6
E00151277,87.2,11.9,0.9
E00151278,87.9,9.8,2.3
E00151280,92.5,5.7,1.8
E00151285,88.6,9.5,1.9
E00151286,92.2,6.2,1.6
E00151287,92.4,7.1,0.5
E00151288,90.3,8,1.7
E00151289,94.9,5.1,0
E00151290,90.7,8.2,1.1
E00151291,92.1,5.7,2.2
E00151293,93.9,5.2,0.9
E00151296,86.8,9.6,3.5
E00151299,90.6,8.5,0.9
E00151300,90.3,8.2,1.5
E00151303,83.3,13.8,2.8
E00151305,99.2,0.8,0
E00151306,98.4,1.2,0.4
E00151307,99.6,0.4,0
E00151308,99.4,0.6,0
