geography_code,disability_3a-001,disability_3a-002
E00111605,17.6,82.4
E00111606,20.9,79.1
E00111607,16,84
E00111608,14.1,85.9
E00111609,17.2,82.8
E00111610,14.1,85.9
E00111611,18.2,81.8
E00111612,22.5,77.5
E00111628,20.6,79.4
E00111629,17.3,82.7
E00111630,16.5,83.5
E00111631,13.8,86.2
E00111632,19.7,80.3
E00111633,21.2,78.8
E00111634,15.7,84.3
E00111677,30.5,69.5
E00111678,27.4,72.6
E00111679,27.5,72.5
E00111680,21.3,78.7
E00111681,22.6,77.4
E00111682,18.9,81.1
E00111684,16.6,83.4
E00111707,26.2,73.8
E00111708,18.3,81.7
E00111709,24.1,75.9
E00111710,26.8,73.2
E00111711,19.1,80.9
E00111712,17.5,82.5
E00111713,17.9,82.1
E00111714,18.2,81.8
E00111715,20.5,79.5
E00111716,15.7,84.3
E00111717,15.3,84.7
E00111718,29.5,70.5
E00111719,17.9,82.1
E00111720,18.2,81.8
E00111721,22.6,77.4
E00111722,18.8,81.2
E00111723,24.1,75.9
E00111724,29.8,70.2
E00111725,23,77
E00111726,27.4,72.6
E00111727,24.3,75.7
E00111728,25.2,74.8
E00111729,27.5,72.5
E00111730,18.4,81.6
E00111731,34.1,65.9
E00111732,27.2,72.8
E00111733,27.1,72.9
E00111734,39.2,60.8
E00111735,20.5,79.5
E00111736,25.6,74.4
E00111737,20.6,79.4
E00111738,23.6,76.4
E00111739,21.1,78.9
E00111740,25.1,74.9
E00111741,28,72
E00111742,35.1,64.9
E00111743,25.8,74.2
E00111744,23.1,76.9
E00111745,25.2,74.8
E00111746,16.3,83.7
E00111747,14.3,85.7
E00111748,14.1,85.9
E00111749,29.3,70.7
E00111750,20.6,79.4
E00111751,27.6,72.4
E00111752,26.1,73.9
E00111753,24.8,75.2
E00111754,12.7,87.3
E00111755,15.9,84.1
E00111756,31.6,68.4
E00111757,16.9,83.1
E00111758,39.4,60.6
E00111759,13.3,86.7
E00111760,40.2,59.8
E00111761,29.7,70.3
