geography_code,national_identity_all_4a-001,national_identity_all_4a-002,national_identity_all_4a-003
E00111605,97.6,0.3,2.1
E00111606,98.1,0,1.9
E00111607,98.4,0.6,0.9
E00111608,99,0,1
E00111609,97.3,0.4,2.3
E00111610,99.3,0.3,0.3
E00111611,97.6,1,1.4
E00111612,96.8,0.3,2.9
E00111628,96.3,1,2.7
E00111629,98.2,1.1,0.7
E00111630,97,0.9,2.1
E00111631,98,0.4,1.6
E00111632,99.2,0.4,0.4
E00111633,97.6,0.3,2
E00111634,96.5,0,3.5
E00111677,99.5,0,0.5
E00111678,97.5,0,2.5
E00111679,97.3,1.6,1.1
E00111680,98.4,0.3,1.4
E00111681,95.6,1.6,2.8
E00111682,95.5,2.4,2.1
E00111684,98.7,0.7,0.7
E00111707,98.1,0,1.9
E00111708,95.2,0,4.8
E00111709,96.2,1.2,2.6
E00111710,98.4,0.8,0.8
E00111711,95.8,0.7,3.5
E00111712,98,1.6,0.3
E00111713,98.9,0,1.1
E00111714,97.7,1.3,1
E00111715,98.6,0.2,1.2
E00111716,97.9,1,1
E00111717,97.9,0.4,1.7
E00111718,96,2.5,1.5
E00111719,98.4,0.3,1.3
E00111720,97.4,0.6,2
E00111721,98.6,0.3,1
E00111722,97.7,0.7,1.6
E00111723,97.9,0.4,1.8
E00111724,98.2,0,1.8
E00111725,98.6,0,1.4
E00111726,98.5,0.7,0.7
E00111727,97.2,1.2,1.6
E00111728,99.6,0.4,0
E00111729,96.2,2.5,1.3
E00111730,96.9,0.4,2.7
E00111731,98.4,0.5,1.1
E00111732,97.1,0.4,2.5
E00111733,98.5,0.5,1
E00111734,98.4,1,0.6
E00111735,98.8,0.8,0.4
E00111736,95.4,1.3,3.3
E00111737,93.7,3.2,3.2
E00111738,95.8,1.5,2.7
E00111739,95.8,1.1,3.2
E00111740,95.8,1.5,2.7
E00111741,93.2,1,5.8
E00111742,94.7,1.8,3.5
E00111743,91.9,1.7,6.4
E00111744,96.2,2.1,1.6
E00111745,95.1,0,4.9
E00111746,95.7,0,4.3
E00111747,96.1,0.3,3.6
E00111748,98,0.3,1.7
E00111749,95.6,1.1,3.3
E00111750,97.9,0.4,1.6
E00111751,91.2,0.6,8.2
E00111752,84.2,0.7,15.1
E00111753,99.2,0.4,0.4
E00111754,98.9,0,1.1
E00111755,95.2,1.2,3.5
E00111756,95,0,5
E00111757,98.8,0,1.2
E00111758,95.9,1.1,3
E00111759,97,0.3,2.7
E00111760,98.5,0.5,1
E00111761,98.9,0.8,0.4
E00111762,96,1.6,2.4
E00111763,98.6,0,1.4
E00111764,97.2,0.4,2.4
E00111765,100,0,0
E00111766,98.8,0,1.2
E00111767,98.3,0.9,0.9
E00111769,97.9,0.7,1.4
E00111770,98,0,2
E00111771,99.2,0,0.8
E00111772,97,0.9,2.1
E00111773,96.2,1,2.8
E00111774,96.8,0.5,2.8
E00111775,99.6,0.4,0
E00111776,97.2,2,0.8
E00111777,96.5,0.9,2.7
E00111778,98.3,0.3,1.4
E00111779,98.6,0,1.4
E00111780,99.6,0.4,0
E00111781,98.9,0,1.1
E00111782,95.3,1.6,3.1
E00111783,97.7,0.3,2
E00111784,97.2,1.2,1.6
E00111785,97.6,0,2.4
E00111786,94.8,0.7,4.5
E00111787,98.9,1.1,0
E00111788,96.3,0.9,2.8
E00111789,95.8,0.7,3.5
E00111790,98.4,0.3,1.3
E00111791,97.4,0.9,1.7
E00111792,97.2,0.3,2.5
E00111793,96.6,0.3,3.1
E00111794,96.2,1.6,2.2
E00111795,94.7,1.1,4.2
E00111796,97.7,0.4,1.9
E00111805,99,0.3,0.7
E00111806,97,1,2
E00111810,95.6,0.3,4.1
E00111811,98.7,0,1.3
E00111812,98.6,0.3,1
E00111813,98.7,0.6,0.6
E00111814,95.6,1,3.4
E00111815,96.4,0.7,2.9
E00111816,97.3,0,2.7
E00111817,98.9,0.7,0.4
E00111818,98.6,0.7,0.7
E00111819,99.1,0.6,0.3
E00111820,99,0.5,0.5
E00111821,97.9,0,2.1
E00111822,96.7,0.5,2.9
E00111823,94.9,0.8,4.3
E00111824,99.6,0,0.4
E00111825,98.3,0,1.7
E00111826,98.4,0.7,1
E00111827,96.8,1.2,2
E00111828,96,0.8,3.2
E00111829,96.4,1.5,2.2
E00111835,99.6,0.4,0
E00111844,99.1,0,0.9
E00111845,97.6,0.7,1.7
E00111846,98.2,0,1.8
E00111854,98.4,0,1.6
E00111855,97.4,0,2.6
E00111856,95,0,5
E00111857,97.5,1,1.5
E00111858,98.9,0.4,0.7
E00111859,97.3,0.5,2.2
E00111860,98,0.7,1.4
E00111861,97.3,0.5,2.2
E00111862,98.2,0.9,0.9
E00111863,97.2,0.5,2.3
E00111864,92.4,0.4,7.1
E00111865,96.7,0.4,2.9
E00111866,98.1,0,1.9
E00111867,97.3,1.8,0.9
E00111868,94.3,0.6,5.1
E00111869,97,0.4,2.6
E00111870,98.5,0.3,1.2
E00111871,97.8,1.7,0.5
E00111873,93.9,3.4,2.7
E00111874,94.6,2,3.5
E00111875,95.6,2.3,2.1
E00111909,96.6,0,3.4
E00111910,96.7,0,3.3
E00111911,98.4,0.3,1.3
E00111912,95.7,0.6,3.7
E00111913,93.5,0.3,6.2
E00111914,97.7,1.7,0.7
E00111915,96.8,0.7,2.5
E00111916,98.2,0,1.8
E00112049,95.1,0.7,4.2
E00112050,95.9,0,4.1
E00112051,97.9,0.8,1.2
E00112052,93.6,0.8,5.6
E00112053,97.4,0,2.6
E00112054,95.1,1.9,3
E00112055,94.9,0.8,4.2
E00112056,94.9,1.7,3.4
E00112057,99.3,0,0.7
E00112058,96.6,0.4,3
