geography_code,english_proficiency_4a-001,english_proficiency_4a-002,english_proficiency_4a-003
E00101786,99.5,0.5,0
E00101787,99.3,0.7,0
E00101788,99.4,0,0.6
E00101789,99,1,0
E00101790,99.7,0.3,0
E00101791,99.6,0,0.4
E00101792,100,0,0
E00101793,99.7,0.3,0
E00101794,99.6,0.4,0
E00101795,98.8,1.2,0
E00101796,100,0,0
E00101797,97.4,1.3,1.3
E00101798,99.7,0.3,0
E00101831,100,0,0
E00101843,96.5,2.7,0.8
E00101844,96.5,2.7,0.8
E00101845,97.3,1.9,0.8
E00101846,98.1,1,1
E00101847,98,2,0
E00101848,97.3,2.7,0
E00101849,98.9,1.1,0
E00101850,98.3,1.7,0
E00101851,98.8,1.2,0
E00101852,98.1,1.3,0.6
E00101853,99.6,0.4,0
E00101854,99.4,0.6,0
E00101855,98.9,0.7,0.4
E00101856,98.1,1.9,0
E00101857,97.2,2.8,0
E00101858,100,0,0
E00101859,97.9,0.7,1.4
E00101860,99.3,0.7,0
E00101861,98.1,1.3,0.6
E00101862,99.1,0.9,0
E00101863,100,0,0
E00101864,98.6,1,0.3
E00101865,99.7,0.3,0
E00101866,98.8,1.2,0
E00101867,97.3,2.7,0
E00101868,98.3,0,1.7
E00101869,98.7,1.3,0
E00101870,98.2,1.8,0
E00101871,99.3,0.7,0
E00101872,99.5,0.5,0
E00101873,100,0,0
E00101874,100,0,0
E00101875,98,2,0
E00101876,99.3,0.7,0
E00101877,98.9,1.1,0
E00101878,96.2,3.2,0.6
E00101915,96.4,3.6,0
E00101916,97.3,2.1,0.6
E00101917,98.3,1.7,0
E00101918,96.2,3.8,0
E00101919,98.4,1.6,0
E00101920,99.2,0.8,0
E00149415,100,0,0
E00149478,97.8,1.1,1.1
E00149479,99.2,0.8,0
E00149480,100,0,0
E00149481,99.6,0.4,0
E00149482,100,0,0
E00149483,99,0.5,0.5
E00149484,97.7,1.9,0.5
E00149485,97.8,2.2,0
E00149486,99.2,0.4,0.4
W00003947,99.6,0.4,0
W00003948,97,2.2,0.7
W00003949,99.5,0,0.5
W00003950,98.2,1.4,0.5
W00003951,98.2,1.8,0
W00003952,99.1,0.9,0
W00003953,100,0,0
W00003954,98.7,1,0.3
