geography_code,hh_tenure_5a-000,hh_tenure_5a-001,hh_tenure_5a-002,hh_tenure_5a-003
E00101786,69.7,18.6,0.5,11.2
E00101787,59.5,26.2,0.6,13.7
E00101788,52,18.9,11.5,17.6
E00101789,51.2,27.3,0,21.5
E00101790,58.3,18.9,3.9,18.9
E00101791,43.7,18.5,17.8,20
E00101792,64.5,17.1,3.3,15.1
E00101793,53.2,22.2,0.8,23.8
E00101794,35.9,18.8,0.8,44.5
E00101795,50,22.1,7.4,20.5
E00101796,61.2,20.2,2.3,16.3
E00101797,41.2,29.4,8.8,20.6
E00101798,54.5,26.8,8.1,10.6
E00101831,62.9,20,2.9,14.3
E00101843,22.8,18.8,6,52.3
E00101844,32.4,13.7,3.6,50.4
E00101845,22.8,14.6,1.9,60.7
E00101846,24.6,17.3,8.4,49.7
E00101847,21.7,22.5,3.9,51.9
E00101848,16.9,6.2,17.7,59.2
E00101849,23,23,5,48.9
E00101850,21.9,15.6,23.4,39.1
E00101851,25.8,19.5,35.9,18.8
E00101852,18.3,27.8,38.1,15.9
E00101853,48.7,24.4,14.3,12.6
E00101854,53.1,25.9,0.7,20.3
E00101855,21.3,11.6,6.1,61
E00101856,10.8,7,24.1,58.2
E00101857,42.1,26.3,0,31.6
E00101858,31,18.6,2.3,48.1
E00101859,36.3,13.7,7.1,42.9
E00101860,45.5,36.6,3.3,14.6
E00101861,43,25.8,0.7,30.5
E00101862,38.5,44.6,1.5,15.4
E00101863,61.2,23.1,0.7,14.9
E00101864,56.1,30.9,0.8,12.2
E00101865,58.2,28.8,0,13
E00101866,35.3,26.5,0.7,37.5
E00101867,29.7,25.8,33.6,10.9
E00101868,37.5,34.4,2.3,25.8
E00101869,32.1,25,22.9,20
E00101870,57,28.9,0.7,13.3
E00101871,58.8,29,4.6,7.6
E00101872,51.9,32.1,1.9,14.2
E00101873,53.7,29.8,2.5,14
E00101874,14,20.7,59.5,5.8
E00101875,46.5,21,16.6,15.9
E00101876,47.4,36.5,0.7,15.3
E00101877,26.9,28.7,9.9,34.5
E00101878,30.1,29.3,22,18.7
E00101915,54.2,22.9,0,22.9
E00101916,36.6,18.3,6.3,38.9
E00101917,51.7,25,1.7,21.7
E00101918,51.5,16.5,1.9,30.1
E00101919,38,20.7,29.8,11.6
E00101920,60.6,22.7,3.8,12.9
E00149415,69.6,17.4,0.7,12.3
E00149478,27.5,8.7,34.8,29
E00149479,73.4,10.5,5.6,10.5
E00149480,45.2,11.1,38.5,5.2
E00149481,48.4,10.3,15.9,25.4
E00149482,38.3,13.3,31.7,16.7
E00149483,76.7,14.6,1.9,6.8
E00149484,50,10.2,1,38.8
E00149485,24,1.9,39.4,34.6
E00149486,41.1,11.6,33.9,13.4
W00003947,42.7,42.7,0,14.6
W00003948,49.2,40.3,0.8,9.7
W00003949,68.3,16.3,2.9,12.5
W00003950,57.1,31.4,1.9,9.5
W00003951,56.5,35.7,0.9,7
W00003952,72.3,23.2,3.6,0.9
W00003953,64.7,33.1,0,2.3
W00003954,65.7,27.9,0.7,5.7
W00003955,65.6,30.3,1.6,2.5
W00003956,51.1,38.5,0.7,9.6
W00003957,57.4,8.8,4.4,29.4
W00003958,53,21.2,14.6,11.1
W00003982,26.7,15,8.3,50
W00003983,31.2,23.6,0,45.2
W00003984,32.7,17.6,5.5,44.2
W00003988,12.2,9,35.6,43.1
W00003989,25.3,21,7.5,46.2
W00003990,3.4,6.7,46.1,43.8
W00003991,16.5,10,2.4,71.2
W00003995,67.2,0.8,2.5,29.5
W00003996,5,1.7,48.3,45
W00003997,20.7,18.9,29.9,30.5
W00003998,25.5,12.4,35.8,26.3
W00003999,22.6,10.1,3.1,64.2
W00004145,55.1,35.9,1.3,7.7
W00004146,28.6,27,32.5,11.9
W00004147,43.9,45.5,3,7.6
W00004148,67.7,26.6,0,5.6
W00004160,46.9,28.1,9.4,15.6
W00004161,75.2,16,0,8.8
W00004164,53.5,24.8,15.8,5.9
W00004165,65.9,28.6,0.8,4.8
W00004166,65.8,19.9,1.9,12.4
W00004167,58.2,25.5,1,15.3
W00004168,46.8,25.6,21.2,6.4
W00004169,62.7,29,1.2,7.1
W00004197,48,33.1,4.7,14.2
W00004198,59.8,20.5,0.9,18.8
W00004199,53,37.1,0.8,9.1
W00004204,55.7,29,0,15.3
W00004307,60.7,17.3,14,7.9
W00004308,49.2,43.3,0.8,6.7
W00004309,54.5,34.8,0.9,9.8
W00004310,54,38.9,0,7.1
W00004311,64.9,22.1,2.3,10.7
W00004312,66.9,17.3,2.9,12.9
W00004313,59.3,35.8,0,4.9
W00004314,60,33.6,0,6.4
W00004315,50.8,40.8,0.8,7.5
W00004402,51.2,34.1,0.8,14
W00004403,53.6,29,0.7,16.7
W00004404,63.7,22.5,0,13.7
W00004405,65.9,27.5,1.6,4.9
W00004406,60.7,30.1,5.8,3.5
W00004407,58.6,36.2,0.9,4.3
W00004408,60.9,29.9,1.5,7.6
W00004409,50.8,41.7,0.8,6.7
W00004410,42.5,17.5,25,15
W00004411,58.2,26.7,0.7,14.4
W00004412,39.3,19.7,3.3,37.7
W00004413,58.2,23.9,0,17.9
W00004414,50.4,37.4,1.7,10.4
W00004415,61.8,29.1,0.9,8.2
W00004416,60.4,28.7,1,9.9
W00004417,49,24.5,2,24.5
W00004418,39.6,17.1,6.3,36.9
W00004419,45.6,20,2.4,32
W00004420,28.6,26.3,14.3,30.8
W00004421,44.6,35.5,0,19.8
W00004422,59.3,35.2,0.9,4.6
W00004423,62.4,31.6,0.9,5.1
W00004424,70.9,21.4,0.9,6.8
W00004425,55.6,27.8,0.8,15.8
W00004426,61.1,17.8,1.1,20
W00004427,43.3,21.3,2.4,33.1
W00004428,47.2,22.2,1.9,28.7
W00004487,65.6,16,0,18.4
W00004488,72.4,21.3,0,6.3
W00004489,66.7,24.8,1.6,7
W00004490,65,16.4,0,18.6
W00004491,59.1,30.1,1.1,9.7
W00004492,60.2,26.5,4.1,9.2
W00004493,54.9,37.6,0.8,6.8
