geography_code,sex-001,sex-002
E00101786,51.1,48.9
E00101787,49.3,50.7
E00101788,51.3,48.7
E00101789,50.3,49.7
E00101790,53.1,46.9
E00101791,48.5,51.5
E00101792,47.9,52.1
E00101793,51.7,48.3
E00101794,53.1,46.9
E00101795,49.8,50.2
E00101796,50.7,49.3
E00101797,49.4,50.6
E00101798,52,48
E00101831,52.1,47.9
E00101843,52.1,47.9
E00101844,49,51
E00101845,50.1,49.9
E00101846,51.4,48.6
E00101847,47.5,52.5
E00101848,52.9,47.1
E00101849,50.3,49.7
E00101850,47.1,52.9
E00101851,59.6,40.4
E00101852,53.9,46.1
E00101853,50,50
E00101854,45.7,54.3
E00101855,51.9,48.1
E00101856,51.7,48.3
E00101857,47.6,52.4
E00101858,52.2,47.8
E00101859,46.6,53.4
E00101860,50.5,49.5
E00101861,51.7,48.3
E00101862,53.1,46.9
E00101863,48.7,51.3
E00101864,47.8,52.2
E00101865,54.2,45.8
E00101866,49.7,50.3
E00101867,53.4,46.6
E00101868,51.9,48.1
E00101869,53.8,46.2
E00101870,47.9,52.1
E00101871,51.3,48.7
E00101872,51.3,48.7
E00101873,50.6,49.4
E00101874,53.4,46.6
E00101875,52.7,47.3
E00101876,52.3,47.7
E00101877,51.8,48.2
E00101878,53.6,46.4
E00101915,52.2,47.8
E00101916,51.3,48.7
E00101917,52.6,47.4
E00101918,50.2,49.8
E00101919,53.3,46.7
E00101920,52.3,47.7
E00149415,50.7,49.3
E00149478,49.2,50.8
E00149479,53.3,46.7
E00149480,52.4,47.6
E00149481,54.8,45.2
E00149482,57,43
E00149483,51.8,48.2
E00149484,49.1,50.9
E00149485,51.1,48.9
E00149486,52.9,47.1
W00003947,48.6,51.4
W00003948,54.8,45.2
W00003949,55.7,44.3
W00003950,50.2,49.8
W00003951,53.5,46.5
W00003952,55.6,44.4
W00003953,50.5,49.5
W00003954,49,51
W00003955,52.9,47.1
W00003956,49.5,50.5
W00003957,50.4,49.6
W00003958,55.4,44.6
W00003982,43.7,56.3
W00003983,43.9,56.1
W00003984,45.9,54.1
W00003988,46.6,53.4
