geography_code,migrant_ind-000,migrant_ind-001,migrant_ind-002,migrant_ind-003
E00101786,91.3,0,8.5,0.2
E00101787,93.5,0,6.5,0
E00101788,90.1,0,9.6,0.3
E00101789,93.6,0.3,4.7,1.4
E00101790,89,0,10.7,0.3
E00101791,90.1,0.4,9.5,0
E00101792,92,0,7.7,0.3
E00101793,89,0.3,10.3,0.3
E00101794,84.9,0,15.1,0
E00101795,92.6,0,7.4,0
E00101796,89.1,0,10.5,0.4
E00101797,81.3,1.3,17.4,0
E00101798,90.7,0.3,9,0
E00101831,89.1,0,10.2,0.7
E00101843,87.4,0,12.3,0.4
E00101844,83,0.8,15.2,1.1
E00101845,84.2,0,15.8,0
E00101846,86.6,0.6,12.4,0.3
E00101847,88.6,0.3,11.1,0
E00101848,83.6,0.4,15.6,0.4
E00101849,94.3,0,4.9,0.7
E00101850,91.1,0,8.9,0
E00101851,93.1,0,6.9,0
E00101852,94.7,0.3,3.7,1.2
E00101853,97.5,0,2.5,0
E00101854,89.5,0.9,9.6,0
E00101855,85.1,0.7,13.5,0.7
E00101856,87.4,0,12.6,0
E00101857,94.9,0,4.3,0.8
E00101858,87.3,0,12.2,0.4
E00101859,88.7,0,11.3,0
E00101860,98.3,0.3,1.4,0
E00101861,90.6,0,9.1,0.3
E00101862,92.7,0,6.4,0.9
E00101863,91.6,0.6,6.5,1.3
E00101864,93.2,0,6.8,0
E00101865,90.9,0.9,8.2,0
E00101866,91.4,0.3,7.7,0.6
E00101867,89.4,0,10.6,0
E00101868,84.5,0,13.8,1.7
E00101869,93.4,0.6,6,0
E00101870,91.3,0,8.4,0.3
E00101871,95.5,0.3,4.2,0
E00101872,92.6,0.3,7.1,0
E00101873,88.8,0,11.2,0
E00101874,94.4,0.3,5.3,0
E00101875,88.6,1,9.7,0.7
E00101876,92,0,7.7,0.3
E00101877,84.2,0,15.8,0
E00101878,91.8,0,7.9,0.3
E00101915,88.2,0,10.8,1
E00101916,87.8,0,11.6,0.6
E00101917,85.4,0.3,14,0.3
E00101918,88.7,0,10.9,0.4
E00101919,93.7,0,6.3,0
E00101920,90.5,0,9.5,0
E00149415,91.4,0,7.1,1.5
E00149478,82.8,7.5,8.1,1.6
E00149479,90.5,0.4,6.2,2.9
E00149480,93.9,0,6.1,0
E00149481,88,0,11.2,0.8
E00149482,86.5,0,13,0.5
E00149483,86.2,0,13.8,0
E00149484,92.6,0,6.9,0.5
E00149485,89.1,0,10.9,0
E00149486,95.1,0,4.5,0.4
W00003947,90.6,0.4,9,0
W00003948,94.1,0,4.8,1.1
W00003949,85.4,0.5,14.1,0
W00003950,97.3,0.4,2.2,0
W00003951,96.3,1.5,2.2,0
W00003952,94.4,0,5.2,0.4
W00003953,91.3,0,6.1,2.6
W00003954,92.5,1.3,5.9,0.3
W00003955,82.4,0.4,15.3,2
W00003956,94.1,0.9,3.4,1.6
W00003957,83.9,0,14.5,1.6
W00003958,92.6,0,7.4,0
W00003982,76.4,6.4,15,2.1
W00003983,70.2,9.5,19.1,1.2
W00003984,73.5,6.6,17,2.9
W00003988,74.8,3.6,17.6,4
W00003989,73.5,5.2,16,5.4
W00003990,68.6,2.1,18.6,10.7
W00003991,61.3,3.2,24.9,10.7
W00003995,73.1,14.1,11.5,1.3
W00003996,62.7,8.4,20.4,8.4
W00003997,65.8,4.2,27.4,2.6
W00003998,86.4,3.4,10.2,0
W00003999,63.9,7.7,24.9,3.4
W00004145,93.8,0.3,5.7,0.3
W00004146,95.8,0,4.2,0
W00004147,85.2,0.6,13.9,0.3
W00004148,96.3,0,3.7,0
W00004160,88.7,1.3,8.6,1.3
W00004161,90.6,0.9,8.5,0
W00004164,93.2,1.2,5.2,0.4
W00004165,94,0.7,5.3,0
W00004166,93,0,7,0
W00004167,90.6,1.9,6.1,1.4
W00004168,93.6,0.3,6.1,0
W00004169,95.4,0,4.2,0.5
W00004197,92.2,0.8,7,0
W00004198,93.4,0.4,5.4,0.8
W00004199,90.1,0.4,9.5,0
W00004204,94,0,6,0
W00004307,86.2,0,12,1.8
W00004308,91.2,0.7,8.1,0
W00004309,97,0.4,2.7,0
W00004310,92.8,1.5,4.9,0.8
W00004311,90.1,0.4,9.5,0
W00004312,93.2,0,6.5,0.4
W00004313,92.7,0,6.6,0.7
W00004314,94.4,0.8,3.8,1.1
W00004315,94,1,4.7,0.3
W00004402,91.9,0.3,7.5,0.3
W00004403,91.2,1,7.1,0.6
W00004404,88.5,1.4,8.3,1.8
W00004405,89.6,0,10.4,0
W00004406,78.3,0.3,21.2,0.3
W00004407,94.1,0.4,5.5,0
W00004408,93.6,0.9,5.5,0
W00004409,89.8,0,10.2,0
W00004410,91.2,0,7.8,1
W00004411,93.3,0.3,6.4,0
W00004412,90,0.5,9.6,0
W00004413,92.7,0.4,5.8,1.1
W00004414,89.7,0.4,9.6,0.4
W00004415,91.7,1.8,6.1,0.4
W00004416,90.8,0.9,7.8,0.5
W00004417,86.7,0,13.3,0
W00004418,84.1,2.9,11.1,1.9
W00004419,93.3,0,5.3,1.4
W00004420,84.5,0,15.1,0.4
W00004421,89,0.4,10.2,0.4
W00004422,83.1,1.1,12.5,3.3
W00004423,96.9,0,2.7,0.4
W00004424,91.9,0.9,6.8,0.4
W00004425,91.8,0.7,6.4,1.1
W00004426,91.8,0.7,6.8,0.7
W00004427,92.1,0.4,7.5,0
W00004428,88.8,0.9,7.9,2.3
W00004487,92.9,0.4,6.7,0
W00004488,97.5,0.4,2.2,0
W00004489,92.5,1.7,5.4,0.3
W00004490,89.4,0,10.6,0
W00004491,94.4,0,5.6,0
W00004492,95.3,0.8,3,0.8
W00004493,93.4,0.3,6,0.3
W00004494,96.8,0.2,3,0
W00004495,93.2,2.3,4.5,0
W00004553,90.4,0.3,9.3,0
W00004554,88,0.3,11.2,0.5
W00004570,91.5,1.2,5.8,1.5
W00004572,83.6,3,11.2,2.1
W00004573,90.6,0,8.9,0.5
W00004574,86.9,1.7,7.5,3.9
W00004575,86.4,0,12.8,0.8
W00004576,91.9,0,6.1,1.9
W00004577,93.2,0.9,5.9,0
W00004578,92.4,0.4,6.2,1.1
W00004579,90.9,0.8,8.3,0
W00004580,97.8,0.4,1.9,0
W00004581,91.8,0.4,7.8,0
W00004582,87.7,0.6,11.1,0.6
W00004583,93.9,0,6.1,0
W00004584,95.3,0.6,3.8,0.3
W00004586,92.9,0.3,6.4,0.3
W00004587,94.4,0,5.6,0
W00004588,97,0.4,2.2,0.4
W00004633,60.2,16.9,21.7,1.2
W00004634,49.5,11.2,31.2,8
W00004646,40.4,26.2,30.6,2.8
W00004649,62.5,12.9,22.9,1.7
W00004650,46.7,27.1,25,1.2
W00004651,62.8,12.8,23.7,0.7
W00004652,69.7,13.1,16.3,0.9
W00004653,54.4,17.1,25.9,2.6
W00004654,39.7,23.2,34.9,2.2
W00004655,39.3,23.6,34.9,2.2
W00004656,48.7,19.7,26.4,5.2
W00004657,40.6,26.5,30.4,2.5
W00004658,45,22.4,29.7,2.9
W00004659,42.8,31.4,25.5,0.3
W00004660,71.7,7.1,19.5,1.8
W00004661,51.6,18.4,26.5,3.5
W00004662,43,19.2,35.3,2.6
W00004663,40.5,25.9,30.9,2.7
W00004664,41.3,31.4,24.8,2.6
W00004682,92.7,0,7.3,0
W00004683,88.8,0.4,10.4,0.4
W00004684,97,0.3,2.3,0.3
W00004685,93.7,0.4,5.9,0
W00004686,92.9,0,7.1,0
W00004687,95.1,1.5,3.4,0
W00004688,95.5,0,4.5,0
W00004689,84.3,0.3,14.2,1.2
W00004690,85.6,0.9,13.5,0
W00004691,96.7,0,3.3,0
W00004692,95.1,0.7,4.2,0
W00004693,91.9,0.5,7.6,0
W00004694,92,0.8,7.2,0
W00004695,92,0.9,7.1,0
W00004696,89.1,0.4,9.6,0.9
W00004697,91,0,9,0
W00004698,90.6,0,9.4,0
W00004699,93.2,0,6.8,0
W00004700,88.1,0,11.4,0.5
W00004701,89.8,2.2,6.2,1.8
W00004702,94.7,0,5.3,0
W00004703,92.7,0,6.8,0.5
W00004704,93.2,0,6.8,0
W00004705,91.2,0,7.6,1.1
W00004706,94.6,0,5.4,0
W00004707,94,0.6,4.8,0.6
W00004709,89.7,0,10.3,0
W00004710,91.9,0,8.1,0
W00004711,88.1,0,11.9,0
W00004712,97.8,0,1.3,1
W00004713,90.6,0,9.4,0
W00004714,89.3,0,9.5,1.2
W00004715,87.7,0,11.5,0.8
W00004716,90,0,10,0
W00004717,93.3,0,6.7,0
W00004718,88.7,0,11,0.3
W00004719,93.9,0,6.1,0
W00004720,96.7,0.4,2.9,0
W00004721,94.2,0.7,5.1,0
W00004722,90.9,0,8.6,0.5
W00004723,98.1,0,1.9,0
W00004748,94.1,0.5,5.4,0
W00004751,88.5,0,11.5,0
W00004752,95.3,0.6,3.5,0.6
W00004753,97.4,0,2.6,0
W00004754,95.2,0,4.5,0.3
W00004755,94.2,0,5,0.8
W00004756,92.5,0,7.3,0.2
W00004757,96.5,0,3.5,0
W00004758,82.4,0,15.4,2.2
W00004788,91,0,7.9,1.1
W00004789,93.7,0,6.3,0
W00004790,96.2,0,3.8,0
W00004791,95.7,0,4.3,0
W00004792,94.9,0.2,4.6,0.4
W00004793,90,0.6,9.4,0
W00004802,95.8,0,4.2,0
W00004803,95.8,0,4.2,0
W00004804,93.7,0,6.3,0
W00004805,92.8,0.9,6.3,0
W00004806,95,0,5,0
W00004807,94.6,0,5.4,0
W00004808,93.5,0,5.8,0.7
W00004809,95.3,0.5,4,0.2
W00004956,97,0,3,0
W00004958,91.5,1.1,7.1,0.3
W00004960,96.3,0,3.7,0
W00004961,94.4,0,5.6,0
W00004962,95,0,5,0
W00004963,93.1,0,6.9,0
W00005042,91,0,9,0
W00005044,93,0,7,0
W00005045,90.8,0,9.2,0
W00005046,97.2,0,1.8,1.1
W00005047,95.2,0.4,4.4,0
W00005048,94,0.4,4.9,0.7
W00005049,95.6,0,4.4,0
W00005050,95.3,0,4.7,0
W00005051,94.4,0.4,4.4,0.8
W00005052,87.4,0.4,11.6,0.7
W00005053,95,0,4.8,0.2
W00005054,93.1,0,6.3,0.7
W00005055,91.9,0,8.1,0
W00005056,89.8,0.4,9.1,0.8
W00005057,93.6,0,6.4,0
W00005058,90.7,0,8.5,0.8
W00005059,93.3,0,6.7,0
W00005080,93.8,0,6.2,0
W00005081,94.6,0,4.4,1
W00005082,95.6,0,4.4,0
W00005083,95.6,0,4.4,0
W00005084,93.5,0,6.5,0
W00005085,89.4,0,10.6,0
W00005086,93.3,0,6.7,0
W00005087,95.3,0,4.7,0
W00005088,93.3,0,6.8,0
W00005089,95,0,5,0
W00005090,93.7,0,6.3,0
W00005091,89.3,0.3,10,0.3
W00005092,92.1,0,7.9,0
W00005093,91.3,0,8.7,0
W00005094,91.5,0,8.5,0
W00005095,92.8,0,7.2,0
W00005096,92.7,0.4,6.9,0
W00005097,93.6,0.3,6.1,0
W00005098,95.7,0,4.3,0
