geography_code,country_of_birth_3a-001,country_of_birth_3a-002
E00101786,96.4,3.6
E00101787,94.3,5.7
E00101788,95.8,4.2
E00101789,94.6,5.4
E00101790,97.3,2.7
E00101791,98.1,1.9
E00101792,96,4
E00101793,98.6,1.4
E00101794,96.2,3.8
E00101795,92.7,7.3
E00101796,97.4,2.6
E00101797,89.2,10.8
E00101798,97.7,2.3
E00101831,92.1,7.9
E00101843,93.8,6.2
E00101844,94.7,5.3
E00101845,92.8,7.2
E00101846,96.6,3.4
E00101847,94.6,5.4
E00101848,94.7,5.3
E00101849,94.4,5.6
E00101850,94.2,5.8
E00101851,96.6,3.4
E00101852,94.7,5.3
E00101853,99.6,0.4
E00101854,94.9,5.1
E00101855,93.1,6.9
E00101856,93.6,6.4
E00101857,94.1,5.9
E00101858,96.3,3.7
E00101859,96.9,3.1
E00101860,96.9,3.1
E00101861,94,6
E00101862,96.4,3.6
E00101863,94.8,5.2
E00101864,97.3,2.7
E00101865,98.2,1.8
E00101866,97.1,2.9
E00101867,94.7,5.3
E00101868,95.3,4.7
E00101869,95.3,4.7
E00101870,94,6
E00101871,96.8,3.2
E00101872,96.8,3.2
E00101873,98.1,1.9
E00101874,98,2
E00101875,95.3,4.7
E00101876,97.4,2.6
E00101877,96.9,3.1
E00101878,95,5
E00101915,90.8,9.2
E00101916,91.3,8.7
E00101917,92.7,7.3
E00101918,93.3,6.7
E00101919,93.8,6.2
E00101920,95.8,4.2
E00149415,97.4,2.6
E00149478,92.6,7.4
E00149479,97.1,2.9
E00149480,99,1
E00149481,96,4
E00149482,97.9,2.1
E00149483,92.9,7.1
E00149484,92.4,7.6
E00149485,94.4,5.6
E00149486,94.3,5.7
W00003947,96,4
W00003948,94.1,5.9
W00003949,94.8,5.2
W00003950,96.4,3.6
W00003951,94.5,5.5
W00003952,95.3,4.7
W00003953,97.8,2.2
W00003954,91.6,8.4
W00003955,95.7,4.3
W00003956,96.3,3.7
W00003957,91.2,8.8
W00003958,93.8,6.2
W00003982,71.6,28.4
W00003983,84.4,15.6
W00003984,76.3,23.7
W00003988,57.5,42.5
W00003989,65.3,34.7
W00003990,71.5,28.5
W00003991,64.3,35.7
W00003995,88.1,11.9
W00003996,61.8,38.2
W00003997,82.5,17.5
W00003998,77.9,22.1
W00003999,70.9,29.1
W00004145,95.3,4.7
W00004146,90.4,9.6
W00004147,96.7,3.3
W00004148,97.6,2.4
W00004160,94.6,5.4
W00004161,93,7
W00004164,97.2,2.8
W00004165,98,2
W00004166,93.8,6.2
W00004167,96.2,3.8
W00004168,97.2,2.8
W00004169,95.4,4.6
W00004197,95.7,4.3
W00004198,95.4,4.6
W00004199,94.7,5.3
W00004204,91.5,8.5
W00004307,91.7,8.3
W00004308,90.6,9.4
W00004309,93.3,6.7
W00004310,91,9
W00004311,94.4,5.6
W00004312,93.9,6.1
W00004313,92.4,7.6
W00004314,90.2,9.8
W00004315,88.7,11.3
W00004402,94.8,5.2
W00004403,93.8,6.2
W00004404,95.9,4.1
W00004405,96.4,3.6
W00004406,97.6,2.4
W00004407,96.4,3.6
W00004408,92.8,7.2
W00004409,94.6,5.4
W00004410,93.1,6.9
W00004411,95.9,4.1
W00004412,95.9,4.1
W00004413,93.8,6.2
W00004414,94.1,5.9
W00004415,92.5,7.5
W00004416,95,5
W00004417,93.7,6.3
W00004418,85.2,14.8
W00004419,92.9,7.1
W00004420,93.1,6.9
W00004421,95.1,4.9
W00004422,92.3,7.7
W00004423,94.7,5.3
W00004424,92.8,7.2
W00004425,93.2,6.8
W00004426,95.9,4.1
W00004427,84.5,15.5
W00004428,86,14
