areacd,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00009587,46,51,2,1
E00009588,56.1,37.7,5.3,0.9
E00009591,52.2,38.9,7.1,1.8
E00009592,59.5,32.8,6.9,0.9
E00009593,47.5,42.5,8.3,1.7
E00009594,33.3,49.6,13,4.1
E00009596,28.7,58.2,9.8,3.3
E00009597,27.8,55.7,15.7,0.9
E00012793,47.2,40.2,11,1.6
E00012794,49.2,37.5,13.3,0
E00012795,37.2,47.1,13.2,2.5
E00012796,26,54.5,18.7,0.8
E00019092,44.6,39.6,7.9,7.9
E00019093,55.6,37,5.6,1.9
E00019094,20.6,47.7,25.2,6.5
E00019095,25.8,50,16.9,7.3
E00019096,19.3,43.4,31,6.2
E00019097,8.2,47.5,29.5,14.8
E00019098,8.6,47.7,36.7,7
E00019099,19.7,41.8,34.4,4.1
E00019100,11.2,57.6,24.8,6.4
E00019101,20.3,48.1,24.8,6.8
E00019102,24.8,52.9,15.7,6.6
E00019103,24.5,58.1,14.8,2.6
E00019104,42.9,49,6.1,2
E00019105,41.1,46.1,10.6,2.1
E00019106,5,62,26.4,6.6
E00019107,10.5,59.4,27.1,3
E00019110,10.1,48.7,35.3,5.9
E00019112,9.7,47.8,31.3,11.2
E00019114,30.7,52.6,14.6,2.2
E00019118,17.2,63.4,16.4,3
E00019120,21.8,65.4,12.8,0
E00019121,26.3,64.7,8.3,0.8
E00019122,30.2,56.9,11.2,1.7
E00019123,22.7,47.7,25.8,3.9
E00019124,6.7,49.2,34.2,10
E00019127,20.1,57.6,18.7,3.6
E00019370,17.8,67.8,13.6,0.8
E00019371,15.3,66.1,17.7,0.8
E00019372,28.7,50.4,17.1,3.9
E00019373,27.8,57,14.6,0.7
E00019374,23,42.1,27,7.9
E00019375,15.7,65,16.4,2.9
E00019377,18.5,65.9,12.6,3
E00019378,28.6,60.5,10.9,0
E00019379,20.4,68,11.7,0
E00019380,33.3,62.8,3.1,0.8
E00019382,26.2,62.3,8.5,3.1
E00019383,42.2,51.9,4.5,1.3
E00019386,24.6,63.1,10.7,1.6
E00019387,24.8,57.5,15,2.7
E00019389,23.8,64.8,9,2.5
E00019390,37.5,51,11.5,0
E00019391,50,42.9,7.1,0
E00019392,11.1,51.5,30.3,7.1
E00019393,42.5,55,2.5,0
E00019394,21.6,68,8.8,1.6
E00019395,21.9,54.7,18,5.5
E00019396,43.2,49.6,6.4,0.8
E00019397,37.7,56.5,4.3,1.4
E00019398,35.4,46.2,13.1,5.4
E00019399,43.3,48,6.3,2.4
E00019400,9.6,50.9,35.1,4.4
E00019401,37.3,54,8.7,0
E00019402,28.5,54.7,15.3,1.5
E00019403,32.5,52.6,10.5,4.4
E00019404,36.6,44.5,14.6,4.3
E00019405,33.1,54.6,12.3,0
E00019406,14.6,64.6,15.4,5.4
E00019407,38,54.5,6.4,1.1
E00022629,55,37.4,7.6,0
E00022630,60.4,32.4,4.5,2.7
E00022636,41.5,49.6,7.3,1.6
E00022639,63.4,25.5,9.7,1.4
E00022667,43.3,40.9,12.6,3.3
E00022668,54.4,34.7,8.8,2
E00022672,37.7,38.5,15.4,8.5
E00022675,43.8,50.4,5.1,0.7
E00023002,48.9,37.4,12.9,0.7
E00023003,6.8,23.9,36.4,33
E00023032,35.9,50.4,12.2,1.5
E00023033,58.4,31.8,7.1,2.6
E00023034,54.9,39.2,5.9,0
E00023035,48.8,39.7,9.1,2.5
E00023036,56.5,32.3,8.9,2.4
E00023037,41.6,35.6,15.8,6.9
E00023038,53.6,40.6,5.8,0
E00023191,21.1,48.9,23.3,6.8
E00023192,36.5,50,12.5,1
E00023209,54.5,39.8,3.3,2.4
E00023210,54.7,41,3.4,0.9
E00023211,17.4,62.8,19.8,0
E00023212,39,53.7,7.3,0
E00023213,30.6,61.2,8.2,0
E00023214,27.6,60,10.5,1.9
E00023216,31.6,53.4,12.8,2.3
E00023217,39,51.2,8.9,0.8
E00023218,17.7,49,29.2,4.2
E00023219,35.6,53.3,10.4,0.7
E00023220,18.3,57.4,21.7,2.6
E00023221,41.4,54.3,3.6,0.7
E00023222,23.6,63,11.8,1.6
E00023224,57.1,32.3,9,1.5
E00023227,21.6,45.1,29.4,3.9
E00023228,30.9,55.3,11.4,2.4
E00023231,37.5,47.1,12.5,2.9
E00023232,12.9,50.8,31.5,4.8
E00023233,36.7,46.8,13.8,2.8
E00023368,32.2,52.9,12.4,2.5
E00023369,35,50,14.2,0.8
E00023370,12.7,39.8,34.7,12.7
E00023371,7.8,50,34.4,7.8
E00023372,35.4,51.2,12.6,0.8
E00023373,18.8,52.1,17.9,11.1
E00023374,37.5,51.5,11,0
E00023375,31.1,47.7,15.2,6.1
E00023376,52.4,38.9,7.9,0.8
E00023377,39.4,51.7,8.3,0.6
E00023378,13.5,42.6,31.2,12.8
E00023379,38.3,46.9,14.1,0.8
E00023380,52.7,35.7,9.8,1.8
E00023381,27.5,55.8,16.7,0
E00023382,45.7,45.7,7.8,0.8
E00023383,50.7,37.9,9.3,2.1
E00023384,39.4,53.5,7.1,0
E00023386,31.7,52.4,13.5,2.4
E00023387,52.6,38.4,6.8,2.1
E00023389,52.5,39.6,7.2,0.7
E00023390,35.9,51.7,12,0.4
E00023395,68.9,29.4,1.7,0
E00023396,25.8,41.9,23.4,8.9
E00023397,35.1,52.3,9.9,2.7
E00023398,42.6,41.9,12.4,3.1
E00023399,40.3,49.2,9.7,0.8
E00023400,44,48.7,6.7,0.7
E00023401,64.1,35.9,0,0
E00023402,50,34.8,10.9,4.3
E00023403,43.4,36.6,17.9,2.1
E00023404,30.7,52,14.2,3.1
E00023405,53.3,36.7,8,2
E00023406,33.3,54.3,9.4,2.9
E00023407,26.7,50.7,19.2,3.4
E00023408,32.2,44.3,18.3,5.2
E00023409,28.3,37.8,22.8,11
E00023410,6.3,57.3,26,10.4
E00023411,41.4,46.4,10,2.1
E00170903,58,40.6,1.4,0
E00170907,15.6,47.8,30,6.7
