areacd,disability_3a-001,disability_3a-002
E00009587,10.7,89.3
E00009588,20.7,79.3
E00009591,10.7,89.3
E00009592,32.7,67.3
E00009593,24.2,75.8
E00009594,7.9,92.1
E00009596,8.2,91.8
E00009597,5,95
E00012793,17.6,82.4
E00012794,17.7,82.3
E00012795,11.7,88.3
E00012796,12,88
E00019092,8.3,91.7
E00019093,31.3,68.7
E00019094,9.2,90.8
E00019095,25,75
E00019096,18.6,81.4
E00019097,9.5,90.5
E00019098,8.9,91.1
E00019099,10.7,89.3
E00019100,9,91
E00019101,10.1,89.9
E00019102,9.2,90.8
E00019103,9.4,90.6
E00019104,8.7,91.3
E00019105,13.5,86.5
E00019106,7.1,92.9
E00019107,7.5,92.5
E00019110,9.3,90.7
E00019112,8,92
E00019114,11.5,88.5
E00019118,9.4,90.6
E00019120,4.8,95.2
E00019121,8.1,91.9
E00019122,6.6,93.4
E00019123,9.8,90.2
E00019124,9.4,90.6
E00019127,6.1,93.9
E00019370,7.6,92.4
E00019371,7.9,92.1
E00019372,10.6,89.4
E00019373,7.6,92.4
E00019374,14.5,85.5
E00019375,7.2,92.8
E00019377,4.9,95.1
E00019378,7.3,92.7
E00019379,5.6,94.4
E00019380,8.7,91.3
E00019382,10.4,89.6
E00019383,11.3,88.7
E00019386,4.5,95.5
E00019387,13.9,86.1
E00019389,7.7,92.3
E00019390,15.5,84.5
E00019391,19.8,80.2
E00019392,9.8,90.2
E00019393,12.6,87.4
E00019394,11.5,88.5
E00019395,6.7,93.3
E00019396,8.1,91.9
E00019397,13.1,86.9
E00019398,24.2,75.8
E00019399,18.1,81.9
E00019400,12.2,87.8
E00019401,9.9,90.1
E00019402,11.3,88.7
E00019403,4.9,95.1
E00019404,14.1,85.9
E00019405,9.9,90.1
E00019406,5.4,94.6
E00019407,14,86
E00022629,13.2,86.8
E00022630,8.6,91.4
E00022636,8.8,91.2
E00022639,15.9,84.1
E00022667,7.9,92.1
E00022668,19.1,80.9
E00022672,15.1,84.9
E00022675,13.4,86.6
E00023002,20,80
E00023003,4.9,95.1
E00023032,19.7,80.3
E00023033,15.3,84.7
E00023034,36.9,63.1
E00023035,18.7,81.3
E00023036,11.8,88.2
E00023037,9.7,90.3
E00023038,16,84
E00023191,8.4,91.6
E00023192,10.1,89.9
E00023209,18.6,81.4
E00023210,16.3,83.8
E00023211,9.8,90.2
E00023212,4.6,95.4
E00023213,10.7,89.3
E00023214,4.9,95.1
E00023216,7.5,92.5
E00023217,8.1,91.9
E00023218,7.9,92.1
E00023219,10.8,89.2
E00023220,5.7,94.3
E00023221,6.6,93.4
E00023222,11.7,88.3
E00023224,14.6,85.4
E00023227,2.9,97.1
E00023228,7.1,92.9
E00023231,5.4,94.6
E00023232,9.3,90.7
E00023233,8.5,91.5
E00023368,10.8,89.2
E00023369,15.4,84.6
E00023370,9.8,90.2
E00023371,8.9,91.1
E00023372,14,86
E00023373,14.7,85.3
E00023374,9.7,90.3
E00023375,8.1,91.9
E00023376,22.9,77.1
E00023377,8.2,91.8
E00023378,10.8,89.2
E00023379,14.9,85.1
E00023380,22.8,77.2
E00023381,13.1,86.9
E00023382,17.9,82.1
E00023383,31.2,68.8
E00023384,11.1,88.9
E00023386,10.5,89.5
E00023387,17.1,82.9
E00023389,14.9,85.1
E00023390,7.9,92.1
E00023395,13.7,86.3
E00023396,8.9,91.1
E00023397,10.6,89.4
E00023398,12.2,87.8
E00023399,15.9,84.1
E00023400,9.6,90.4
E00023401,7.4,92.6
E00023402,21.7,78.3
E00023403,15.4,84.6
E00023404,8.2,91.8
E00023405,8,92
E00023406,20.3,79.7
E00023407,19.6,80.4
E00023408,14,86
E00023409,7.8,92.2
E00023410,7.2,92.8
E00023411,13.7,86.3
E00170903,24.3,75.7
E00170907,11.7,88.3
