areacd,country_of_birth_3a-001,country_of_birth_3a-002
E00009587,61.4,38.6
E00009588,55.3,44.7
E00009591,61.9,38.1
E00009592,64.6,35.4
E00009593,61.9,38.1
E00009594,64,36
E00009596,58.5,41.5
E00009597,55.6,44.4
E00012793,59.4,40.6
E00012794,60.7,39.3
E00012795,67.2,32.8
E00012796,72.2,27.8
E00019092,51.8,48.2
E00019093,67.8,32.2
E00019094,63.3,36.7
E00019095,68,32
E00019096,68.2,31.8
E00019097,71.1,28.9
E00019098,73.3,26.7
E00019099,71.6,28.4
E00019100,75.3,24.7
E00019101,72.3,27.7
E00019102,67.1,32.9
E00019103,72.5,27.5
E00019104,63.8,36.2
E00019105,61.6,38.4
E00019106,82.1,17.9
E00019107,69.1,30.9
E00019110,83.2,16.8
E00019112,69.9,30.1
E00019114,80.6,19.4
E00019118,82.5,17.5
E00019120,80.3,19.7
E00019121,74.3,25.7
E00019122,57.9,42.1
E00019123,72.8,27.2
E00019124,76.4,23.6
E00019127,66.5,33.5
E00019370,70.9,29.1
E00019371,75.1,24.9
E00019372,75.7,24.3
E00019373,70.5,29.5
E00019374,75.2,24.8
E00019375,76,24
E00019377,73.1,26.9
E00019378,68.4,31.6
E00019379,72.8,27.2
E00019380,66.8,33.2
E00019382,70,30
E00019383,64.7,35.3
E00019386,70.4,29.6
E00019387,75.9,24.1
E00019389,68.2,31.8
E00019390,81.3,18.7
E00019391,64.5,35.5
E00019392,76.7,23.3
E00019393,65.9,34.1
E00019394,64.4,35.6
E00019395,74.4,25.6
E00019396,50.4,49.6
E00019397,52.3,47.7
E00019398,67.4,32.6
E00019399,64.7,35.3
E00019400,79.8,20.2
E00019401,74.8,25.2
E00019402,74.7,25.3
E00019403,73.5,26.5
E00019404,61.9,38.1
E00019405,70.3,29.7
E00019406,75.1,24.9
E00019407,71.9,28.1
E00022629,55,45
E00022630,58.9,41.1
E00022636,53.5,46.5
E00022639,51,49
E00022667,61.6,38.4
E00022668,64.7,35.3
E00022672,66.8,33.2
E00022675,56,44
E00023002,58.4,41.6
E00023003,62.4,37.6
E00023032,58.9,41.1
E00023033,55.7,44.3
E00023034,62.8,37.2
E00023035,54.1,45.9
E00023036,50.7,49.3
E00023037,57.3,42.7
E00023038,68.2,31.8
E00023191,76.6,23.4
E00023192,71.5,28.5
E00023209,56.3,43.7
E00023210,59.4,40.6
E00023211,80.9,19.1
E00023212,63.1,36.9
E00023213,76.4,23.6
E00023214,75.4,24.6
E00023216,69.6,30.4
E00023217,71.1,28.9
E00023218,74.4,25.6
E00023219,71.1,28.9
E00023220,77,23
E00023221,65,35
E00023222,76.8,23.2
E00023224,72.5,27.5
E00023227,71.4,28.6
E00023228,70.5,29.5
E00023231,66,34
E00023232,82.8,17.2
E00023233,70.2,29.8
E00023368,77.2,22.8
E00023369,69,31
E00023370,74.6,25.4
E00023371,79.2,20.8
E00023372,75.3,24.7
E00023373,68.6,31.4
E00023374,65.3,34.7
E00023375,61.5,38.5
E00023376,53.7,46.3
E00023377,47.3,52.7
E00023378,68.5,31.5
E00023379,66.8,33.2
E00023380,65.1,34.9
E00023381,68.7,31.3
E00023382,62.8,37.2
E00023383,62.2,37.8
E00023384,53.9,46.1
E00023386,62.5,37.5
E00023387,51.4,48.6
E00023389,55.3,44.7
E00023390,53.5,46.5
E00023395,50.6,49.4
E00023396,70.7,29.3
E00023397,58.6,41.4
E00023398,60.7,39.3
E00023399,55.8,44.2
E00023400,56.5,43.5
E00023401,62.6,37.4
E00023402,64.3,35.7
E00023403,71.8,28.2
E00023404,60,40
E00023405,62.3,37.7
E00023406,74.3,25.7
E00023407,58.7,41.3
E00023408,62.2,37.8
E00023409,67,33
E00023410,76,24
E00023411,64,36
E00170903,65.8,34.2
E00170907,66.4,33.6
