geography_code,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00101477,3.8,40.4,25,30.8
E00101478,2.5,27.2,42,28.4
E00101479,1,28.6,36.7,33.7
E00101481,4.8,35.5,35.5,24.2
E00101488,0,34.6,33.3,32.1
E00101498,4.1,37.7,36.1,22.1
E00101499,2.6,29.3,46.6,21.6
E00101500,13.6,56.4,25,5
E00101501,16.2,52.3,19.2,12.3
E00101502,15.8,42.1,32.1,10
E00101503,8.4,50,33.8,7.8
E00101505,1.3,35.3,41.3,22
E00149046,5.6,43,40.1,11.3
E00149048,7.1,34.8,42.9,15.2
E00149050,0,60.9,34.4,4.7
E00149051,2.1,22.9,51.4,23.6
E00149052,30,35.4,19.2,15.4
E00149053,7.1,25.9,44.7,22.4
E00149054,13.3,46.1,26.6,14.1
E00149055,4.6,35.7,41.8,17.9
E00149056,11.6,39.5,31.8,17.1
E00149057,15,32.7,40.2,12.1
E00149058,13.5,45,30.6,10.8
E00149059,9.6,37.4,33,20
E00149069,3.4,29.3,40.1,27.2
E00149070,7.9,29.3,44.3,18.6
E00149071,3.2,30.6,44.4,21.8
E00149072,8.1,31.5,43.2,17.1
E00149073,5.7,31.4,38.4,24.5
E00149074,3.9,24.7,49.4,21.9
E00149075,11.7,37.9,30.3,20
E00149096,4.2,21.1,49.3,25.4
E00149097,5.5,30,36.4,28.2
E00149098,0.8,40.7,35.8,22.8
E00149099,6.4,28.8,40,24.8
E00149100,4.7,20.6,40.2,34.6
E00149101,9.7,32.3,41.9,16.1
E00149102,15,49.4,25,10.6
E00149103,4.8,33.1,44.1,17.9
E00149104,7.1,48.5,31.8,12.6
E00149105,3.9,30.2,38,27.9
E00149106,7.2,26.7,43.3,22.8
E00149107,10.2,22,37.3,30.5
E00149108,3.7,28.9,41.5,25.9
E00149109,4.3,26.2,33.3,36.2
E00149110,9.7,34.1,35.7,20.5
E00149111,4.9,37.5,31.3,26.4
E00149112,6.9,29.2,38.9,25
E00149327,4.2,37.8,40.6,17.5
E00149329,18.1,41.3,29.7,10.9
E00149330,43.8,42.3,10,3.8
E00149331,30.5,43.5,18.3,7.6
E00149332,18.2,52.2,20.8,8.8
E00149333,22.3,46.3,19.8,11.6
E00149334,6.1,52.3,30.3,11.4
