geography_code,migrant_ind-000,migrant_ind-001,migrant_ind-002,migrant_ind-003
E00101477,96.4,0,3.6,0
E00101478,85.9,0,13.5,0.5
E00101479,90.8,0,8.4,0.8
E00101481,81.9,0,16,2.1
E00101488,91,0.5,8.5,0
E00101498,89.4,0.4,10.2,0
E00101499,92.1,0,7.9,0
E00101500,87.9,0,12.1,0
E00101501,84.7,0,13.3,2
E00101502,91.6,0.2,7.9,0.2
E00101503,85.7,0.3,14,0
E00101505,87.9,1.2,10,0.9
E00149046,92.2,0,6.9,0.9
E00149048,90,0.2,8.5,1.4
E00149050,84.5,0,14.9,0.7
E00149051,83.9,0,15.6,0.5
E00149052,93.6,0.4,6.1,0
E00149053,65,0,34.1,0.9
E00149054,97,0,3,0
E00149055,88,0.2,11.5,0.2
E00149056,92.5,0,7.5,0
E00149057,92.6,0.4,7,0
E00149058,94.6,0.5,5,0
E00149059,91.6,0.8,7.2,0.4
E00149069,88.4,0.3,10.5,0.8
E00149070,91.3,0.7,6.2,1.7
E00149071,89.6,0,10.4,0
E00149072,95.7,0,4.3,0
E00149073,91.7,0.5,7.6,0.2
E00149074,92.1,0.5,7.2,0.2
E00149075,91.7,0,7.6,0.7
E00149096,98.2,0,1.8,0
E00149097,88.4,0,11.2,0.4
E00149098,86.3,1.1,12.6,0
E00149099,89.8,1,8.5,0.7
E00149100,88.8,0,8.3,2.9
E00149101,93.2,0,6.4,0.4
E00149102,88.3,0,11.7,0
E00149103,94.5,0,5.5,0
E00149104,91.5,0.2,8.3,0
E00149105,89.9,0,9.7,0.3
E00149106,94.4,0.2,4.8,0.5
E00149107,97.3,0.7,2.1,0
E00149108,90.1,0.3,9.6,0
E00149109,84.5,0.2,15.2,0
E00149110,93.7,0,4.6,1.7
E00149111,91.5,0.3,7.2,1
E00149112,91.9,0.3,7.2,0.6
E00149327,88.1,0,11.6,0.3
E00149329,94.8,0,4.9,0.3
E00149330,89.3,0,10.2,0.5
E00149331,94.3,0,5.7,0
E00149332,89.6,0,7.3,3.2
E00149333,95.7,0,4.3,0
E00149334,91.3,0,7.4,1.3
E00149335,79.8,3.1,15.1,2
E00149336,79.8,0,19.1,1.1
E00149337,95.5,0,4.5,0
E00149338,94.4,0,5.2,0.4
E00149339,95.6,0,4.4,0
E00149340,91.1,0,8.2,0.7
E00149342,90.4,0,9.1,0.5
E00149343,88.9,0,11.1,0
E00149344,92.4,0.4,6.2,1.1
E00149345,85.9,0,12.8,1.3
E00149346,93.3,0.7,6,0
E00149347,94.2,0,5.8,0
E00149348,81.5,0.3,16.9,1.2
E00149349,90.7,0,9.3,0
E00149350,93.1,0.3,6.6,0
E00149352,70.2,0.2,28.9,0.7
E00149353,89.5,0,10.5,0
E00149354,89.8,0.3,6.6,3.3
E00149355,91.9,0.4,5.9,1.8
E00149356,90.8,0,9.2,0
E00149357,95.5,0,4.2,0.4
E00149358,93.3,0,5.4,1.3
E00149359,91.4,0,4.7,3.9
E00149360,96.4,0,3.2,0.4
E00149361,93,0,5.8,1.2
E00149362,94.8,0,5.2,0
E00149363,90.3,0,9.7,0
E00149364,82.7,0,16.1,1.2
E00149365,94,0,5.2,0.8
E00149366,82.4,0,15.1,2.5
E00149367,90.7,0,9,0.4
E00149368,93.3,0.9,4.9,0.9
E00149369,95.6,0,4.4,0
E00149370,90.3,0.3,8.7,0.7
E00149371,90.6,0,9.4,0
E00149385,90.7,1,8.3,0
E00149386,85.1,1.2,11.9,1.8
E00149387,90,0,9.7,0.3
E00149388,87.7,0,11.6,0.6
E00149389,94,0,5.7,0.3
E00149390,83.1,0,16.5,0.4
E00149391,87,0,11.5,1.4
E00149392,87.9,0.3,11.6,0.3
E00149393,92.2,0,7.5,0.3
E00149394,93.3,0,6.7,0
E00149395,95,0,4.8,0.2
E00149396,93,0,7,0
E00149397,91.6,0,7.6,0.8
E00149413,86.3,0,12.7,1
E00149414,88.9,0,11.1,0
E00149416,92.7,0,7.3,0
E00149417,92.3,1,6.1,0.6
E00149418,89,0,9.9,1.1
E00149419,93.2,0,6.8,0
E00149420,92.7,0.7,6.6,0
E00149421,94.3,0,5.7,0
E00149422,91.3,0.5,8.2,0
E00149423,93.2,0,6.4,0.4
E00149424,96.4,0,3.6,0
E00149425,88.9,0,10.3,0.8
E00149426,90.5,0.3,9.2,0
E00149427,86.2,0,13.6,0.2
E00149469,90,0.4,8.5,1.2
E00149470,86.3,0,12.7,1
E00149471,87.1,0,12.4,0.6
E00149472,95.7,0,4.3,0
E00149473,93.3,0,5.9,0.8
E00149474,90.2,0,9.5,0.3
E00149475,91.6,0,6.8,1.6
E00149476,92.7,0,7,0.3
E00149477,92.8,0.3,5,1.9
E00149487,93.7,0.3,5.5,0.5
E00149494,87.8,0,11.8,0.4
E00149495,91.1,0,7.7,1.2
E00149498,95.4,0,3.4,1.1
E00149501,91.2,0,8.4,0.3
E00149503,94.2,0,5.1,0.7
E00149504,92.2,0,7.5,0.3
E00149505,92.9,0,6.3,0.8
E00149506,94.2,0,5.8,0
E00149507,98.6,0.5,0.9,0
E00149512,93.9,0,6.1,0
E00149514,88.5,0,11.5,0
E00149515,95.6,0,4.4,0
E00149516,93.2,0,6.8,0
E00149517,94.2,0,5.8,0
E00149518,83.3,0,16.7,0
E00149519,91.6,0.3,7.1,1
E00149520,94.1,0.4,5.5,0
E00149521,94.9,0,4.7,0.5
E00149522,90.7,0.3,8,1
E00149523,100,0,0,0
E00149524,90.6,0,8.8,0.6
E00149525,92.4,0,7.6,0
E00149526,87,0,9.3,3.7
E00166741,89.5,0,7.9,2.6
E00166746,92.1,0,7.9,0
E00166751,92.9,0,6.7,0.4
E00166752,87,0,10.8,2.2
E00166754,88.8,0.3,9.9,1
E00167298,92.1,0,7.4,0.5
E00167300,86.8,0,12.4,0.9
E00167304,91.6,0.4,7.7,0.2
E00167315,89.7,0.3,7.9,2.1
E00186539,92.7,0.4,6.9,0
E00186561,91.2,0,8.8,0
E00186573,88.1,0,11.9,0
E00186590,90.7,0,8.9,0.4
E00186607,92.9,0,6.6,0.5
E00186617,93.1,0,5.3,1.6
E00186623,88.9,0,10.7,0.4
E00186631,89.5,0,9.6,0.9
E00186651,87.6,0,12.1,0.3
