geography_code,economic_activity_status_4a-001,economic_activity_status_4a-002,economic_activity_status_4a-003
E00101477,58.6,2,39.4
E00101478,62.8,1.2,36
E00101479,59.1,3.4,37.5
E00101481,54.9,1.6,43.4
E00101488,65.7,0.6,33.7
E00101498,52.7,1.7,45.6
E00101499,61.5,2.2,36.4
E00101500,37.9,1.2,60.9
E00101501,44.9,1.3,53.8
E00101502,44.7,1.4,53.9
E00101503,42.7,1.8,55.5
E00101505,51,0.7,48.3
E00149046,62.9,2.2,34.8
E00149048,69.9,3.3,26.8
E00149050,68.3,2.5,29.2
E00149051,38.3,1.1,60.6
E00149052,47,2.6,50.4
E00149053,71.6,1.7,26.7
E00149054,49.4,5.9,44.8
E00149055,58,2.8,39.1
E00149056,59.3,2.3,38.4
E00149057,53.2,2.6,44.2
E00149058,40.1,0,59.9
E00149059,62.6,4,33.5
E00149069,63.9,0.3,35.7
E00149070,46.5,1.8,51.7
E00149071,52,1.6,46.4
E00149072,54.7,1,44.3
E00149073,49.9,2,48.2
E00149074,59,1.7,39.3
E00149075,57.1,0.8,42.1
E00149096,59.5,0,40.5
E00149097,51.1,0,48.9
E00149098,61.4,1.8,36.8
E00149099,54.2,2.4,43.5
E00149100,61.7,1.3,37
E00149101,63.2,3.2,33.7
E00149102,49.8,1.3,48.8
E00149103,52.6,1.4,46
E00149104,50.3,1.7,48
E00149105,55,0.4,44.6
E00149106,54.1,3.5,42.4
E00149107,59.7,1.2,39.1
E00149108,56.3,2.2,41.5
E00149109,42.6,2.5,54.9
E00149110,65.4,3,31.6
E00149111,48.9,0.8,50.3
E00149112,54.9,0.7,44.4
E00149327,50.7,2.1,47.2
E00149329,57.4,0.8,41.8
E00149330,38.2,4.5,57.3
E00149331,46,5.6,48.4
E00149332,67.9,1.8,30.4
E00149333,46.3,2.5,51.3
E00149334,61.6,0.4,38
E00149335,49.3,2.1,48.6
E00149336,41.6,1.7,56.7
E00149337,53.7,0.4,45.9
E00149338,35.9,3.7,60.4
E00149339,63.2,0.8,36
E00149340,57.6,2.1,40.3
E00149342,56.3,3.9,39.8
E00149343,33.6,2.2,64.2
E00149344,67.7,3.1,29.3
E00149345,48.3,0.5,51.2
E00149346,64.1,3,32.9
E00149347,54.7,3.7,41.6
E00149348,66.1,3.5,30.4
E00149349,70.9,2,27
E00149350,63.1,1.6,35.3
E00149352,64.6,3.4,32
E00149353,54.4,4.3,41.4
E00149354,62.8,2.1,35
E00149355,62.7,4.7,32.6
E00149356,37.3,0,62.7
E00149357,40.4,3.4,56.2
E00149358,58.8,1.8,39.4
E00149359,64.7,4.3,31.1
E00149360,65.2,0.8,34
E00149361,45.5,0.9,53.7
E00149362,40.6,1.8,57.6
E00149363,55.8,2.1,42.1
E00149364,54.7,1.7,43.5
E00149365,54.8,4.8,40.4
E00149366,65.5,4,30.6
E00149367,29.1,1.9,69
E00149368,60.5,2.6,36.8
E00149369,59,4,37
E00149370,65.2,0.4,34.4
E00149371,57.9,3.2,38.9
E00149385,69.2,3.3,27.5
E00149386,48.7,3.2,48.1
E00149387,59.7,0.4,39.9
E00149388,60.5,2,37.5
E00149389,50,1.1,48.9
E00149390,63.3,0,36.7
E00149391,51.1,0,48.9
E00149392,63.2,0.6,36.2
E00149393,57.5,1.1,41.4
E00149394,48.9,1.7,49.4
E00149395,54.2,1.1,44.7
E00149396,57.1,2.9,40
E00149397,53.2,0.9,45.9
E00149413,38.2,1.7,60.1
E00149414,51.7,2.4,45.9
E00149416,55.9,3.7,40.4
E00149417,56.1,0.3,43.6
E00149418,55.3,1.7,43
E00149419,30.2,0.6,69.2
E00149420,46.3,2.5,51.2
E00149421,48.5,3.1,48.5
E00149422,34.6,0.5,64.9
E00149423,49,1.6,49.4
E00149424,52,2.9,45.1
E00149425,47.4,2.6,50
E00149426,57.9,3.1,39
E00149427,47,2,51
E00149469,61.7,3.6,34.7
E00149470,47.4,3.2,49.5
E00149471,44.7,1.2,54
E00149472,53,0.8,46.2
E00149473,50.2,3.8,46
E00149474,57.1,1.2,41.7
E00149475,30.8,0.9,68.4
E00149476,38.5,1.2,60.3
E00149477,44.4,2.3,53.3
E00149487,54.5,0.3,45.2
E00149494,60.8,0.9,38.3
E00149495,45.2,1.3,53.5
E00149498,37.6,2.2,60.3
E00149501,54,0.4,45.6
E00149503,62.8,3.7,33.5
E00149504,63.2,2,34.8
E00149505,46.1,2.6,51.3
E00149506,56.5,2.6,40.9
E00149507,43.3,1.6,55.1
E00149512,39.4,2,58.6
E00149514,36.6,2,61.4
E00149515,38.3,0.3,61.3
E00149516,41.9,4.8,53.2
E00149517,44.9,3,52
E00149518,29.5,0.8,69.6
E00149519,51.3,2.7,46
E00149520,45.7,2.7,51.6
E00149521,46.1,0.6,53.4
E00149522,43.2,3.4,53.4
E00149523,38.2,3.2,58.6
E00149524,58,1.8,40.2
E00149525,38.6,1,60.4
E00149526,25.7,2,72.4
E00166741,66.2,0.6,33.1
E00166746,47.7,0.8,51.5
E00166751,64.8,3.8,31.3
E00166752,67.7,2.2,30
E00166754,77.6,3,19.4
E00167298,65,0.6,34.4
E00167300,61.9,5.2,33
E00167304,62,4.2,33.8
E00167315,69.9,1.9,28.2
E00186539,60.9,2.6,36.5
E00186561,70.3,6.3,23.4
E00186573,88.9,1.4,9.7
E00186590,66.7,1.6,31.8
E00186607,64.2,2.6,33.1
E00186617,81.1,1.2,17.7
E00186623,73.7,1.3,25
E00186631,54.3,2.5,43.2
E00186651,60.3,0,39.7
