areacd,disability_3a-001,disability_3a-002
E00076314,9.6,90.4
E00076315,11.6,88.4
E00076316,26.1,73.9
E00076317,20.3,79.7
E00076318,17.1,82.9
E00076319,16.1,83.9
E00076320,19,81
E00076321,13.5,86.5
E00076322,10.5,89.5
E00076323,9.8,90.2
E00076324,9.5,90.5
E00076325,12.5,87.5
E00076326,15.6,84.4
E00076327,16.3,83.7
E00076328,14.2,85.8
E00076329,14.6,85.4
E00076330,17.1,82.9
E00076331,16.4,83.6
E00076332,10.1,89.9
E00076333,14.9,85.1
E00076334,17.9,82.1
E00076335,12,88
E00076336,11.2,88.8
E00076337,17,83
E00076338,19.3,80.7
E00076339,18.4,81.6
E00076340,12.9,87.1
E00076341,19.6,80.4
E00076358,21.8,78.2
E00076360,30.9,69.1
E00076361,17,83
E00076362,10.7,89.3
E00076363,23.5,76.5
E00076365,22.1,77.9
E00076366,14.7,85.3
E00076367,11.6,88.4
E00076368,13.9,86.1
E00076377,17.6,82.4
E00076378,19.4,80.6
E00076380,17.8,82.2
E00076398,16.5,83.5
E00076399,12.9,87.1
E00102028,16.3,83.7
E00102029,22.1,77.9
E00102030,15.1,84.9
E00102035,17.2,82.8
E00102037,15.7,84.3
E00102038,18.7,81.3
E00102085,20.3,79.7
E00102086,18.8,81.2
E00102087,19,81
E00102088,18.6,81.4
E00102089,12.1,87.9
E00102090,18.8,81.2
E00102091,25.1,74.9
E00102092,16.3,83.8
E00102093,16.7,83.3
E00102095,26.5,73.5
E00102096,22.7,77.3
E00102101,18.3,81.7
E00102102,18.9,81.1
E00102103,26.1,73.9
E00102104,14,86
E00102105,28.7,71.3
E00102106,23.9,76.1
E00102107,22.4,77.6
E00102108,18.1,81.9
E00102109,14.7,85.3
E00102110,15.8,84.2
E00102111,16,84
E00102112,27.6,72.4
E00102113,22.6,77.4
E00102114,10.4,89.6
E00102115,14.4,85.6
E00102116,12.5,87.5
E00102117,13,87
E00102118,18.1,81.9
E00102119,15.3,84.7
E00102120,16.9,83.1
E00102121,13.4,86.6
E00102122,16.5,83.5
E00102123,14.2,85.8
E00102124,15.8,84.2
E00102125,15.1,84.9
E00102126,25.8,74.2
E00102127,14.7,85.3
E00102128,20.2,79.8
E00102129,18.4,81.6
E00102130,16.8,83.2
E00102131,12.4,87.6
E00102132,19.1,80.9
E00102133,10.9,89.1
E00102134,12.2,87.8
E00102135,14.8,85.2
E00102136,13.8,86.2
E00102158,20,80
E00102159,16.2,83.8
E00102160,14.7,85.3
E00102161,15.3,84.7
E00102162,17.6,82.4
E00102163,23.1,76.9
E00102243,17.2,82.8
E00102245,26.1,73.9
E00102246,26.6,73.4
E00102271,17.7,82.3
E00102272,16.9,83.1
E00102273,24,76
E00102274,18.4,81.6
E00102275,27.6,72.4
E00102276,16.5,83.5
E00102277,13.8,86.2
E00172073,23.1,76.9
E00172075,22.1,77.9
E00172076,23.2,76.8
E00181104,16.2,83.8
E00181125,16.4,83.6
E00181135,18.9,81.1
E00181167,10.8,89.2
E00181170,15.1,84.9
E00181184,10.6,89.4
