geography_code,highest_qualification_6a-000,highest_qualification_6a-001,highest_qualification_6a-002,highest_qualification_6a-003,highest_qualification_6a-004
E00070666,10.9,39.5,7,40.3,2.3
E00070671,18.8,37.8,5,34.1,4.4
E00070741,7.7,38.1,5.7,46.4,2.1
E00070752,20.2,33,1.1,43.6,2.1
E00070820,23.7,36,5.7,32.2,2.4
E00070822,13.3,37.3,3.2,42.6,3.6
E00070823,16.7,30.7,3.8,47.3,1.5
E00070824,8,30.7,3.8,55,2.6
E00070825,17.9,36.7,5.6,35.7,4.1
E00070826,8.7,35.3,3.2,48.6,4.1
E00070827,6.7,32.2,2.1,57.7,1.3
E00070828,5.5,24.4,3.5,64.2,2.4
E00070829,7.9,29.6,4.5,55.3,2.7
E00070830,12,30.5,3.3,50.9,3.3
E00070831,9,38.9,5.3,43.7,3.1
E00070832,10.7,33.4,3.5,50.5,1.9
E00070833,15.1,39.1,3.6,42.2,0
E00070834,11,30.4,5.1,51.3,2.1
E00070835,16.5,29.3,2.5,48.3,3.3
E00070836,15.2,30.8,2.4,44.3,7.3
E00070837,9.7,33,4.4,51,1.9
E00070838,31,26.2,4.5,36.6,1.7
E00164127,10.8,35.9,7.7,44.4,1.2
E00164128,17.5,35.9,6,40.6,0
E00164129,15.6,38.9,5.3,37.6,2.6
E00164130,12.3,35.6,5.9,45.7,0.5
E00164131,19.6,34.5,6.8,33.8,5.4
E00164132,10.9,37.3,4.7,43.8,3.4
E00164133,11.6,40,3.6,43.9,0.9
E00164134,8.4,39.8,4.6,44.9,2.3
E00164135,13.1,40.2,5.6,37.4,3.7
E00164136,25,32.4,4.7,37.8,0
E00164137,9.7,31.9,5.3,52.5,0.6
E00164141,19.5,39.5,6.7,31.3,3
E00164142,12.1,41.1,6.8,37.9,2.1
E00164144,13.1,40.2,4.4,40.2,2.1
E00164145,15.7,44.6,8.2,30,1.4
E00164146,15.6,42.5,5.4,34.3,2.2
E00164147,11.4,34.6,7,47.1,0
E00164148,16.4,43.8,5.5,32.8,1.6
E00164149,15.8,38.2,5.5,38.5,2.1
E00164150,13.4,34.4,5.4,43.8,3.1
E00164152,12.7,39.4,5.3,39.4,3.2
E00164153,12.7,39.6,6.6,38.7,2.4
E00164154,18.6,37.2,4.5,38.1,1.6
E00164155,9,41.8,4.1,43,2
E00164156,12.1,37.1,3.5,45.3,2.1
E00164157,8.7,40.8,3.8,45.7,1.1
E00164158,13.8,28.6,4.9,50,2.7
E00164159,28.1,24.4,8.3,36.4,2.8
E00164160,11.6,34.8,4.5,40.6,8.4
E00164161,13.2,34.1,3.5,47.7,1.6
E00164162,8.3,37.7,6.6,46.3,1.1
E00164163,13.6,36.8,7.7,37.3,4.5
E00164164,18.9,41.7,3.5,34.7,1.2
E00164165,18.8,46.2,4.8,29.6,0.5
E00164166,22.3,51.5,4.7,19.7,1.7
E00164167,16.3,39.5,6,36.5,1.7
E00164168,24.7,52.1,5.9,16,1.4
E00164169,11.6,31.8,5,49.2,2.5
E00164170,14.1,37.4,6.2,39.6,2.6
E00164171,14.7,27.9,8.4,44.7,4.2
E00164172,13.1,47.6,3.6,34.5,1.2
E00164173,10.7,34.8,6.9,46.4,1.3
E00164174,7.2,30.5,6.7,50.2,5.4
E00164175,15.8,37.8,7.5,36.5,2.5
E00164176,12.1,36,5.5,44.5,1.8
E00164179,17.7,48.1,5.5,27.8,0.8
E00164180,9.4,42.9,5.9,39.4,2.4
E00164181,13.4,45.2,5.9,32.1,3.4
E00164182,24.1,46.9,3.7,23.2,2.1
E00164183,19.1,48.4,7.6,23.1,1.8
E00164184,24.8,39.8,9.3,23.5,2.7
E00164185,16,38.5,9.6,33.7,2.2
E00164186,13,40.7,6.7,38.1,1.5
E00164187,15.1,31.7,7.7,43.9,1.5
E00164188,23,36,8.6,29.7,2.7
E00164189,16.4,38.1,5.4,38.4,1.8
E00164190,8.4,36.2,4.7,49.5,1.2
E00164191,22.2,30.4,6.3,38.6,2.5
E00164192,21.5,30.5,3.6,42.6,1.8
E00164193,13.5,44.2,7.5,32.6,2.2
E00164196,13.3,38.4,8.1,38,2.2
E00164197,13.1,39.7,7.9,35.7,3.6
E00164198,15.4,43.2,6,33.8,1.5
E00164199,12.2,43.5,7.6,34.1,2.5
