geography_code,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00070666,6.6,24.6,27.9,41
E00070671,9.7,33.9,35.2,21.2
E00070741,0,18.3,44.1,37.6
E00070752,8,34,40,18
E00070820,7.1,45.5,29.5,17.9
E00070822,7.1,32.3,37.8,22.8
E00070823,10.4,36,39.2,14.4
E00070824,8.3,41.7,33.9,16.1
E00070825,19.6,47.3,26.8,6.3
E00070826,4.3,30.2,48.3,17.2
E00070827,4.7,41.7,40.9,12.6
E00070828,4.5,43.3,36.6,15.7
E00070829,8.2,40.1,34,17.7
E00070830,10,46.9,32.5,10.6
E00070831,4.3,32.6,47.3,15.8
E00070832,4.7,21.6,45.3,28.4
E00070833,14.7,41.9,26.4,17.1
E00070834,4.2,23.4,51.5,21
E00070835,5.5,25.7,41.3,27.5
E00070836,13.9,22.6,38.7,24.8
E00070837,1.9,31.7,48.1,18.3
E00070838,4.8,28.6,45.7,21
E00164127,5.8,30.4,36.2,27.5
E00164128,8.7,33,37.4,20.9
E00164129,4.1,32.3,39.6,24
E00164130,3.7,30.6,38.9,26.9
E00164131,7.5,31.3,39.6,21.6
E00164132,0,24,42,34
E00164133,11.2,29.2,37.6,21.9
E00164134,4.5,30.8,45.5,19.2
E00164135,7.2,23.4,47.7,21.6
E00164136,2.8,39.4,43.7,14.1
E00164137,0.6,21.3,45.6,32.5
E00164141,11.6,34.8,31.1,22.6
E00164142,4.4,27.9,42.6,25
E00164144,6.3,27.7,42.7,23.3
E00164145,7.8,34.8,39.7,17.7
E00164146,3.3,39.9,36.6,20.3
E00164147,4.4,22.6,43.1,29.9
E00164148,6.7,37,40,16.3
E00164149,6,25.6,38.7,29.8
E00164150,3,29.7,35.6,31.7
E00164152,7.5,32.7,41.5,18.4
E00164153,9.1,35.5,40,15.5
E00164154,18.8,35.3,34.6,11.3
E00164155,13.6,48.8,27.2,10.4
E00164156,18.2,45.5,28,8.3
E00164157,18.4,47.4,25,9.2
E00164158,10.9,50,28.9,10.2
E00164159,43.6,28.2,21.8,6.4
E00164160,11.8,53.5,23.6,11.1
E00164161,6.6,41.2,34.6,17.6
E00164162,7.4,33.2,45.3,14.2
E00164163,23.3,40.3,27.9,8.5
E00164164,14.4,41,36.7,7.9
E00164165,28.9,45.5,21.5,4.1
E00164166,28.9,36.7,22.7,11.7
E00164167,11.6,45,30.2,13.2
E00164168,45.6,40.1,10.2,4.1
E00164169,7.5,52.6,29.3,10.5
E00164170,8.6,46.8,36.7,7.9
E00164171,13.9,50.4,29.6,6.1
E00164172,9.8,41.7,34.1,14.4
E00164173,5.7,45.9,35.2,13.1
E00164174,6.6,44.6,38.8,9.9
E00164175,7.5,43.3,32.5,16.7
E00164176,7.5,33.8,39.1,19.5
E00164179,12.5,39.2,34.2,14.2
