geography_code,hh_language-001,hh_language-002,hh_language-003,hh_language-004
E00070666,96.8,1.6,0,1.6
E00070671,97.6,1.2,0,1.2
E00070741,96.8,3.2,0,0
E00070752,100,0,0,0
E00070820,97.4,0,0,2.6
E00070822,92.9,3.9,1.6,1.6
E00070823,94.6,1.5,0.8,3.1
E00070824,98.8,1.2,0,0
E00070825,97.3,2.7,0,0
E00070826,99.1,0,0,0.9
E00070827,100,0,0,0
E00070828,96.3,3,0,0.7
E00070829,98,1.3,0,0.7
E00070830,98.7,0,0.6,0.6
E00070831,98.4,0.5,0,1.1
E00070832,100,0,0,0
E00070833,96.9,0.8,0,2.3
E00070834,98.8,1.2,0,0
E00070835,98.2,0.9,0.9,0
E00070836,92.6,0.7,0,6.6
E00070837,99,1,0,0
E00070838,98.1,0,0,1.9
E00164127,97.1,2.9,0,0
E00164128,99.1,0.9,0,0
E00164129,97.2,1.4,1.4,0
E00164130,99.1,0.9,0,0
E00164131,97.8,2.2,0,0
E00164132,98,2,0,0
E00164133,98.9,0.6,0.6,0
E00164134,98.5,1.5,0,0
E00164135,99.1,0.9,0,0
E00164136,100,0,0,0
E00164137,100,0,0,0
E00164141,89,1.2,0,9.8
E00164142,98.5,0.7,0,0.7
E00164144,98.5,0.5,0.5,0.5
E00164145,97.9,1.4,0,0.7
E00164146,99.3,0.7,0,0
E00164147,98.5,0.7,0,0.7
E00164148,100,0,0,0
E00164149,97.6,1.2,0,1.2
E00164150,99,0,0,1
E00164152,98.6,1.4,0,0
E00164153,98.2,0.9,0.9,0
E00164154,97,3,0,0
E00164155,96.8,0.8,0.8,1.6
E00164156,96.2,0.8,0.8,2.3
E00164157,96.7,2,0,1.3
E00164158,99.2,0.8,0,0
E00164159,99.1,0.9,0,0
E00164160,96.5,2.8,0,0.7
E00164161,99.3,0.7,0,0
E00164162,97.9,1.6,0,0.5
E00164163,99.2,0,0,0.8
E00164164,94.2,3.6,0.7,1.4
E00164165,97.5,1.7,0,0.8
E00164166,94.5,2.3,1.6,1.6
E00164167,98.4,0.8,0,0.8
E00164168,96.6,0,1.4,2
E00164169,100,0,0,0
E00164170,99.3,0,0,0.7
E00164171,100,0,0,0
E00164172,97.7,0.8,0,1.5
E00164173,100,0,0,0
E00164174,100,0,0,0
E00164175,95.8,4.2,0,0
