geography_code,country_of_birth_3a-001,country_of_birth_3a-002
E00070666,92.5,7.5
E00070671,95.1,4.9
E00070741,94.4,5.6
E00070752,92.2,7.8
E00070820,96,4
E00070822,90.7,9.3
E00070823,93.3,6.7
E00070824,94,6
E00070825,92.2,7.8
E00070826,93.3,6.7
E00070827,94.6,5.4
E00070828,90.5,9.5
E00070829,90.5,9.5
E00070830,94.1,5.9
E00070831,95,5
E00070832,95.5,4.5
E00070833,91.1,8.9
E00070834,95,5
E00070835,92.4,7.6
E00070836,84.3,15.7
E00070837,94.1,5.9
E00070838,71.1,28.9
E00164127,95.8,4.2
E00164128,96.7,3.3
E00164129,95.6,4.4
E00164130,99.2,0.8
E00164131,96.8,3.2
E00164132,92.6,7.4
E00164133,96.5,3.5
E00164134,95.4,4.6
E00164135,95.1,4.9
E00164136,96.2,3.8
E00164137,96,4
E00164141,87.8,12.2
E00164142,94,6
E00164144,97.3,2.7
E00164145,96.8,3.2
E00164146,95.3,4.7
E00164147,94.4,5.6
E00164148,97.7,2.3
E00164149,95.3,4.7
E00164150,95.2,4.8
E00164152,97.7,2.3
E00164153,95.1,4.9
E00164154,91.6,8.4
E00164155,93.1,6.9
E00164156,83,17
E00164157,94.3,5.7
E00164158,93.9,6.1
E00164159,92.6,7.4
E00164160,91.3,8.7
E00164161,97,3
E00164162,94.7,5.3
E00164163,93.6,6.4
E00164164,92.3,7.7
E00164165,90.9,9.1
E00164166,92.7,7.3
E00164167,91.9,8.1
E00164168,95.4,4.6
E00164169,91.2,8.8
E00164170,98.3,1.7
E00164171,93.4,6.6
E00164172,97.2,2.8
E00164173,96.9,3.1
E00164174,92.2,7.8
E00164175,95.7,4.3
E00164176,96.5,3.5
E00164179,95.1,4.9
E00164180,95.7,4.3
E00164181,93.5,6.5
E00164182,95.3,4.7
E00164183,93,7
E00164184,93.3,6.7
E00164185,94,6
E00164186,97.8,2.2
E00164187,95.6,4.4
E00164188,94.6,5.4
E00164189,95.6,4.4
E00164190,97.1,2.9
E00164191,96.6,3.4
E00164192,95.6,4.4
E00164193,97,3
E00164196,97.2,2.8
E00164197,96,4
E00164198,97.8,2.2
E00164199,97.1,2.9
E00164200,95.3,4.7
E00164201,97.8,2.2
E00164202,93.7,6.3
E00164203,96.6,3.4
E00164211,91.4,8.6
E00164212,96.9,3.1
E00164213,92.5,7.5
E00164214,96.6,3.4
E00164215,94.9,5.1
E00164216,96.6,3.4
E00164217,95.2,4.8
E00164218,90.1,9.9
E00164219,93.4,6.6
E00164220,88.3,11.7
E00164221,93.3,6.7
E00164222,91.9,8.1
E00164223,94.4,5.6
E00164224,93.3,6.7
E00164225,94,6
E00164226,92.1,7.9
E00164227,91.7,8.3
E00164228,90.6,9.4
E00164229,93.9,6.1
E00164230,90,10
E00164231,94.7,5.3
E00164232,96.2,3.8
E00164240,97.9,2.1
E00164241,95.5,4.5
E00164242,98.6,1.4
E00164243,92.4,7.6
E00164244,95.7,4.3
E00164248,96.2,3.8
E00164249,93.6,6.4
E00164251,94.5,5.5
E00164252,91.6,8.4
E00164253,91.9,8.1
E00164254,94.4,5.6
E00164255,94.3,5.8
E00164256,95.1,4.9
E00164257,93,7
E00164258,90,10
E00164259,91.2,8.8
E00164260,94.2,5.8
E00164261,93.1,6.9
E00164262,89.1,10.9
E00164263,96,4
E00164264,93.7,6.3
E00164265,92.4,7.6
E00164266,92.2,7.8
E00164267,89.5,10.5
E00164268,95.8,4.2
E00164269,95.1,4.9
E00164270,94.1,5.9
E00164271,93.1,6.9
E00164272,96,4
E00164273,94.3,5.7
E00164274,95.3,4.7
E00164275,95.7,4.3
E00164276,93.7,6.3
E00164277,97.1,2.9
E00164278,95.8,4.2
E00164279,96,4
E00164280,94.7,5.3
E00164281,96.5,3.5
E00164282,98.4,1.6
E00164283,95,5
E00164284,90.9,9.1
E00164285,96.1,3.9
E00164286,94.9,5.1
E00164287,93.2,6.8
E00164288,88.3,11.7
E00164289,89.1,10.9
E00164290,90.4,9.6
E00164291,95,5
E00164292,90.3,9.7
E00164293,83.7,16.3
E00164294,91,9
E00164295,91.7,8.3
E00164296,87.6,12.4
E00164298,90.2,9.8
E00164299,92.3,7.7
E00164300,92.2,7.8
E00164301,96.4,3.6
E00164302,95.9,4.1
E00164303,98.6,1.4
E00164305,97.1,2.9
E00164306,97.4,2.6
E00164307,95.6,4.4
E00164308,95.7,4.3
E00164312,96.2,3.8
E00164330,94.6,5.4
E00164331,95.1,4.9
E00164332,96.4,3.6
E00164333,94.8,5.2
E00164334,97.9,2.1
E00164335,95.2,4.8
E00164336,93.3,6.7
E00164337,96.1,3.9
E00164338,91.8,8.2
E00164339,97.1,2.9
E00164340,96.3,3.7
E00164341,87,13
E00164342,95.3,4.7
E00164343,95.1,4.9
E00164345,79,21
E00164346,91.5,8.5
E00164347,96.9,3.1
E00164348,95.5,4.5
E00164349,97,3
E00164350,95.1,4.9
E00164351,93.3,6.7
E00164352,92.4,7.6
E00164353,91,9
E00164354,90.6,9.4
E00164355,92.3,7.7
E00164356,95.7,4.3
E00164357,94.2,5.8
E00164358,91.4,8.6
E00164359,91.8,8.2
E00164360,88.7,11.3
E00164361,93.7,6.3
E00164362,93.7,6.3
E00164363,96.2,3.8
E00164364,94.8,5.2
E00164365,90.1,9.9
E00164366,92.5,7.5
E00164367,92.7,7.3
E00164368,94.3,5.7
E00164369,96.1,3.9
E00164632,84.6,15.4
E00164633,92.9,7.1
