geography_code,workplace_travel_4a-001,workplace_travel_4a-002,workplace_travel_4a-003,workplace_travel_4a-004
E00126856,31.6,22.4,31.6,14.5
E00126857,31.1,31.1,24.6,13.2
E00126858,21.7,26.5,38.1,13.8
E00126875,28.7,22.8,31.2,17.3
E00126876,22.6,31.4,32.8,13.1
E00126877,21.2,31.9,27.4,19.5
E00126878,21.6,24.6,38.3,15.6
E00126879,22.7,25.5,35.5,16.4
E00126880,22.4,21.4,41.8,14.3
E00126881,18.5,29.6,34.8,17
E00126882,54.3,19,11.2,15.5
E00126883,38.6,24.2,22.2,15
E00126884,24.5,32.9,29,13.5
E00126885,36,22,28.7,13.3
E00126886,30.9,29.4,25,14.7
E00126887,28.9,32,27.8,11.3
E00126888,33.5,27.5,27.5,11.5
E00126889,31.9,21.1,34.1,13
E00126890,33.3,27.5,26.7,12.5
E00126891,29.8,26.3,32.7,11.1
E00126893,29.7,30.4,25.9,13.9
E00126928,38.8,23.3,19.4,18.6
E00126930,33.1,20.4,29.6,16.9
E00126931,30.5,26.3,27.1,16.1
E00126932,31.1,25.2,28.1,15.6
E00126933,32.4,28.4,23,16.2
E00126934,24.4,29,34.4,12.2
E00126935,27.6,24.6,30.6,17.2
E00126936,20.7,25.5,42.1,11.7
E00126937,23.7,27.5,34.4,14.5
E00126938,44,20.8,21.6,13.6
E00126939,38.8,22.5,25.6,13.2
E00126940,32.6,23.6,23.6,20.2
E00126941,44.5,25.2,15.1,15.1
E00126943,33.5,21.1,28.6,16.8
E00126944,42.7,23.6,15.5,18.2
E00126945,30.4,21.5,39.9,8.2
E00126946,48.3,17.2,19.9,14.6
E00126947,37.1,31.8,15.9,15.2
E00126948,39.6,27,17.6,15.7
E00126949,45.8,19.4,20.8,13.9
E00126950,45.3,20.4,13.9,20.4
E00126951,35,25.3,23.4,16.3
E00126953,35.3,25.3,24.9,14.5
E00126954,26.6,28,32.9,12.6
E00126955,39.1,21.7,27,12.2
E00126956,36.1,21.5,24.2,18.2
E00126957,37.1,29.8,15.2,17.9
E00126958,39.4,22.6,19,19
E00126959,48.8,17.6,16.5,17.1
E00126960,32.1,23.2,24.4,20.2
E00126962,30.3,25.7,26.3,17.7
E00126963,23.1,29.6,37.1,10.2
E00126964,28.4,23.4,29.1,19.1
E00126965,23.7,29.6,35.6,11.1
E00126966,22.9,24.8,41.3,11
E00126967,41,23.7,20.9,14.4
E00126968,33.1,21.3,35.4,10.2
E00126969,26.4,19.2,38.4,16
E00126970,24.5,21.9,43.9,9.7
E00126979,33.8,10,43.8,12.5
E00126986,29.3,16.7,40.8,13.2
E00126987,22,24.1,40.4,13.5
E00126988,26,24,39,11
E00126989,36.8,13.7,37.6,12
E00126990,32.6,19.8,35.5,12.2
E00127020,28.5,23.2,36.2,12.2
E00127021,33.5,16.2,37.2,13.1
E00127022,39.8,16.4,30.5,13.3
E00127025,53.1,14.6,14.6,17.8
E00127030,44.2,12.5,28.8,14.4
E00127031,42.2,22.9,21.5,13.5
E00127032,37.7,15.6,34.2,12.6
E00127035,23.5,29.8,32.8,13.9
E00127036,30.6,26.8,27.3,15.3
E00127037,34.6,25.2,27.6,12.6
E00127039,22.4,23.7,39.5,14.5
E00127040,30.9,20.7,36.2,12.2
E00127041,31,25.8,34.7,8.5
E00127042,38.5,27.4,18.5,15.6
E00127043,44.4,22.2,22.2,11.1
E00127044,38.5,29.8,16.1,15.6
E00127045,32.6,23.6,31.5,12.4
E00127048,29.7,22.1,33.1,15.1
E00127049,41.7,8.3,16.7,33.3
E00129622,46.5,10.7,32.7,10.1
E00129629,40.6,15.3,29.2,14.9
E00129630,44.1,12.6,33.3,9.9
E00129632,38.1,11.1,32.5,18.3
E00129710,18.8,24.1,44.4,12.8
E00129714,18.4,26.8,41.2,13.6
E00129715,16.9,35.4,26.9,20.8
E00129716,20.6,21.1,37.1,21.1
E00129737,40.4,11.6,32.2,15.8
E00129738,48.9,12.8,23.4,14.9
E00129740,42,11.6,21.4,25
E00129741,34.9,14.4,37.4,13.3
E00129742,45.7,16,28.4,9.9
E00129743,40.1,12.2,32,15.6
E00129744,35,14.2,34.2,16.7
E00129746,35.7,11.6,37.2,15.6
E00170184,52.4,11.1,27.8,8.7
E00174064,13.2,32.9,32.9,21
E00174065,40.4,29.8,23.4,6.4
E00174067,34.1,8.7,50.8,6.3
E00174070,34,17.7,39.5,8.8
E00174071,28.6,26.4,27.5,17.6
E00185568,23.2,29.8,34.3,12.7
E00185572,27.1,31.3,25,16.7
E00185576,29.9,8.6,48.9,12.6
E00185584,14.4,32,44.3,9.3
E00185600,25.6,30.6,30.3,13.6
E00185603,30.5,30.5,30.5,8.5
E00185605,31.7,24.6,31.1,12.6
E00185615,45.9,12,28.5,13.6
E00185627,27.2,14.9,40.4,17.5
E00185634,27.7,25,32.1,15.2
E00185642,38.4,18.4,30,13.2
E00185655,26.5,19.1,36.8,17.6
E00185656,32.1,17,34,17
E00185660,38.7,12.6,27.7,21
E00185662,37.3,23.2,30.8,8.7
