geography_code,highest_qualification_6a-000,highest_qualification_6a-001,highest_qualification_6a-002,highest_qualification_6a-003,highest_qualification_6a-004
E00126856,19.3,40,4.2,33.7,2.8
E00126857,8.2,38.8,10.4,37.3,5.2
E00126858,12.8,32.2,5.7,48.7,0.6
E00126875,19.6,39.2,8.9,28.8,3.5
E00126876,14.3,43.6,4.5,33.1,4.5
E00126877,23.4,37.5,10.4,25.3,3.3
E00126878,14.9,34.6,8.6,39,2.9
E00126879,22.3,36.7,12.1,22.3,6.5
E00126880,18.2,35,11.8,34,1
E00126881,15.1,36.8,8.4,34,5.6
E00126882,29,45.7,6.3,16.7,2.3
E00126883,21.1,49.6,4.1,22.7,2.5
E00126884,16.4,43.1,8.8,30.3,1.5
E00126885,16.1,46.8,4.5,30,2.6
E00126886,31.5,41.5,6.2,20.8,0
E00126887,15.1,41.3,7.8,32.6,3.2
E00126888,14,46.2,8.3,29.2,2.3
E00126889,17.7,47.2,6.6,25.9,2.5
E00126890,11.8,44.1,7.3,31.8,5
E00126891,9.6,47.9,11,29.4,2.1
E00126893,18.5,45.6,9.3,25.2,1.5
E00126928,28.9,40,5.6,21.1,4.4
E00126930,18.3,37.8,6.6,34.9,2.5
E00126931,13.8,40.6,8.9,34.4,2.2
E00126932,10.2,39.4,7.2,39,4.2
E00126933,27.3,38.6,6.8,23.3,4
E00126934,15.3,39.9,9,34.4,1.4
E00126935,10,40.6,7.6,38.2,3.6
E00126936,6.1,43.9,4.5,42.3,3.3
E00126937,13.2,43.2,7.3,33.3,3
E00126938,23.8,43.9,7.8,24.6,0
E00126939,18.5,47.8,8.4,22.5,2.8
E00126940,22.8,43.3,6.7,23.3,3.9
E00126941,13.1,54.9,6.1,23.9,1.9
E00126943,12.8,44.3,4.8,36.3,1.8
E00126944,34.3,40.4,6.5,13.1,5.7
E00126945,10,40.7,10.3,36,3
E00126946,23.9,42.3,6.7,21.5,5.6
E00126947,17,53.8,4.9,22.9,1.3
E00126948,18.3,47.9,7.8,23.7,2.3
E00126949,25.9,42.2,5.3,20.9,5.7
E00126950,25.4,44.6,8.6,18.6,2.9
E00126951,16,48.9,6,27.4,1.7
E00126953,11,43,10,32.5,3.5
E00126954,5.9,42.2,4.3,44.9,2.7
E00126955,17.9,43.4,7.5,27.8,3.3
E00126956,13.3,48.5,7.1,30.1,0.9
E00126957,16.5,48.4,5.9,26.4,2.8
E00126958,26.1,45.7,3.5,20.4,4.3
E00126959,21.8,48.3,6.7,20.2,2.9
E00126960,18.8,48.3,3.8,25.7,3.4
E00126962,14,43.7,5.6,35.3,1.4
E00126963,13.1,44.4,5.4,35.8,1.3
E00126964,17.2,38.9,10.9,29.3,3.8
E00126965,13.2,38.7,7,38.3,2.9
E00126966,16.3,35.5,4.9,40.8,2.4
E00126967,9.3,51.5,7.2,31.6,0.4
E00126968,12.1,39.7,6.3,39.3,2.7
E00126969,16.4,36.7,5.3,38.5,3.1
E00126970,14.3,36.7,4.5,43,1.5
E00126979,13.4,33.5,4.6,47.3,1.3
E00126986,11.3,36.3,4.2,45.3,2.9
E00126987,4.8,35.2,6.7,51.1,2.2
E00126988,7.6,38.1,5.6,47.7,1.1
E00126989,11.6,36.1,5.4,46.5,0.4
E00126990,16.3,33.8,5.9,43.8,0.3
E00127020,15.9,42,6,33.8,2.2
E00127021,12.3,42.4,5,38.1,2.3
E00127022,22,38.5,8.6,28.2,2.7
E00127025,20.1,44,6.4,28.3,1.2
E00127030,13.1,43.1,6.1,35.8,1.9
E00127031,9.9,56.5,7.3,24.9,1.3
E00127032,13.4,39.8,4.7,39.8,2.3
E00127035,10.9,38.5,5.8,40,4.8
E00127036,13.1,53.9,6.7,24.8,1.4
E00127037,14.1,41.9,9.4,32.5,2.1
E00127039,15.7,38,4.1,42.1,0
E00127040,14.2,40.1,5,39.2,1.5
E00127041,8.7,48.2,7.3,35,0.8
E00127042,21.1,44.8,6,28,0
E00127043,44.2,27.9,12.5,10.6,4.8
E00127044,17,51.8,6.9,24.3,0
E00127045,20.3,38.4,6.2,32.8,2.3
E00127048,21.4,35.4,6,34.1,3
E00127049,52.4,17.1,11.2,15.9,3.5
E00129622,20.8,37,6.6,34,1.6
E00129629,5.1,38.4,3.3,52.2,1.1
E00129630,16.6,44,5.2,34.2,0
E00129632,14,38.3,5.2,42.5,0
E00129710,14,41.5,6.1,36.7,1.7
E00129714,9.7,42.1,6,39.6,2.5
E00129715,10.5,37.4,4.1,46.1,1.8
E00129716,15.1,42.9,6.6,33.2,2.3
E00129737,18.3,44.5,4.6,28.4,4.1
E00129738,17.4,45.8,7.4,27.4,2.1
E00129740,16.4,44.7,7.8,29.7,1.4
E00129741,17,43,4.2,34.5,1.2
E00129742,24.5,40.6,8.9,25,1
E00129743,13.2,39.1,6.3,38.8,2.5
E00129744,15.6,40,7.6,34.9,1.8
E00129746,14.3,41.5,5.7,36.7,1.8
E00170184,12.7,38.7,4.2,41.5,2.8
E00174064,13.5,47.9,5.8,28.3,4.4
E00174065,27.1,37.5,5.2,26,4.2
E00174067,6.4,35.3,7.2,49,2
E00174070,15.3,37.5,4.2,40.6,2.4
E00174071,33,33.9,10.1,20.2,2.8
E00185568,7.4,39.5,2.6,49.3,1.2
E00185572,13.7,40,11.6,31.6,3.2
E00185576,10.4,44.2,6.1,37.4,1.8
E00185584,4.9,35.4,5.6,54.2,0
E00185600,6.4,48.9,5,37.5,2.1
E00185603,15.2,44.4,8.1,30.3,2
E00185605,9.8,37.3,6.5,43.6,2.8
E00185615,8.4,42.5,3.1,45.9,0
E00185627,10.2,44.6,5.1,39,1.1
E00185634,19.7,39.5,7.2,30,3.6
E00185642,7.2,48.4,5.6,35.6,3.2
E00185655,15.9,41.6,7.1,35.4,0
E00185656,24.1,42.1,8.2,22.6,3.1
E00185660,7,48.6,4.7,39.7,0
E00185662,7.5,38.6,4.6,47.6,1.7
