areacd,health_in_general_4a-001,health_in_general_4a-002,health_in_general_4a-003
E00025905,84.6,10.2,5.2
E00025932,82.8,11,6.2
E00025938,83.4,11.2,5.4
E00025942,77.7,15.6,6.7
E00026438,82.7,14,3.4
E00029090,80.3,14.4,5.3
E00029093,73,19.3,7.7
E00029108,84.1,11.6,4.3
E00029114,82.9,12.7,4.5
E00029117,79.2,14.5,6.2
E00029119,82,14,4
E00029120,81.2,14.3,4.5
E00029122,84.1,10.5,5.4
E00029123,83.1,10.5,6.4
E00029125,87.5,9.2,3.3
E00029126,80.7,13.8,5.5
E00029127,83.7,11.5,4.8
E00029128,86.6,11.3,2.1
E00029129,83,11.3,5.7
E00029130,80.5,12.9,6.6
E00029131,81.3,14.4,4.3
E00029133,86.4,10.2,3.4
E00029134,83.6,12.3,4.1
E00029135,81.1,11.8,7.1
E00029136,58.6,22.3,19
E00029137,73.5,17.1,9.4
E00029138,72.6,14,13.4
E00029139,73.7,14.8,11.5
E00029140,82.1,12.4,5.5
E00029141,83.1,10.5,6.4
E00029142,71.2,20.1,8.6
E00029143,77.6,15.1,7.3
E00029144,66.7,24.3,9
E00029145,61.4,26,12.6
E00029146,51.9,25.2,22.9
E00029147,75.8,15.4,8.9
E00029148,78.7,14.2,7.1
E00029149,74.7,17,8.3
E00029150,69,15.8,15.2
E00029151,75.9,17.5,6.5
E00029153,81.5,12.4,6.2
E00029154,79,14.3,6.7
E00029155,81.1,14.1,4.8
E00029156,73.5,17.3,9.3
E00029157,59.6,24.7,15.7
E00029158,72.5,16.8,10.7
E00029159,67.9,22.7,9.3
E00029160,65.2,22.8,11.9
E00029161,62.3,21.9,15.8
E00029162,71,15.4,13.6
E00029163,67.8,18.5,13.7
E00029164,71.9,18.2,9.9
E00029165,76.5,12,11.4
E00029167,75.9,14.5,9.6
E00029168,75.2,16.4,8.4
E00029169,71.8,17.9,10.3
E00029170,78.3,13,8.7
E00029171,62.4,20,17.6
E00029172,71.4,16.9,11.7
E00029173,75.3,16.7,8
E00029174,83.2,11.6,5.3
E00029175,79.4,14.5,6.1
E00029176,85.4,12.1,2.5
E00029177,64.2,21.4,14.4
E00029178,65.9,20.2,13.9
E00029179,85.4,11.1,3.5
E00029180,80.8,14.2,5
E00029181,82.4,11.9,5.7
E00029182,77.8,13,9.2
E00029183,76.7,17,6.3
E00029184,83.2,12.2,4.7
E00029185,81.4,13.3,5.4
E00029186,80,11.9,8.1
E00029187,86.8,10.4,2.8
E00029188,86,10.6,3.4
E00029189,79,15.6,5.4
E00029190,83,11.8,5.2
E00029191,80.6,14.3,5.1
E00029192,82.9,12.8,4.3
E00029193,78.9,13.6,7.5
E00029194,77.3,13.7,9
E00029195,56.3,30.2,13.5
E00029196,77.1,15.1,7.8
E00029197,86.6,9.3,4.1
E00029199,85.5,12.8,1.7
E00029200,82.9,12,5.1
E00029201,85.4,11.3,3.3
E00029202,78.4,16.1,5.5
E00029203,74.9,16.8,8.4
E00029204,74.4,16.4,9.2
E00029205,84.9,10.7,4.3
E00029206,78.4,12.3,9.4
E00029207,69.3,15.6,15.1
E00029208,82.8,13.1,4.1
E00029209,71.1,19.3,9.6
E00029210,78.5,15.7,5.8
E00029211,82.3,12.4,5.4
E00029212,78.3,13.6,8
E00029262,78,16.7,5.3
E00029263,77.5,16.7,5.9
E00029270,84.2,14.1,1.6
E00029272,90.7,5.7,3.6
E00029284,86.2,9.9,3.9
E00029285,84.5,12.8,2.7
E00029286,80.5,14.8,4.7
E00029288,85.9,10.2,3.9
E00029290,84.2,11.2,4.6
E00029293,62.3,20.8,16.9
E00029294,43.4,32.7,23.9
E00029295,81.6,12,6.4
E00029296,77.5,15.1,7.4
E00029297,65,23.7,11.3
E00029299,80,12.7,7.3
E00029300,87,11.8,1.2
E00029301,79,14.2,6.8
E00029303,82.4,11.9,5.7
E00029304,85.3,10.4,4.3
E00029306,76.8,13.9,9.4
E00029308,73.4,19.8,6.8
E00029310,77.3,16.4,6.2
E00029358,72.7,18.6,8.7
E00029359,86.7,7.7,5.5
E00029360,85,9.3,5.7
E00029361,89.1,8.7,2.2
E00029362,67.9,19.1,13
E00029363,68.6,20.6,10.8
E00029364,79.3,12.7,8
E00029365,86.6,10.3,3.1
E00029366,72.3,20.5,7.2
E00029367,79.8,13.8,6.4
E00029368,83.5,10.8,5.8
E00029369,85.6,11.7,2.7
E00029370,81.3,13.6,5.1
E00029371,81.3,12.6,6.1
E00029373,89,9.3,1.7
E00029374,86.8,10.5,2.6
E00029375,89.8,6.8,3.4
E00029376,82.9,13.3,3.8
E00029377,81.3,13.4,5.4
E00029378,89.8,9.8,0.4
E00029380,84.4,12.5,3.1
E00029382,81.3,14.3,4.4
E00029383,80.1,12.4,7.6
E00029384,77.5,15.6,6.9
E00029385,70.7,17.9,11.3
E00029386,83.6,13,3.3
E00029387,85.3,9.2,5.5
E00029388,85.9,11.3,2.8
E00029389,72.2,17.1,10.7
E00029390,86,10.3,3.7
E00029391,78.1,17.6,4.3
E00029392,74.9,18,7.1
E00029393,85.1,8.6,6.3
E00029394,84.1,11.1,4.8
E00029395,79.5,15.3,5.2
E00029396,83.5,10.9,5.6
E00029397,79.9,8.8,11.3
E00029448,77.1,12.6,10.3
E00029449,87.1,9.4,3.6
E00029450,84.2,12.2,3.6
E00029451,83.1,14.7,2.2
E00029452,89.9,8.7,1.4
E00029453,68.5,20.5,10.9
E00029454,80.2,13.4,6.4
E00029455,83.8,10.4,5.8
E00029456,75,17.3,7.7
E00029457,75.4,16.2,8.4
E00029458,77.6,16,6.4
E00029459,75.9,15.2,8.8
E00029460,71.6,18.4,10
E00029461,66.9,16.6,16.6
E00029462,81.7,13.2,5.1
E00029463,77.7,17.1,5.2
E00029464,84.8,12.9,2.3
E00029465,78.8,15,6.2
E00029466,85.5,10.3,4.1
E00029467,74.9,19.3,5.8
E00029468,90.2,8.1,1.7
E00029469,80,15.1,4.9
E00029470,77.4,12.3,10.2
E00029471,86.4,11.1,2.4
E00029472,87.1,11,1.9
E00029474,82,13.5,4.5
E00029475,73,12.8,14.2
E00029476,82.7,14.7,2.5
E00029477,86.4,9.6,4
E00029478,79.7,14.8,5.5
E00029479,77.3,15.4,7.3
E00029481,85.9,11.3,2.8
E00029482,87.7,7.2,5.1
E00029484,89.9,7,3.1
E00029485,79.9,14.8,5.3
E00029486,74.7,12,13.4
E00029487,81.5,13.5,5
E00029488,86.3,8.2,5.5
E00029489,74.1,19.5,6.4
E00029490,78.7,15.2,6.1
E00029491,85.1,9.9,5
E00029492,85.1,8.2,6.7
E00029493,80,13.6,6.4
E00029494,84.5,12.7,2.8
E00029495,83.2,12.5,4.3
E00029496,84.3,10.7,5
E00029497,65.6,22.3,12.1
E00029498,82.8,13.3,3.9
E00029499,71.8,20.4,7.8
E00029500,76.3,17.2,6.5
E00029501,78.6,14.9,6.5
E00029502,84,11.4,4.6
E00029503,73.2,16.4,10.4
E00029504,88,8.5,3.4
E00029505,85,12.9,2.1
E00029506,81.6,12.2,6.3
E00029507,88,8,4
E00029508,79.6,12.8,7.6
E00029509,85.5,10.1,4.5
E00029510,85.9,11.2,3
E00029511,85,11.5,3.5
E00029512,81.4,14.2,4.4
E00029513,86.2,10.6,3.2
E00029514,80.5,14.1,5.5
E00029515,81.5,12.8,5.7
E00029516,89.8,8.9,1.4
E00029517,83.4,11,5.6
E00029518,84.7,10,5.4
E00029519,87.8,10,2.2
E00029520,82.4,11.7,6
E00029521,85.4,11.2,3.3
E00029522,82.9,11.8,5.3
E00029523,80.9,13.5,5.6
E00029524,84.8,11.1,4.1
E00029525,79,14.3,6.7
E00029526,70.6,17.4,11.9
E00029527,76.7,13.9,9.4
E00029528,71.8,18.4,9.7
E00029529,59.5,24.6,15.9
E00029530,65.4,20.8,13.9
E00029531,72.9,16.2,11
E00029532,76,14.1,9.9
E00029533,75.9,17.2,6.9
E00029534,74,16.5,9.6
E00029535,71.2,21.9,6.8
E00029536,67.6,23.8,8.7
E00029537,73.7,14.7,11.6
E00029538,77.2,13.5,9.3
E00029543,85.4,9.4,5.2
E00029547,79.1,14.9,6
E00029549,74.8,14.6,10.7
