areacd,country_of_birth_3a-001,country_of_birth_3a-002
E00025905,73.4,26.6
E00025932,68.7,31.3
E00025938,69.4,30.6
E00025942,71.4,28.6
E00026438,76.5,23.5
E00029090,96.1,3.9
E00029093,96.8,3.2
E00029108,95.3,4.7
E00029114,94.2,5.8
E00029117,93.8,6.2
E00029119,94.4,5.6
E00029120,97.1,2.9
E00029122,94.9,5.1
E00029123,95.6,4.4
E00029125,94.7,5.3
E00029126,95.2,4.8
E00029127,93.7,6.3
E00029128,96.7,3.3
E00029129,94.7,5.3
E00029130,94.6,5.4
E00029131,96.9,3.1
E00029133,91.1,8.9
E00029134,93.8,6.2
E00029135,78.5,21.5
E00029136,94.4,5.6
E00029137,93.4,6.6
E00029138,93.6,6.4
E00029139,90.8,9.2
E00029140,91.4,8.6
E00029141,83.7,16.3
E00029142,93.1,6.9
E00029143,90.5,9.5
E00029144,87.1,12.9
E00029145,87.1,12.9
E00029146,87.6,12.4
E00029147,92.5,7.5
E00029148,95,5
E00029149,92.3,7.7
E00029150,92.2,7.8
E00029151,90.4,9.6
E00029153,91.4,8.6
E00029154,88.6,11.4
E00029155,85.9,14.1
E00029156,90.2,9.8
E00029157,84.2,15.8
E00029158,88.2,11.8
E00029159,79.2,20.8
E00029160,87.8,12.2
E00029161,85.4,14.6
E00029162,87.3,12.7
E00029163,89,11
E00029164,93.7,6.3
E00029165,93.4,6.6
E00029167,92.6,7.4
E00029168,91.3,8.7
E00029169,97.3,2.7
E00029170,87,13
E00029171,96,4
E00029172,88.4,11.6
E00029173,85.7,14.3
E00029174,89.8,10.2
E00029175,75.4,24.6
E00029176,93.5,6.5
E00029177,85.5,14.5
E00029178,89.5,10.5
E00029179,94.3,5.7
E00029180,93.8,6.2
E00029181,69.7,30.3
E00029182,87.4,12.6
E00029183,92.9,7.1
E00029184,96.8,3.2
E00029185,85.6,14.4
E00029186,91.9,8.1
E00029187,89.6,10.4
E00029188,96.6,3.4
E00029189,74.2,25.8
E00029190,97.4,2.6
E00029191,94.1,5.9
E00029192,72.5,27.5
E00029193,92.2,7.8
E00029194,84.2,15.8
E00029195,90.1,9.9
E00029196,84.1,15.9
E00029197,91.4,8.6
E00029199,94.5,5.5
E00029200,92.8,7.2
E00029201,83.4,16.6
E00029202,86.6,13.4
E00029203,93,7
E00029204,85.6,14.4
E00029205,92.8,7.2
E00029206,82.5,17.5
E00029207,94,6
E00029208,88.7,11.3
E00029209,90.1,9.9
E00029210,81.2,18.8
E00029211,88.2,11.8
E00029212,79.5,20.5
E00029262,91.7,8.3
E00029263,95.1,4.9
E00029270,96.4,3.6
E00029272,89.1,10.9
E00029284,93.1,6.9
E00029285,93.6,6.4
E00029286,95.3,4.7
E00029288,90.2,9.8
E00029290,98.7,1.3
E00029293,93.2,6.8
E00029294,92.9,7.1
E00029295,93.9,6.1
E00029296,89.7,10.3
E00029297,86.4,13.6
E00029299,89.7,10.3
E00029300,94.7,5.3
E00029301,91.5,8.5
E00029303,88.7,11.3
E00029304,92.3,7.7
E00029306,91,9
E00029308,86,14
E00029310,90.7,9.3
E00029358,89.1,10.9
E00029359,91.5,8.5
E00029360,86,14
E00029361,96,4
E00029362,87,13
E00029363,80,20
E00029364,89.9,10.1
E00029365,91.3,8.7
E00029366,86.9,13.1
E00029367,93.6,6.4
E00029368,94.9,5.1
E00029369,95.5,4.5
E00029370,91.2,8.8
E00029371,88.4,11.6
E00029373,97.7,2.3
E00029374,97.1,2.9
E00029375,95.1,4.9
E00029376,93.9,6.1
E00029377,79.2,20.8
E00029378,94,6
E00029380,94.8,5.2
E00029382,91.1,8.9
E00029383,93.5,6.5
E00029384,91.8,8.2
E00029385,94.6,5.4
E00029386,93.2,6.8
E00029387,88.6,11.4
E00029388,90.6,9.4
E00029389,86.6,13.4
E00029390,93.4,6.6
E00029391,88.6,11.4
E00029392,92,8
E00029393,95.3,4.7
E00029394,87.2,12.8
E00029395,96.2,3.8
E00029396,83.3,16.7
E00029397,91.9,8.1
E00029448,83.6,16.4
E00029449,94.2,5.8
E00029450,95.4,4.6
E00029451,96.8,3.2
E00029452,93.7,6.3
E00029453,91.4,8.6
E00029454,91.6,8.4
E00029455,88.7,11.3
E00029456,91.5,8.5
E00029457,94.3,5.7
E00029458,88.2,11.8
E00029459,91,9
E00029460,81.6,18.4
E00029461,80,20
E00029462,86.1,13.9
E00029463,94.7,5.3
E00029464,89,11
E00029465,94.9,5.1
E00029466,93,7
E00029467,81.7,18.3
E00029468,81.1,18.9
E00029469,88.7,11.3
E00029470,82.1,17.9
E00029471,84.9,15.1
E00029472,91.1,8.9
E00029474,91.8,8.2
E00029475,95.2,4.8
E00029476,90.3,9.7
E00029477,91.3,8.7
E00029478,94.1,5.9
E00029479,96.2,3.8
E00029481,92.5,7.5
E00029482,86,14
E00029484,94.5,5.5
E00029485,92.5,7.5
E00029486,76.4,23.6
E00029487,70.2,29.8
E00029488,90.3,9.7
E00029489,84.7,15.3
E00029490,96.6,3.4
E00029491,91.3,8.7
E00029492,87.9,12.1
E00029493,95.6,4.4
E00029494,94.4,5.6
E00029495,85.7,14.3
E00029496,95.3,4.7
E00029497,95.3,4.7
E00029498,96.5,3.5
E00029499,95.9,4.1
E00029500,93.8,6.2
E00029501,94.5,5.5
E00029502,94.2,5.8
E00029503,92.4,7.6
E00029504,90.8,9.2
E00029505,93.5,6.5
E00029506,81.1,18.9
E00029507,93.2,6.8
E00029508,91.4,8.6
E00029509,90.1,9.9
E00029510,96.4,3.6
E00029511,90.1,9.9
E00029512,94.5,5.5
E00029513,92.6,7.4
E00029514,94.9,5.1
E00029515,88.1,11.9
E00029516,91.4,8.6
E00029517,92.7,7.3
E00029518,85.9,14.1
E00029519,92.1,7.9
E00029520,81,19
E00029521,98.2,1.8
E00029522,98,2
E00029523,95.7,4.3
E00029524,93.6,6.4
E00029525,88.8,11.2
E00029526,93.1,6.9
E00029527,90.9,9.1
E00029528,92.6,7.4
E00029529,90.8,9.2
E00029530,95.2,4.8
E00029531,97,3
E00029532,95.8,4.2
E00029533,94.8,5.2
E00029534,91.4,8.6
E00029535,95.8,4.2
E00029536,94.3,5.7
E00029537,94.6,5.4
E00029538,85.1,14.9
E00029543,96.7,3.3
E00029547,83.8,16.2
E00029549,86.4,13.6
E00029552,92.3,7.7
E00029553,87.3,12.7
E00029584,95.8,4.2
E00029587,93.7,6.3
E00029590,89,11
E00029631,86.7,13.3
E00029632,65.1,34.9
E00029634,84.9,15.1
E00029635,94.9,5.1
E00029636,88.6,11.4
E00029639,87.9,12.1
E00029640,85,15
E00029643,90.7,9.3
E00029644,90.6,9.4
E00029647,88.7,11.3
E00029649,91.4,8.6
E00029650,85.6,14.4
E00029651,89.9,10.1
E00029652,83.5,16.5
E00029654,90.2,9.8
E00029656,79.9,20.1
E00029657,89,11
E00029658,88.4,11.6
E00029659,82.8,17.2
E00029660,81,19
E00029661,68.5,31.5
E00029662,75.3,24.7
E00029663,78,22
E00029664,67.3,32.7
E00029665,87.9,12.1
E00029666,95.4,4.6
E00029667,90,10
E00029668,93.2,6.8
E00029669,89.2,10.8
E00029670,94,6
E00029671,92.7,7.3
E00029673,89.6,10.4
E00029674,93.4,6.6
E00029675,86.3,13.7
E00029676,94.6,5.4
E00029679,89.5,10.5
E00029680,93.9,6.1
E00029681,92.2,7.8
E00029683,94.3,5.7
E00029684,93.4,6.6
E00029685,87.2,12.8
E00029687,91,9
E00029688,90.8,9.2
E00029689,89.6,10.4
E00029690,87.9,12.1
E00029691,84.4,15.6
E00029692,90.1,9.9
E00029694,86.6,13.4
E00029696,88.1,11.9
E00029697,89.7,10.3
E00029700,89.7,10.3
E00029701,84.2,15.8
E00029702,79.2,20.8
E00029703,87.4,12.6
E00029704,95.9,4.1
E00029705,88.5,11.5
E00029706,78.6,21.4
E00029707,92.3,7.7
E00029708,91.2,8.8
E00029709,89.4,10.6
E00029710,85.7,14.3
E00029711,96.4,3.6
E00029712,90.6,9.4
E00029713,86.4,13.6
E00029714,87,13
E00029715,93.4,6.6
E00029716,91.8,8.2
E00029718,93.5,6.5
E00029719,87.5,12.5
E00029720,92.5,7.5
E00029721,88.4,11.6
E00029722,87.9,12.1
E00029723,90.4,9.6
E00029724,75.5,24.5
E00029725,88.4,11.6
E00029727,95.1,4.9
E00029728,93.2,6.8
E00029729,95.7,4.3
E00029730,97.1,2.9
E00029731,94.4,5.6
E00029732,95.1,4.9
E00029733,90.3,9.7
E00029734,93.6,6.4
E00029735,97.7,2.3
E00029737,94.3,5.7
E00029738,90.1,9.9
E00029739,93.9,6.1
E00029740,95.4,4.6
E00029741,94.8,5.2
E00029742,96.4,3.6
E00029743,95.2,4.8
E00029744,92.3,7.7
E00029745,95.5,4.5
E00029746,95.9,4.1
E00029747,88.5,11.5
E00029748,96.9,3.1
E00029749,92.1,7.9
E00029750,97.6,2.4
E00029751,93.5,6.5
E00029752,95.2,4.8
E00029753,96.9,3.1
E00029754,93.8,6.2
E00029755,92.1,7.9
E00029756,97.1,2.9
E00029757,96.2,3.8
E00029758,98.6,1.4
E00029759,98.4,1.6
E00029760,93,7
E00029761,95.2,4.8
E00029762,96.5,3.5
E00029763,97.4,2.6
E00029764,93.6,6.4
E00029765,95.4,4.6
E00029767,95.9,4.1
E00029768,94.2,5.8
E00029847,92.3,7.7
E00029848,88.7,11.3
E00029849,91.9,8.1
E00029850,92.7,7.3
E00029851,93.9,6.1
E00029852,95.4,4.6
E00029853,90.8,9.2
E00029865,95.7,4.3
E00029867,96.7,3.3
E00029876,96.1,3.9
E00029881,92.3,7.7
E00029949,95,5
E00029950,95.3,4.7
E00029951,88.1,11.9
E00029952,91.9,8.1
E00029953,81.2,18.8
E00029954,89.1,10.9
E00029957,83.4,16.6
E00029958,94.8,5.2
E00029959,88.4,11.6
E00029960,91.7,8.3
E00029961,90.6,9.4
E00029962,87.3,12.7
E00029963,93,7
E00029964,81.6,18.4
E00029965,91.3,8.7
E00029966,78.3,21.7
E00029967,78.5,21.5
E00029968,82.7,17.3
E00029969,80.6,19.4
E00029970,90.6,9.4
E00029971,84.7,15.3
E00029972,86.6,13.4
E00029973,90.9,9.1
E00029974,83.5,16.5
E00029975,78,22
E00029976,71.8,28.2
E00029979,85.9,14.1
E00029980,92.9,7.1
E00029981,90.4,9.6
E00029982,94.3,5.7
E00029983,90.2,9.8
E00029984,89.8,10.2
E00029985,91.1,8.9
E00029986,94.1,5.9
E00029987,86.5,13.5
E00029988,91.5,8.5
E00029989,94.8,5.2
E00029990,97.4,2.6
E00029991,89.5,10.5
E00029992,92.2,7.8
E00029993,94.9,5.1
E00029994,94.5,5.5
E00029995,94.1,5.9
