areacd,hh_size_5a-001,hh_size_5a-002,hh_size_5a-003,hh_size_5a-004
E00025905,21.9,25.8,17.2,35.2
E00025932,17,25.2,19.3,38.5
E00025938,28.3,15.7,15.7,40.2
E00025942,25.4,21.4,18.3,34.9
E00026438,17.1,34.1,18.7,30.1
E00029090,32.5,31.7,21.4,14.3
E00029093,32.9,32.9,18.7,15.5
E00029108,31.3,32.2,13.9,22.6
E00029114,36.2,35.5,15.9,12.3
E00029117,27.1,45.1,15,12.8
E00029119,23.2,38.4,19.2,19.2
E00029120,26.6,42.2,14.7,16.5
E00029122,18.5,37.1,24.2,20.2
E00029123,30.6,31.5,19.4,18.5
E00029125,15,41.7,20,23.3
E00029126,31.3,33.9,20,14.8
E00029127,27.6,33.6,22.4,16.4
E00029128,26.9,40.7,18.5,13.9
E00029129,29.4,33.3,21.4,15.9
E00029130,31.4,37.3,16.1,15.3
E00029131,31,34.5,20.7,13.8
E00029133,36.1,31.5,13.9,18.5
E00029134,25.8,34.2,17.5,22.5
E00029135,25.6,37.4,20.1,16.9
E00029136,63.1,19.5,7.2,10.3
E00029137,46.7,20.4,14.6,18.2
E00029138,30.8,25.6,15,28.6
E00029139,30.7,30.1,18.4,20.9
E00029140,34.4,28.8,19.2,17.6
E00029141,30.2,35.7,13.5,20.6
E00029142,22.7,25,26.1,26.1
E00029143,36,35.1,14,14.9
E00029144,18.8,38.4,19.6,23.2
E00029145,37.2,30.7,13.9,18.2
E00029146,63.3,19.5,10.9,6.3
E00029147,25.6,29.9,20.5,23.9
E00029148,32.7,27.9,22.1,17.3
E00029149,22.9,27.1,28,22
E00029150,54.2,18.1,13.9,13.9
E00029151,26.9,35.3,16.8,21
E00029153,31.7,41.7,10.8,15.8
E00029154,30.4,52.2,10.4,7
E00029155,37.8,31.9,14.8,15.6
E00029156,32.6,32.6,19.9,14.9
E00029157,59.7,20.9,12.7,6.7
E00029158,45.3,33.3,12.8,8.6
E00029159,64.5,24.9,8.3,2.3
E00029160,71.5,16.9,8.7,2.9
E00029161,55.6,29.9,11.2,3.2
E00029162,65.7,17.9,10.7,5.7
E00029163,60.3,20.7,9.8,9.2
E00029164,39.9,37.4,8.6,14.1
E00029165,30.2,20.7,17.2,31.9
E00029167,36.9,29.5,14.8,18.9
E00029168,27,30.3,23,19.7
E00029169,40,21.5,16.9,21.5
E00029170,26.5,20.5,23.5,29.5
E00029171,70.6,14.1,9.8,5.5
E00029172,27.9,25.6,16.3,30.2
E00029173,25.9,21.4,21.4,31.3
E00029174,25.5,29.7,17.9,26.9
E00029175,45.4,20.9,21.3,12.4
E00029176,18.5,41.5,20,20
E00029177,51.6,21.4,14.3,12.7
E00029178,53.3,25.8,15,5.8
E00029179,27.5,38.4,16.7,17.4
E00029180,28.6,42.9,19.3,9.2
E00029181,39.3,25.3,18,17.3
E00029182,38.8,30.6,18.2,12.4
E00029183,35.8,35.8,15.4,13
E00029184,22.2,26.3,22.2,29.3
E00029185,48.3,33.6,9.4,8.7
E00029186,34.4,40.6,11.7,13.3
E00029187,34,34,11.8,20.2
E00029188,25,39.4,23.1,12.5
E00029189,27.4,31.8,19.1,21.7
E00029190,22.6,41.9,17.2,18.3
E00029191,32.5,43.6,17.1,6.8
E00029192,29.3,32,17,21.8
E00029193,36.3,38.6,16.4,8.8
E00029194,28.7,31.8,17.8,21.7
E00029195,62.5,24.2,5.8,7.5
E00029196,44.2,31.8,14,10.1
E00029197,24.2,41.7,23.3,10.8
E00029199,31.6,41.9,13.2,13.2
E00029200,28.1,33.7,21.1,17.1
E00029201,28.6,34.6,23.3,13.5
E00029202,12.4,23.1,24,40.5
E00029203,26.9,33.8,14.5,24.8
E00029204,25.6,24,20.9,29.5
E00029205,23.5,30.9,23.5,22.1
E00029206,28.2,31.3,15.3,25.2
E00029207,30.6,15.3,18.9,35.1
E00029208,29,41.1,17.7,12.1
E00029209,34.3,29.4,19.6,16.8
E00029210,29.8,21,15.3,33.9
E00029211,20.4,38.7,16.9,23.9
E00029212,33.3,33.3,17.7,15.6
E00029262,29.8,35.1,15.3,19.8
E00029263,37.3,46.4,8.2,8.2
E00029270,18.2,40.5,17.4,24
E00029272,5.8,26,27.9,40.4
E00029284,23,35.7,26.2,15.1
E00029285,22.1,40.2,17.2,20.5
E00029286,26,33.3,19.5,21.1
E00029288,14.8,30.6,25,29.6
E00029290,28.8,27.9,23.1,20.2
E00029293,63.3,21.1,9.4,6.3
E00029294,90,7,2,1
E00029295,65,15,9.7,10.2
E00029296,35.3,26.7,18.1,19.8
E00029297,54.5,34.5,7.3,3.6
E00029299,30,25.5,20,24.5
E00029300,31.3,43.5,8.7,16.5
E00029301,48.3,35.8,8.5,7.5
E00029303,24,32.6,22.5,20.9
E00029304,13.8,39,22,25.2
E00029306,40.9,33.3,15.2,10.6
E00029308,42.1,28.9,15.8,13.2
E00029310,31.3,50.4,11.3,7
E00029358,51.3,23.1,12.5,13.1
E00029359,45.5,29.1,10.4,14.9
E00029360,32.3,35.4,13.8,18.5
E00029361,28,28.8,16,27.2
E00029362,54.2,26.8,5.6,13.4
E00029363,42.9,16.8,16.8,23.5
E00029364,37.8,26.1,13.4,22.7
E00029365,12.4,38.8,24.7,24.1
