areacd,passports_all_4a-001,passports_all_4a-002,passports_all_4a-003
E00025905,79.2,13.8,7
E00025932,77.7,15.3,7
E00025938,72.2,15.9,12
E00025942,75.5,12.5,12
E00026438,85.8,8.1,6.1
E00029090,84.6,2.4,12.9
E00029093,79,1.1,20
E00029108,88.8,2.2,9
E00029114,85.9,1.4,12.7
E00029117,84.1,1.7,14.2
E00029119,82.8,4.4,12.8
E00029120,86.9,0.8,12.2
E00029122,82.5,2.2,15.3
E00029123,76.8,2.7,20.5
E00029125,88.1,2.6,9.2
E00029126,81.2,4.7,14.1
E00029127,87.1,3,10
E00029128,85.8,3.3,10.9
E00029129,85.8,1.8,12.5
E00029130,81.3,3.5,15.2
E00029131,87.9,1.9,10.1
E00029133,87.7,2.5,9.7
E00029134,84.5,1.7,13.8
E00029135,62.5,16.5,21.1
E00029136,63.4,5.1,31.5
E00029137,71,3.4,25.5
E00029138,63.7,3.5,32.8
E00029139,71.2,4.3,24.5
E00029140,83.8,4.8,11.3
E00029141,80.3,8.5,11.2
E00029142,76.2,1.8,22
E00029143,79.9,8.2,11.9
E00029144,69.9,6.8,23.3
E00029145,66.3,5.9,27.9
E00029146,73.6,4.3,22.1
E00029147,61.9,5.1,33
E00029148,75.7,3.3,20.9
E00029149,65.3,4.7,30
E00029150,71.5,5.3,23.1
E00029151,79.4,5.2,15.5
E00029153,84.5,5.4,10.1
E00029154,78.3,4.9,16.8
E00029155,81.8,4.9,13.3
E00029156,69.7,9.5,20.8
E00029157,58.1,10.8,31.1
E00029158,77.3,7.6,15.1
E00029159,62.5,12.5,25
E00029160,63,8.3,28.7
E00029161,66.8,9.4,23.9
E00029162,63.8,5.9,30.3
E00029163,54,4.8,41.2
E00029164,65.5,3.6,31
E00029165,66.3,3.3,30.4
E00029167,74.5,4.2,21.3
E00029168,67.9,4.8,27.2
E00029169,64.1,0,35.9
E00029170,68.8,7.9,23.3
E00029171,61.2,4.4,34.4
E00029172,64.6,5.5,29.8
E00029173,75,5.7,19.3
E00029174,81.5,7.1,11.3
E00029175,71.2,14.1,14.7
E00029176,92.2,2.2,5.6
E00029177,64.9,7.9,27.3
E00029178,75.5,7.7,16.8
E00029179,82,3.8,14.2
E00029180,79.9,2.7,17.4
E00029181,63.7,22.9,13.4
E00029182,74.9,5.5,19.6
E00029183,80,4.4,15.6
E00029184,84.3,2.1,13.6
E00029185,77.3,7.9,14.8
