geography_code,hh_language-001,hh_language-002,hh_language-003,hh_language-004
E00140528,100,0,0,0
E00140599,99.1,0.9,0,0
E00140600,99.1,0.9,0,0
E00140602,100,0,0,0
E00140641,99.2,0.8,0,0
E00140643,97.3,0.9,0,1.8
E00140644,97.7,2.3,0,0
E00140645,97.9,0,1.4,0.7
E00140646,98.4,0.8,0,0.8
E00140647,100,0,0,0
E00140649,96.7,0,3.3,0
E00140650,99.3,0,0.7,0
E00140651,100,0,0,0
E00140652,95,1.2,0.6,3.1
E00140692,96.4,2.6,0,1
E00140693,98.6,0,0,1.4
E00140694,99.1,0,0,0.9
E00140695,96.1,0.8,0.8,2.4
E00140696,98.6,0.7,0,0.7
E00140698,98.4,1.6,0,0
E00140699,96.9,0.6,0.6,1.9
E00140700,93.8,1.5,2.3,2.3
E00140701,98.4,0.5,0,1.1
E00140702,96.5,1.8,0,1.8
E00140703,96.6,0,0.7,2.7
E00140704,93.5,1.4,1.4,3.6
E00140705,97.9,0.7,1.4,0
E00140706,93.1,2.5,1.3,3.1
E00140707,89.4,1.2,1.8,7.6
E00140708,96,0.7,1.3,2
E00140709,94.8,0.7,0,4.5
E00140710,97.9,0,0,2.1
E00140711,94.9,1.5,2.2,1.5
E00140718,100,0,0,0
E00140719,99.4,0.6,0,0
E00140728,97.9,1.3,0,0.9
E00140729,97.9,2.1,0,0
E00140730,98.4,1.6,0,0
E00140731,97.3,2.7,0,0
E00140732,95.2,2.1,2.1,0.7
E00140734,99.2,0.8,0,0
E00140735,99.1,0,0,0.9
E00140736,98.7,1.3,0,0
E00140737,100,0,0,0
E00140738,99.4,0.6,0,0
E00140739,100,0,0,0
E00140740,98.1,0,0,1.9
E00140741,99.1,0,0,0.9
E00140742,100,0,0,0
E00140743,99.4,0.6,0,0
E00140744,100,0,0,0
E00140745,100,0,0,0
E00140746,99.3,0.7,0,0
E00140747,100,0,0,0
E00140748,100,0,0,0
E00140749,96.1,3.9,0,0
E00141249,97.1,2.9,0,0
E00141447,96.3,0.9,0.9,1.9
E00141448,93,1.4,1.4,4.2
E00141449,95.8,1.1,0,3.2
E00141450,97.4,1.7,0.9,0
E00141482,96.7,1.1,0,2.2
E00141484,96.9,0.8,0,2.4
E00141485,96.8,0.8,0,2.4
E00141487,99.2,0,0,0.8
E00141488,94.7,3.3,0,2
E00141491,99,0,0,1
E00141492,95.3,1.2,1.2,2.4
E00170097,90.2,2.5,2.5,4.9
E00170098,99.1,0,0.9,0
E00170106,93.4,3.9,0,2.6
E00170109,94.8,1.7,1.7,1.7
E00189797,90.3,4.5,0.7,4.5
E00189841,99,1,0,0
E00189861,100,0,0,0
E00189865,96.3,2.9,0,0.7
E00189866,97.4,1.1,0,1.6
E00189876,97.1,0,0,2.9
E00189877,97.8,0.6,1.7,0
E00189878,94.9,1.7,1.3,2.1
E00189894,97.1,2.9,0,0
E00189913,96.1,1.6,0,2.3
E00189914,100,0,0,0
