geography_code,health_in_general_4a-001,health_in_general_4a-002,health_in_general_4a-003
E00067299,78.1,14.5,7.4
E00067300,84.1,12.6,3.2
E00067301,88.9,7.5,3.6
E00067302,79.6,15,5.4
E00067303,77.9,16.8,5.3
E00067304,86.8,10.6,2.6
E00067305,79,13.8,7.2
E00067306,79.5,11.7,8.8
E00067307,83.2,14.1,2.7
E00067308,78.6,15.6,5.8
E00067309,80.2,14.1,5.7
E00067310,83,11.8,5.2
E00067311,78,16.9,5.1
E00067312,77.8,16.9,5.4
E00067313,85.7,11.6,2.7
E00067314,82.6,13.1,4.3
E00067315,82.9,13.5,3.5
E00067316,81.6,12.8,5.5
E00067317,84.4,13.1,2.5
E00067319,88.7,9.6,1.7
E00067320,86.7,9.3,4
E00067321,78.9,14.8,6.4
E00067322,83.4,11.7,4.9
E00067323,85.9,11.1,3
E00067338,86.3,12.1,1.7
E00067339,83,14.9,2.1
E00067341,83.7,12,4.3
E00067342,87.8,10,2.3
E00067343,82.8,11.4,5.8
E00067344,77.3,15.4,7.3
E00067345,72,17.3,10.7
E00067346,77.9,19.2,2.9
E00067347,78.6,15.6,5.8
E00067348,83.4,11.2,5.5
E00067349,72,18.1,9.9
E00067350,75.5,14.7,9.8
E00067351,83.1,11.9,4.9
E00067352,81.9,14.2,3.9
E00067353,86.1,10.1,3.8
E00067354,86,9.7,4.2
E00067355,75.6,18.5,5.9
E00067356,80.6,9.9,9.4
E00067357,81.7,8.9,9.5
E00067358,86.7,10.4,2.9
E00067359,88.9,8.9,2.1
E00067360,86.5,10.1,3.4
E00067361,84.2,11.8,3.9
E00067362,87.1,9.8,3.1
E00067363,79.3,14.1,6.6
E00067364,88.6,8.5,2.9
E00067365,88.2,9.9,1.8
E00067366,88.6,8.5,3
E00067367,63.1,29.6,7.3
E00067368,87.7,8.9,3.5
E00067370,74.3,19,6.6
E00067371,85.9,10.3,3.8
E00067372,85.8,10.9,3.4
E00067373,83.5,11.8,4.7
E00067374,86.2,9.8,4
E00067375,92,6.6,1.4
E00067376,85.3,10.9,3.8
E00067377,88.9,8.9,2.2
E00067378,77.7,13,9.2
E00067379,83.1,14.4,2.5
E00067380,81,14.7,4.3
E00067468,88.7,9.2,2.1
E00067469,89,8.3,2.7
E00067470,86.6,11.3,2.1
E00067471,83,11.6,5.4
E00067472,75.7,17.4,6.9
E00067473,85.3,10.8,3.9
E00067474,79.1,15.9,5
E00067479,87.9,9.6,2.5
E00067480,87.6,10.1,2.3
E00067481,88.2,8.3,3.5
E00067483,66.7,19.9,13.4
E00067484,63.5,19.5,17
E00067485,73.8,18.7,7.5
E00067486,75.1,16.3,8.6
E00067487,87.7,12.3,0
E00067488,85.7,11.4,2.9
E00067490,82.2,11.5,6.3
E00067491,83,14.6,2.4
E00067494,85.8,9.6,4.6
E00067495,82.4,14.4,3.2
E00067496,75.9,17.1,7
E00067497,83.8,13.3,2.9
E00067498,86.2,11.8,2
E00067499,81.5,13.8,4.7
E00067500,86.6,10.9,2.5
E00067501,86.2,9.4,4.4
E00067502,84.5,11.2,4.3
E00067503,81.9,12.9,5.2
E00067504,84.7,12.4,2.9
E00067505,68,15.8,16.2
E00067506,82.6,12.5,4.9
E00067507,78.2,15.6,6.2
E00067508,77.8,19.3,2.8
E00067509,74.6,16.9,8.5
E00067510,85.9,9.7,4.3
E00067511,82.4,13.8,3.8
E00067512,87.3,11.3,1.4
E00067513,83,14.9,2.1
E00067514,81.3,14.5,4.2
E00067515,86.1,10.1,3.8
E00067516,87.9,10.6,1.6
E00067517,85.3,11.5,3.2
E00067518,88.3,8.7,3
E00067519,82.8,12.3,5
E00067520,85.5,13,1.4
E00067521,60,36,4
E00067522,79.4,14.6,6
E00067523,68.6,24.8,6.6
E00067524,84.8,12.9,2.3
E00067525,85.4,11.5,3.1
E00067526,83.7,13.8,2.5
E00067527,74,22,4
E00067528,72.5,20.4,7.1
E00067529,67.7,23.6,8.7
E00067530,88.4,8.9,2.7
E00067531,77.7,16.3,6
E00067532,86.5,10.9,2.6
E00067533,81.4,14.9,3.7
E00067534,92.4,5.2,2.3
E00067535,87.9,9.4,2.7
E00067536,80.6,15.1,4.3
E00067537,78.7,15.2,6.1
E00067543,74.3,15.5,10.2
E00067544,91.1,7.3,1.7
E00067545,87.7,9.9,2.4
E00067546,74.9,17.3,7.8
E00067547,78,14.2,7.8
E00067548,86.1,11.2,2.7
