geography_code,english_proficiency_4a-001,english_proficiency_4a-002,english_proficiency_4a-003
E00067299,98.8,1.2,0
E00067300,98.2,1.8,0
E00067301,96.6,1.6,1.9
E00067302,97.7,1.9,0.4
E00067303,97.8,2.2,0
E00067304,99.7,0.3,0
E00067305,98.1,1.6,0.3
E00067306,96.3,3.4,0.3
E00067307,99.3,0.7,0
E00067308,98.3,1.4,0.3
E00067309,93.5,4,2.5
E00067310,96.3,3.7,0
E00067311,97.4,2.6,0
E00067312,98.4,1.6,0
E00067313,99.7,0.3,0
E00067314,98.3,1.7,0
E00067315,99,1,0
E00067316,95.2,2.7,2.1
E00067317,98.5,1.5,0
E00067319,98.6,1.4,0
E00067320,99.7,0.3,0
E00067321,93.4,5.5,1
E00067322,92.6,5.9,1.4
E00067323,99.1,0.9,0
E00067338,88,10.7,1.3
E00067339,99,1,0
E00067341,95.9,4.1,0
E00067342,97.4,1.6,1
E00067343,91.4,7,1.6
E00067344,91.2,7.5,1.4
E00067345,94.8,3.9,1.3
E00067346,95.4,4.6,0
E00067347,92.7,5.2,2.1
E00067348,91.4,7.5,1.1
E00067349,90.7,6.4,2.9
E00067350,96.1,3.4,0.6
E00067351,96.7,3,0.3
E00067352,93.8,6.3,0
E00067353,90.5,8.5,1
E00067354,94.4,5.6,0
E00067355,87.8,9.5,2.7
E00067356,90,9.2,0.8
E00067357,88.6,8,3.4
E00067358,93.7,4.8,1.5
E00067359,89.2,10.8,0
E00067360,92.7,6.6,0.8
E00067361,95.2,3.3,1.5
E00067362,96.5,3.5,0
E00067363,93.9,4.9,1.2
E00067364,97.8,2.2,0
E00067365,89.7,9.1,1.2
E00067366,90.8,6.9,2.3
E00067367,96.5,3.5,0
E00067368,95.5,4.5,0
E00067370,97.2,2.3,0.5
E00067371,96.5,3.5,0
E00067372,94,5.3,0.8
E00067373,89.6,10.4,0
E00067374,93.4,5.9,0.7
E00067375,89.1,10.4,0.5
E00067376,93.2,5.1,1.7
E00067377,95.5,4.5,0
E00067378,93,6.6,0.4
E00067379,91.3,8,0.6
E00067380,88.3,9.6,2.1
E00067468,93.5,5.6,0.9
E00067469,95.9,4.1,0
E00067470,93.5,5.7,0.7
E00067471,92.3,7.4,0.4
E00067472,94.1,5.6,0.3
E00067473,94.9,5.1,0
E00067474,92.5,6,1.5
E00067479,94.6,5.4,0
E00067480,89.8,9.5,0.7
E00067481,95.1,4.9,0
E00067483,89.9,7.4,2.8
E00067484,86.4,9.4,4.2
E00067485,91.7,6.6,1.7
E00067486,82.3,13.2,4.5
E00067487,91.5,7.6,0.8
E00067488,90.9,8.7,0.4
E00067490,95.7,4.3,0
E00067491,90,9.2,0.8
E00067494,89.7,10.3,0
E00067495,98.2,1.3,0.5
E00067496,100,0,0
E00067497,99.7,0.3,0
E00067498,99.2,0.8,0
E00067499,100,0,0
E00067500,99.6,0.4,0
E00067501,97.9,1.7,0.3
E00067502,98.5,1.1,0.4
E00067503,98.9,0.7,0.4
E00067504,99.1,0.9,0
E00067505,98.6,1.4,0
E00067506,98.9,1.1,0
E00067507,98.9,1.1,0
E00067508,100,0,0
E00067509,98.4,1.6,0
E00067510,99.4,0.6,0
E00067511,98.7,0.9,0.4
E00067512,100,0,0
E00067513,100,0,0
E00067514,98.6,1.1,0.4
E00067515,99.7,0.3,0
E00067516,98.4,1.6,0
E00067517,98.2,1.5,0.4
E00067518,97.8,1.2,0.9
E00067519,99.2,0.8,0
E00067520,99.2,0.4,0.4
E00067521,100,0,0
E00067522,98.9,1.1,0
E00067523,99.1,0,0.9
E00067524,99.2,0.8,0
E00067525,98.8,1.2,0
E00067526,100,0,0
E00067527,98.8,1.2,0
E00067528,97.6,1.6,0.8
E00067529,100,0,0
E00067530,98.6,1.4,0
E00067531,99.6,0.4,0
E00067532,100,0,0
E00067533,98.7,1.3,0
E00067534,100,0,0
E00067535,99.6,0,0.4
E00067536,100,0,0
E00067537,98.2,1.5,0.4
E00067543,88.9,9.6,1.5
E00067544,99.3,0.3,0.3
E00067545,96.4,3.4,0.2
E00067546,97,3,0
E00067547,94.1,4.9,1
E00067548,95.9,3.8,0.3
E00067553,92,6.5,1.4
E00067554,96,3.1,0.9
E00067555,96.2,3.8,0
E00067557,90.9,8.1,1
E00067560,94.7,4.5,0.8
E00067561,95.9,3.3,0.8
E00067562,89.9,8.3,1.8
E00067563,91.1,7.6,1.3
E00067565,97.4,2.6,0
E00067566,88.1,11,0.8
E00067567,94.2,4.6,1.2
E00067568,98.5,1.5,0
E00067569,96,3.3,0.7
E00067570,90.2,7.8,1.9
E00067571,95.1,4.9,0
E00067572,94.2,5.2,0.5
E00067573,94.6,4,1.4
E00067574,94.4,4,1.6
E00067575,88,9.5,2.5
E00067576,98.6,1.4,0
E00067577,89.5,9.5,1
E00067578,100,0,0
E00067579,98,0.7,1.3
E00067580,94.1,5.9,0
E00067581,91.7,7.6,0.7
E00067583,98.8,0.6,0.6
E00067586,99.6,0.4,0
E00067595,98.4,1.1,0.5
E00067596,93.6,5.3,1.1
E00067598,92,6.8,1.2
E00067599,93.4,5.8,0.9
E00067600,91.1,6.5,2.3
E00067601,98.8,1.2,0
E00067602,97.7,2.3,0
E00067603,99,0.7,0.3
E00067604,96.1,3.9,0
E00067605,96,4,0
E00067606,96.4,2.4,1.2
E00067607,98.9,1.1,0
E00067609,94.8,4.8,0.3
E00067611,94.7,4.9,0.4
E00067612,99.1,0.9,0
E00067613,95,4.6,0.4
E00067614,94.1,5.2,0.7
E00067615,97.1,2.2,0.7
E00067616,100,0,0
E00067617,94.3,5.3,0.4
E00067619,95.1,4.3,0.6
E00067633,98,2,0
E00067634,96.5,2.8,0.7
E00067635,93.4,6.3,0.3
E00067636,85.1,14.9,0
E00067657,93.9,5.1,1
E00067658,93.5,5.6,0.9
E00067660,93.2,5.2,1.6
E00067664,98,2,0
E00067665,99.7,0.3,0
E00067666,97,2.6,0.4
E00067668,100,0,0
E00067670,95.8,3.1,1
E00067671,98.9,0.8,0.2
E00067672,94.3,3.3,2.5
E00067673,97.3,2.7,0
E00067674,97.7,1.9,0.4
E00067675,98.3,1.7,0
E00067676,94.9,4.7,0.3
E00067677,95.2,2.6,2.2
E00067678,98.5,1.1,0.4
E00067679,96.7,3,0.3
E00067680,96.3,3.7,0
E00067681,96.9,3.1,0
E00067682,93.7,4.7,1.6
E00067685,98.2,1.3,0.4
E00067686,100,0,0
E00067688,97.7,1.9,0.4
E00067689,98.8,0.8,0.4
E00067691,97,2.8,0.2
E00067692,96.9,2.7,0.4
E00067693,96.4,3.2,0.5
E00067694,100,0,0
E00067695,99.4,0.6,0
E00067696,99.1,0.6,0.3
E00067697,98.7,1.3,0
E00067698,99.6,0.4,0
E00067699,95.5,3.6,0.9
E00067700,98.3,1.4,0.3
E00067701,98.8,0.4,0.8
E00067702,100,0,0
E00067703,97.4,2.6,0
E00067704,98.6,1.4,0
E00067742,91.8,8.2,0
E00067775,99.2,0.8,0
E00067776,99.7,0.3,0
E00067777,99.3,0.7,0
E00067778,97.4,1.3,1.3
E00067779,97.7,2,0.3
E00067780,100,0,0
E00067781,98.2,1.8,0
E00067782,99.6,0.4,0
E00067783,99.4,0.6,0
E00067784,97.1,2,0.9
E00067786,99,1,0
E00067787,99.3,0.4,0.4
E00067788,99.7,0.3,0
E00067789,97.6,1.5,0.9
E00067790,99.3,0.7,0
E00067791,96.6,3.4,0
E00067792,98,2,0
E00067793,92.6,6.3,1.1
E00067794,98.2,1.8,0
E00067795,97.1,1.9,1
E00067796,89.1,10.9,0
E00067798,98.3,1.7,0
E00067799,99.6,0.4,0
E00067800,96.1,3.4,0.5
E00067801,91.5,6.1,2.4
E00067802,96.6,3.4,0
E00067803,98.4,1.6,0
E00067804,95.8,4.2,0
E00067805,97.8,1.9,0.4
E00067806,98.5,1.5,0
E00067807,97.5,2.5,0
E00067808,97.9,1.8,0.3
E00067810,97.6,2.4,0
E00067811,91.2,6.9,1.9
E00067812,96.1,2.8,1.1
E00067813,96.5,3.2,0.3
E00067814,96.2,3.1,0.8
E00067815,91.1,7.3,1.5
E00067816,94.8,3.7,1.5
