geography_code,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00067299,28.1,41.3,25.6,5
E00067300,13.1,52.6,27,7.3
E00067301,9.9,42,41.2,6.9
E00067302,10.4,52.8,28.3,8.5
E00067303,13.9,51.4,24.3,10.4
E00067304,11.1,43.7,34.1,11.1
E00067305,24.4,43.5,27.5,4.6
E00067306,28.1,49.2,13.3,9.4
E00067307,13.6,46.4,30.7,9.3
E00067308,20.8,57.7,17.7,3.8
E00067309,20,42.6,24.3,13
E00067310,30.3,42.6,17.2,9.8
E00067311,22.8,43.4,27.2,6.6
E00067312,29.9,45.5,20.9,3.7
E00067313,6.3,43.7,42.9,7.1
E00067314,19.5,51,19.5,10.1
E00067315,18.7,52.2,23.9,5.2
E00067316,23.2,39.1,27.8,9.9
E00067317,14.7,45.7,31.9,7.8
E00067319,16,38.9,37.5,7.6
E00067320,17.2,38.8,32.8,11.2
E00067321,17.6,61.8,16.2,4.4
E00067322,28.8,40.5,24.2,6.5
E00067323,13,48.6,29,9.4
E00067338,36.8,47,15.4,0.9
E00067339,24.8,57.5,13.3,4.4
E00067341,44.4,39.9,14,1.7
E00067342,14.5,52.9,28.3,4.3
E00067343,21.8,48.7,20.5,9
E00067344,36.3,44.6,14,5.1
E00067345,39.3,45.9,11.9,3
E00067346,29.3,54.1,13.5,3
E00067347,43.5,38.2,14.5,3.8
E00067348,33.3,42.7,18.8,5.1
E00067349,52.2,35.5,8,4.3
E00067350,35,41.1,17.8,6.1
E00067351,40.5,39.7,16.7,3.2
E00067352,31.1,50,13.2,5.7
E00067353,36.2,43.3,16.5,3.9
E00067354,27.8,54.9,15.8,1.5
E00067355,33.1,49.2,12.3,5.4
E00067356,29.1,47.5,21.3,2.1
E00067357,39.2,35.2,21.6,4
E00067358,40.5,49.1,7.8,2.6
E00067359,39.2,47.1,11.8,2
E00067360,39,48.5,11,1.5
E00067361,35.7,51.6,9.5,3.2
E00067362,35.9,44.7,14.6,4.9
E00067363,52,42.3,4.1,1.6
E00067364,22.9,51.1,20.6,5.3
E00067365,33.3,49.4,14.7,2.6
E00067366,41.1,45,10.1,3.9
E00067367,47,45.2,6.1,1.7
E00067368,36.1,48.3,12.9,2.7
E00067370,35.9,50,10.9,3.1
E00067371,23.5,50.4,19.3,6.7
E00067372,18.7,62.7,14.2,4.5
E00067373,43.1,33.8,15.4,7.7
E00067374,24.1,56,17.7,2.1
E00067375,21.1,57.1,19.7,2
E00067376,31.7,52.5,13.3,2.5
E00067377,31.8,50.7,14.2,3.4
E00067378,50,37.7,9.2,3.1
E00067379,20.7,45.9,29.7,3.6
E00067380,31.6,40.6,21.1,6.8
E00067468,28.4,56.4,11.8,3.3
E00067469,31.1,50,14.2,4.7
E00067470,47,40.2,9.4,3.4
E00067471,46.7,37.4,12.1,3.7
E00067472,38.4,51.4,8.2,2.1
E00067473,43.9,44.7,9.1,2.3
E00067474,38.3,50.8,9.4,1.6
E00067479,31.7,54.8,11.5,1.9
E00067480,38.6,52.8,7.9,0.8
E00067481,38.4,45.5,14.1,2
E00067483,66.4,33.6,0,0
E00067484,66.4,32.8,0.8,0
E00067485,56.6,33.1,7.6,2.8
E00067486,65.9,29.4,3.5,1.2
E00067487,39,48.3,11,1.7
E00067488,44.4,47,5.3,3.3
E00067490,47.4,36.4,11.6,4.6
E00067491,43.8,43.1,13.1,0
E00067494,40.5,50.4,8.4,0.8
E00067495,11.2,46.7,32,10.1
E00067496,11.7,36.2,34.4,17.8
E00067497,9.9,48.4,33.5,8.1
E00067498,12.4,38,44.6,5
E00067499,23,45.9,25.2,5.9
E00067500,17.8,48.9,27.4,5.9
E00067501,18.6,41.5,34.7,5.1
E00067502,15.6,49.2,26.6,8.6
E00067503,25.5,41.8,26.2,6.4
E00067504,7.8,43.1,38.2,10.8
E00067505,28.9,43,25.6,2.5
E00067506,16.8,44.5,30.3,8.4
E00067507,22.3,53.2,18,6.5
E00067508,19.5,53.4,23.7,3.4
E00067509,37.1,36.1,23.7,3.1
E00067510,16.1,24.8,46.3,12.8
E00067511,13.2,54.7,30.2,1.9
E00067512,7.1,42,41.1,9.8
E00067513,8.1,39.5,39.5,12.9
E00067514,7.5,49.2,33.3,10
E00067515,5.6,36.3,47.6,10.5
E00067516,4.1,39.3,38.5,18
E00067517,7.3,38.5,45,9.2
E00067518,4.9,42.6,38.5,13.9
E00067519,7.8,48.4,36.7,7
E00067520,4.1,58.7,28.9,8.3
E00067521,34.6,46.2,16.3,2.9
E00067522,14,55.1,25,5.9
E00067523,19,55.4,16.5,9.1
E00067524,7.7,47.1,40.4,4.8
E00067525,8,43.4,39.8,8.8
E00067526,9.8,49.2,31.1,9.8
E00067527,25.5,47.1,23.5,3.9
E00067528,28.9,43.7,19.7,7.7
E00067529,40,43,15,2
E00067530,4.1,54.9,34.4,6.6
E00067531,11.9,51.7,34.7,1.7
E00067532,13.4,58,22.7,5.9
E00067533,18.5,46,26.6,8.9
E00067534,11.8,29.4,32.4,26.5
E00067535,10.2,43.8,39.8,6.3
E00067536,10,40,40.9,9.1
E00067537,12.9,43.1,35.3,8.6
E00067543,49.1,41.1,8.9,0.9
E00067544,12.5,55.8,26.7,5
E00067545,23.4,50.8,24.2,1.6
E00067546,27.4,47,18.8,6.8
E00067547,43.3,37.2,15.2,4.3
E00067548,18.8,54.7,19.5,7
E00067553,45.7,39.1,14.2,1
E00067554,21.8,48.4,24.2,5.6
E00067555,14.5,51.9,28.2,5.3
E00067557,30,49.8,18.4,1.9
E00067560,48.4,36.5,15.1,0
E00067561,32.6,50,13.2,4.2
E00067562,43.5,34.7,20.2,1.6
E00067563,26.6,46.8,17.3,9.4
E00067565,45.3,39.1,13.3,2.3
E00067566,33.6,45.3,18.2,2.9
E00067567,59.1,30.9,9.1,0.9
E00067568,20.3,49.2,21.1,9.4
E00067569,29.2,45.8,20,5
E00067570,26.7,46,22.8,4.5
E00067571,20.7,46.3,28.9,4.1
E00067572,30.6,52.9,14.1,2.4
E00067573,29.5,47.3,17.1,6.2
E00067574,40.4,44.7,13.2,1.8
E00067575,44.7,36.9,14.9,3.5
E00067576,3.3,51.2,36.4,9.1
E00067577,35.8,47,12.7,4.5
E00067578,15.5,59.1,22.7,2.7
E00067579,10.7,51.9,30.5,6.9
E00067580,13.7,51.6,27.4,7.3
E00067581,39.8,50.2,7.6,2.4
E00067583,7,50.8,32.8,9.4
E00067586,14.3,50.4,30.1,5.3
E00067595,15.1,43.6,33.5,7.8
E00067596,43,45.8,9.3,1.9
E00067598,37.7,43.1,16.2,3.1
E00067599,33.1,52,15,0
E00067600,25.2,54.6,14.3,5.9
E00067601,32.2,48.5,16.4,2.9
E00067602,17.6,49.6,26.4,6.4
E00067603,9,46.7,33.6,10.7
E00067604,32.5,50,14.3,3.2
E00067605,28.1,52.9,15.7,3.3
E00067606,37.4,49.6,12.2,0.7
E00067607,33.8,49.6,12,4.5
E00067609,37.1,44.1,15.4,3.5
E00067611,24.6,53.3,18.9,3.3
E00067612,11.3,57.4,27.7,3.5
E00067613,61,32.9,6.1,0
E00067614,61.3,30.7,7.3,0.7
E00067615,10.3,54.7,27.4,7.7
E00067616,13.4,45.7,33.1,7.9
E00067617,27.7,60.8,10.8,0.8
E00067619,19.6,49.3,23.9,7.2
E00067633,36.6,48.5,13.4,1.5
E00067634,15,56.6,23,5.3
E00067635,24.3,64.2,9.5,2
E00067636,38.9,47.9,12.5,0.7
E00067657,31.9,44.8,18.1,5.2
E00067658,47.1,45.1,6.5,1.3
E00067660,39.3,41.4,15,4.3
E00067664,20.4,47.8,25.7,6.2
E00067665,10.6,45.1,35.2,9.2
E00067666,22.6,48.9,23.3,5.3
E00067668,8.8,49.6,29.9,11.7
E00067670,6.3,52,27.6,14.2
E00067671,7.8,45.8,36.3,10.1
E00067672,24.2,52.3,17.2,6.3
E00067673,25,42.9,27.7,4.5
E00067674,13.1,45.9,32.8,8.2
E00067675,21.2,56.8,15.3,6.8
E00067676,14.5,49.6,27.5,8.4
E00067677,17.4,48.8,28.1,5.8
E00067678,15.1,50.8,26.2,7.9
E00067679,11.5,48.4,30.3,9.8
E00067680,28.4,40.7,25.5,5.4
E00067681,18.5,46.6,25.3,9.6
E00067682,13.5,52.4,22.2,11.9
E00067685,12.3,50.8,27.9,9
E00067686,10.2,54.7,27.3,7.8
E00067688,12.4,47.9,29.8,9.9
E00067689,19.7,51.2,23.6,5.5
E00067691,12.1,48.1,32,7.8
E00067692,22,42.3,28.5,7.3
E00067693,24.1,47.4,24.1,4.3
E00067694,15,49,24,12
E00067695,29.7,50,17.4,2.9
E00067696,22.7,41.4,26.6,9.4
E00067697,30.9,43.3,19.6,6.2
E00067698,27.8,46.1,22.6,3.5
E00067699,35.8,51.2,11.4,1.6
E00067700,46.5,41.4,10.2,1.9
E00067701,41,38.5,17.2,3.3
E00067702,36.5,48.4,12.7,2.4
E00067703,18.8,52.6,20.3,8.3
E00067704,31.7,61.1,7.1,0
E00067742,55.6,38.1,5.6,0.6
E00067775,2,28,47,23
E00067776,6.5,36.3,41.1,16.1
E00067777,15.3,38.1,34.7,11.9
E00067778,7.2,41.6,40,11.2
E00067779,6.5,45.3,34.5,13.7
E00067780,9.2,50,33.3,7.5
E00067781,15.5,38,34.1,12.4
E00067782,11.5,49.2,35.2,4.1
E00067783,6.3,36.4,38.5,18.9
E00067784,8.7,39.1,35.4,16.8
E00067786,10.9,41.4,35.9,11.7
E00067787,8.1,45,38.7,8.1
E00067788,12.5,42.2,35.2,10.2
E00067789,6.8,34.6,41.4,17.3
E00067790,15.1,44.4,31,9.5
E00067791,9,45.1,36.1,9.8
E00067792,15.8,43.9,34.2,6.1
E00067793,26.6,54.8,16.4,2.3
E00067794,16.8,52.2,23.9,7.1
E00067795,13.2,48.2,27.2,11.4
E00067796,4.8,55.6,33.9,5.6
E00067798,29.1,40.2,23.9,6.8
E00067799,26,52.8,16.5,4.7
E00067800,15.4,41.8,35.2,7.7
E00067801,8.3,59.2,25.8,6.7
E00067802,12.7,46,31,10.3
E00067803,10.1,47.3,34.9,7.8
E00067804,14.5,54.2,26,5.3
E00067805,15,44.2,34.2,6.7
E00067806,18.8,55.5,16.4,9.4
E00067807,14.5,57.3,26,2.3
E00067808,11.2,42.7,35.7,10.5
E00067810,18.5,53.2,23.4,4.8
E00067811,14.5,56.6,25.7,3.3
E00067812,12.1,46.3,32.9,8.7
E00067813,9.3,45,38.4,7.3
E00067814,9.1,39.4,37.4,14.1
E00067815,6,41,39.2,13.9
E00067816,17.7,40.4,27.7,14.2
E00067817,15.4,48.5,30.1,5.9
E00067818,19.5,40.7,26,13.8
E00067819,11.3,49.3,26.8,12.7
E00067820,10.3,44.8,34.5,10.3
E00067821,20.5,50.8,15.6,13.1
E00067822,19.8,49.6,24.4,6.1
E00067823,14.6,47.2,28.5,9.8
E00067824,19.4,49.3,22.9,8.3
E00067825,11.8,47.3,34.5,6.4
E00067826,9.9,48.8,29.7,11.6
E00067828,5.2,34.5,48.5,11.9
E00067829,9.3,31.8,45.7,13.2
E00067830,5.9,40.4,40.4,13.2
E00067831,5.3,47.7,40.2,6.8
