geography_code,hh_family_composition_4a-001,hh_family_composition_4a-002,hh_family_composition_4a-003
E00024760,2.2,22.3,75.5
E00024772,3.5,17.7,78.7
E00024773,1.4,25.7,72.9
E00024966,4.8,13.7,81.5
E00024967,3.8,20.6,75.6
E00024968,6,30.8,63.2
E00024971,3.6,13.6,82.8
E00024972,2.7,15.4,81.9
E00024973,7.8,17.2,75
E00024974,6.7,19.2,74
E00024975,4.2,33.3,62.5
E00024976,5.9,26.7,67.3
E00024977,5.3,19.5,75.2
E00024978,3.1,31.5,65.4
E00024979,5.1,16.1,78.8
E00024996,0.8,24.6,74.6
E00024997,6.8,21.2,72
E00024998,4.1,13,82.9
E00024999,4,22.6,73.4
E00025000,7.3,14.6,78
E00025001,0.8,20.3,78.9
E00025002,5.8,29.5,64.7
E00025003,4.8,28.9,66.3
E00025004,5.9,32.2,62
E00025005,0.8,30,69.2
E00031488,5.8,20.3,73.9
E00031489,4.9,20.4,74.8
E00031490,6.5,26.8,66.7
E00031491,0,36.6,63.4
E00031492,3.4,18.8,77.8
E00031493,2.3,28,69.7
E00031494,5.3,31.9,62.8
E00031495,2.8,35.5,61.7
E00031496,6.2,46.2,47.7
E00031497,1.4,41,57.6
E00031498,4.8,38.9,56.3
E00031499,6,23.2,70.9
E00031500,4.3,24.1,71.6
E00031501,6,37.7,56.3
E00031503,3.1,38.8,58.2
E00031504,4,14.9,81.2
E00031505,4.4,35.4,60.1
E00031506,4.9,28.8,66.3
E00031508,3,29.6,67.4
E00031509,2.9,17.6,79.4
E00031510,3.7,33.1,63.2
E00031511,6.1,47,47
E00031512,2.8,29.8,67.4
E00031513,4.4,41.2,54.4
E00031514,7.1,34.1,58.7
E00031516,4.3,42,53.6
E00031517,6.7,31.9,61.3
E00031518,4.2,34.5,61.3
E00031519,2.8,40.4,56.7
E00031520,9.9,32.4,57.7
E00031521,5.9,31.9,62.2
E00031522,2.3,20.3,77.3
E00031523,2.4,35.2,62.4
E00031524,3.6,27.7,68.8
E00031525,2.4,24,73.6
E00031526,5.3,26.7,67.9
E00031527,4.2,11,84.7
E00031528,4.5,9.1,86.4
E00031529,2.4,18.7,78.9
E00031530,0.8,37.6,61.7
E00031531,5.1,32.3,62.6
E00031532,2.5,24.8,72.6
E00031533,4.5,24.5,71
E00031534,2.5,28.6,68.9
E00031535,7.5,20.1,72.4
E00031536,4.2,20.8,75
E00031537,5,15.7,79.3
E00031538,5.2,39.1,55.7
E00031539,2.8,35.7,61.5
E00031540,2.1,31,66.9
E00031541,7,28.7,64.3
E00031542,5.8,30.1,64.1
E00031543,2.8,29.9,67.4
E00031544,6.4,30.3,63.3
E00031545,2.4,25,72.6
E00031546,3.1,31.1,65.8
E00031547,0.8,24.4,74.8
E00031548,4.3,28.4,67.4
E00031550,2.4,18.9,78.7
E00031551,0.8,28.8,70.3
E00031552,1.1,52.5,46.4
E00031553,7.7,16.2,76.2
E00031554,4.1,6.6,89.3
E00031555,2.3,13.3,84.4
E00031556,4.2,35,60.8
E00031559,5,37.2,57.8
