geography_code,hh_language-001,hh_language-002,hh_language-003,hh_language-004
E00131960,46.5,6.3,8.5,38.7
E00131961,49.2,5.1,6.8,39
E00131962,41.9,4.7,9.3,44.2
E00131964,65,6,3.4,25.6
E00131965,66.7,0,1.4,32
E00131966,42.4,6.1,5.3,46.2
E00131979,50.2,8.6,6,35.2
E00131980,58.4,6.2,5.6,29.8
E00131981,77.2,2.4,3.9,16.5
E00131982,43.9,4.5,5.7,45.9
E00131983,47.2,3.1,4.9,44.8
E00131984,57.4,4.4,7.4,30.9
E00131985,69.5,5.1,7.6,17.8
E00131986,50.7,7,12.7,29.6
E00131987,44.4,18.3,9.2,28.2
E00131988,50.2,5.4,6.8,37.6
E00131989,55.9,7.6,9.7,26.9
E00131990,62.2,4.2,2.5,31.1
E00131991,85.8,2.2,3,9
E00131994,88.5,2.3,2.3,6.9
E00131995,89.5,4.5,3,3
E00132002,64.4,4.9,4.9,25.8
E00132005,91.5,1.7,1.7,5.1
E00132006,80,3.7,5.9,10.4
E00132011,95.8,1.2,0.6,2.4
E00132012,97.9,0,1.4,0.7
E00132013,97.4,0,1.3,1.3
E00132021,95.3,0,1.6,3.1
E00132022,97.4,1,0,1.5
E00132023,94,3.4,1.7,0.9
E00132024,95,1,2,2
E00132025,96.3,1.8,0.6,1.2
E00132027,97.8,0.7,0,1.5
E00132029,93.1,1.4,0.7,4.9
E00132030,87,3.1,4.6,5.3
E00132032,85.9,0.8,4.7,8.6
E00132034,80.1,3.8,3.2,12.9
E00132036,96.4,2.4,0,1.2
E00132037,98.8,0,0.6,0.6
E00132038,75.2,5.1,3.4,16.2
E00132039,67.5,4.8,7.1,20.6
E00132040,65.2,2.5,3.7,28.6
E00132041,85.2,3.5,3.5,7.8
E00132042,81,4.9,3.8,10.3
E00132043,73.6,5.5,8.8,12.1
E00132044,85.3,4.7,4.7,5.4
E00132045,77.5,7.2,3.6,11.6
E00132046,85.8,2.4,3.1,8.7
E00132047,80.2,4,4.5,11.3
E00132048,98,0.7,0,1.4
E00132049,71.4,3.4,1.7,23.5
E00132061,72.5,3.3,7.5,16.7
E00132062,57.9,4.9,6.1,31.1
E00132063,42.4,6,6.6,45
E00132064,48.8,3,6,42.3
E00132065,54.9,3.8,1.5,39.8
E00132066,50.3,3.1,6.9,39.6
E00132067,68.3,6.2,5,20.5
E00132068,75,3.6,4.5,17
E00132069,75.9,2.4,6,15.7
E00132070,71.6,4.5,5.2,18.7
E00132071,80.7,4.2,1.7,13.4
E00132072,75.7,2.8,6,15.6
E00132073,56.3,5.3,5.8,32.7
E00132074,75,2,5.9,17.1
E00132075,84,4.8,4.8,6.4
E00132076,86.2,2.3,0,11.5
E00132077,83.1,1.5,3.1,12.3
E00132078,86.6,0.8,2.5,10.1
E00132079,64.7,3.6,4.3,27.3
E00132080,82.6,3.5,1.2,12.8
E00132081,72.6,2.4,1.6,23.4
E00132082,89.3,2.9,2.9,5
E00132083,85.6,2.3,0.8,11.4
E00132084,84.7,4,4,7.3
E00132085,82.3,5,3.5,9.2
E00132086,76.8,0.7,5.8,16.7
E00132088,87.2,4.1,3.7,5
E00132089,69.9,3.6,3.6,22.9
E00132090,84.1,4,4,7.9
E00132091,81.2,4.2,2.6,12
E00132092,44,7.8,4.3,44
E00132093,76.6,4,4,15.3
E00132094,77.4,3.2,1.6,17.7
E00132095,54.5,5,7.4,33.1
E00132096,56.2,5.2,9,29.6
E00132097,85.5,1.5,2.3,10.7
E00132098,86.7,1.6,3.1,8.6
E00132099,84.6,1,2.6,11.8
E00132100,58.7,5.8,7.2,28.3
E00132101,69.7,1.6,9,19.7
E00132102,91.7,0,2.5,5.8
E00132103,74.6,4.1,4.9,16.4
E00132104,72.4,3.4,2.1,22.1
E00132105,37,7.9,7.1,48
E00132106,51.1,3.7,5.2,40
E00132107,43.3,7.5,3,46.3
E00132108,87,2.6,2.6,7.8
E00132109,54.3,3.1,10.1,32.6
E00132110,51.5,5.3,5.3,37.9
E00132111,97.7,0,1.6,0.8
E00132112,96.3,0,0.6,3.1
E00132113,97.6,0.8,0,1.6
E00132115,93.3,4,0.7,2
E00132116,97.3,0,0.9,1.8
E00132117,91.4,1.8,1.8,5
E00132118,96.7,1.7,0,1.7
E00132119,98.3,0,0,1.7
E00132120,94.2,2.2,0.7,2.9
E00132121,99.5,0.5,0,0
E00132123,92,2,2,4
E00132124,93.7,0.9,1.4,4.1
E00132125,90.1,3.1,3.1,3.8
E00132128,83.9,2.7,4,9.4
E00132129,48,4.8,7.2,40
E00132130,52.8,5.7,3.1,38.4
E00132131,49.4,4.5,6.4,39.7
E00132132,74.8,5.2,6.1,13.9
E00132133,82.5,3.2,2.4,11.9
E00132134,85.4,4.1,2.4,8.1
E00132135,71.2,3.9,4.4,20.5
E00132136,83.1,2.4,4.8,9.7
E00132137,63.2,12,3.4,21.4
E00132138,65.6,6.3,10.4,17.7
E00132139,59.1,1.8,8.2,30.9
E00132140,60.9,4.3,3.6,31.2
E00132141,95,0,0,5
E00132142,90.5,3.4,1.7,4.3
E00132143,94.4,1.6,0,4
E00132144,91.5,2.3,3.8,2.3
E00132145,93.5,5.1,0.7,0.7
E00132146,87.3,1.7,2.5,8.5
E00132147,89.5,2.4,0.8,7.3
E00132148,89.4,0,2.5,8.1
E00132149,90.6,3.4,0.9,5.1
E00132151,81.4,5.4,3.9,9.3
