geography_code,legal_partnership_status_3a-001,legal_partnership_status_3a-002
E00131960,28.1,71.9
E00131961,26.9,73.1
E00131962,21.2,78.8
E00131964,36.7,63.3
E00131965,35.7,64.3
E00131966,23.5,76.5
E00131979,29.7,70.3
E00131980,31.1,68.9
E00131981,51.6,48.4
E00131982,29.1,70.9
E00131983,31.4,68.6
E00131984,36.5,63.5
E00131985,41.5,58.5
E00131986,34,66
E00131987,29.6,70.4
E00131988,30.7,69.3
E00131989,44.1,55.9
E00131990,33.2,66.8
E00131991,41.8,58.2
E00131994,58,42
E00131995,51.6,48.4
E00132002,38.8,61.2
E00132005,51.1,48.9
E00132006,41.7,58.3
E00132011,43.1,56.9
E00132012,58.7,41.3
E00132013,51.8,48.2
E00132021,46.2,53.8
E00132022,54,46
E00132023,60.2,39.8
E00132024,62.3,37.7
E00132025,61.9,38.1
E00132027,54.2,45.8
E00132029,50.6,49.4
E00132030,28.6,71.4
E00132032,29.8,70.2
E00132034,40.9,59.1
E00132036,46,54
E00132037,62.9,37.1
E00132038,54.5,45.5
E00132039,40.2,59.8
E00132040,34.2,65.8
E00132041,63.2,36.8
E00132042,45.6,54.4
E00132043,62.7,37.3
E00132044,54.2,45.8
E00132045,54,46
E00132046,47.5,52.5
E00132047,58,42
E00132048,56.6,43.4
E00132049,51.7,48.3
E00132061,51.6,48.4
E00132062,27.9,72.1
E00132063,34.8,65.2
E00132064,22.5,77.5
E00132065,19.8,80.2
E00132066,28.3,71.7
E00132067,49.1,50.9
E00132068,35,65
E00132069,38.5,61.5
E00132070,46.6,53.4
E00132071,24.5,75.5
E00132072,38.8,61.2
E00132073,32.3,67.7
E00132074,43.1,56.9
E00132075,46.2,53.8
E00132076,43.1,56.9
E00132077,46.7,53.3
E00132078,44.3,55.7
E00132079,36.2,63.8
E00132080,28.8,71.2
E00132081,35.8,64.2
E00132082,48.6,51.4
E00132083,32.4,67.6
E00132084,39.9,60.1
E00132085,41.1,58.9
E00132086,49.6,50.4
E00132088,54.7,45.3
E00132089,39.3,60.7
E00132090,49.6,50.4
E00132091,47.3,52.7
E00132092,27.3,72.7
E00132093,32.1,67.9
E00132094,39.8,60.2
E00132095,29,71
E00132096,31.3,68.8
E00132097,65.1,34.9
E00132098,59.1,40.9
E00132099,51.9,48.1
E00132100,27.9,72.1
E00132101,44.7,55.3
E00132102,48.2,51.8
E00132103,36.8,63.2
E00132104,29.9,70.1
E00132105,32.7,67.3
E00132106,36,64
E00132107,27.4,72.6
E00132108,49.5,50.5
E00132109,32.1,67.9
E00132110,40.4,59.6
E00132111,49.6,50.4
E00132112,50,50
E00132113,57.6,42.4
E00132115,52.8,47.2
E00132116,52.5,47.5
E00132117,50,50
E00132118,52.4,47.6
E00132119,51.2,48.8
E00132120,43,57
E00132121,53.7,46.3
E00132123,51.8,48.2
E00132124,52.9,47.1
