geography_code,number_bedrooms_5a-001,number_bedrooms_5a-002,number_bedrooms_5a-003,number_bedrooms_5a-004
E00000037,27.8,13.4,40.2,18.6
E00000038,13.7,17.9,35,33.3
E00000039,31.2,58.2,9.2,1.4
E00000040,56.2,37.9,1.8,4.1
E00000041,14.3,26.2,28.6,31
E00000042,90.7,7,0,2.3
E00000043,28.1,28.1,43,0.8
E00000045,22,43.1,28.4,6.4
E00000046,56.1,33.8,5.7,4.5
E00000048,27.3,24,39.3,9.3
E00000049,0,4.4,65.8,29.8
E00000050,32.7,4,55.3,8
E00000051,41.9,11.7,22.3,24
E00000052,42.7,9.3,36,12
E00000053,11.3,12.1,50,26.6
E00000054,3.5,8,53.1,35.4
E00000056,22.4,6.4,56,15.2
E00000057,21.4,56.3,13.5,8.7
E00000061,41,35,18,6
E00000063,13.5,13.5,49.4,23.6
E00000064,9,13,47,31
E00000066,10.2,17.2,47.1,25.5
E00000067,18.9,59.1,16.5,5.5
E00000068,18.4,11.7,37.9,32
E00000069,39.1,36.6,9.9,14.3
E00000236,8.5,56.8,28,6.8
E00000238,21.4,29.9,42.7,6
E00000240,38,18,40.7,3.3
E00000243,29.6,17.6,48.8,4
E00000244,9.9,62,22.3,5.8
E00000245,19.6,25.8,54.6,0
E00000246,12,15,55,18
E00000247,3.3,16.3,56.9,23.6
E00000249,51.1,19.7,21.2,8
E00000251,28.9,51.4,10.1,9.6
E00000253,26.7,55.6,13.3,4.4
E00000256,31.7,36.5,30.2,1.6
E00000257,12,56.3,27.5,4.2
E00000258,39.4,44.2,10.6,5.8
E00000260,10.2,78.1,6.3,5.5
E00000263,21.2,51.4,25.9,1.4
E00017603,35.2,34.4,24,6.4
E00017604,58.4,20.1,11.4,10.1
E00017605,22,41.5,23.8,12.8
E00017607,13.8,31.2,32.6,22.5
E00017608,10.3,37.1,33.6,19
E00017609,18.9,10.8,53.2,17.1
E00017610,1,20.6,57.7,20.6
E00017611,15.8,57.9,16.8,9.5
E00017612,12.6,50.5,22.3,14.6
E00017614,25.7,37.6,33.7,3
E00017616,22.4,36.7,34.7,6.1
E00017617,18.2,50.9,28.2,2.7
E00017618,2.4,12.9,41.2,43.5
E00017619,4.2,61,31.4,3.4
E00017620,23.6,53.5,22.2,0.7
E00017621,31.7,48,16.3,4.1
E00017623,8.5,31.6,47,12.8
E00017624,36.3,38.5,25.2,0
E00017625,37.7,23.8,29.5,9
E00017627,1,41.9,54.3,2.9
E00017628,6.8,28.4,44.6,20.3
E00017629,22.8,59.3,11.4,6.5
