geography_code,english_proficiency_4a-001,english_proficiency_4a-002,english_proficiency_4a-003
E00000037,48.7,35.9,15.4
E00000038,55.2,29.2,15.6
E00000039,60.1,30.5,9.5
E00000040,60.3,31.2,8.5
E00000041,64,25.1,10.9
E00000042,70.3,20.3,9.4
E00000043,76.7,18.6,4.7
E00000045,61.4,29.8,8.8
E00000046,64,30.5,5.5
E00000048,80.5,15,4.4
E00000049,73,18.9,8.2
E00000050,72.5,20,7.5
E00000051,49.8,39.6,10.5
E00000052,71.9,22.5,5.7
E00000053,60.1,30.9,9
E00000054,57.9,29.8,12.2
E00000056,72.4,20.7,6.9
E00000057,66.5,25.4,8.1
E00000061,69.4,23.3,7.4
E00000063,55.2,30.7,14.1
E00000064,66.8,26.5,6.8
E00000066,49.5,34.7,15.8
E00000067,57.2,35,7.8
E00000068,57.9,29.5,12.6
E00000069,71.9,20.3,7.8
E00000236,69.5,22.8,7.8
E00000238,74.4,16.5,9
E00000240,78.9,16.9,4.2
E00000243,70.6,24.9,4.5
E00000244,69.9,25.6,4.5
E00000245,78.6,16.1,5.3
E00000246,59.6,32,8.5
E00000247,50.5,36.9,12.6
E00000249,68.3,25.5,6.2
E00000251,68.5,29.5,2
E00000253,68.8,26.8,4.5
E00000256,74.4,18.9,6.7
E00000257,67.4,26.3,6.3
E00000258,65.4,31.7,2.9
E00000260,65.6,28.5,5.8
E00000263,73.8,19.2,7
E00017603,65.7,27.6,6.7
E00017604,84.3,11.3,4.4
E00017605,59.5,33.8,6.7
E00017607,64.3,28.3,7.4
E00017608,60.3,32.9,6.8
E00017609,77.3,16.7,6
E00017610,81.1,17,2
E00017611,66.7,24.4,8.9
E00017612,76.4,18.1,5.6
E00017614,63.4,31.9,4.8
E00017616,63.4,24.6,11.9
E00017617,58.1,32.7,9.2
E00017618,83.4,11.4,5.2
E00017619,74.5,18,7.5
E00017620,54.2,38.1,7.7
E00017621,59.1,33.4,7.5
E00017623,55.8,31.9,12.3
E00017624,55.7,36.4,7.9
E00017625,66.1,25.7,8.2
E00017627,49.4,43.7,6.9
E00017628,75.7,16,8.2
E00017629,71.9,20.2,7.9
E00017630,70.4,20.5,9.1
E00017631,68.8,23.7,7.6
E00017632,71.3,24.1,4.5
E00017633,75.6,17.6,6.7
E00017634,47.2,42.1,10.8
E00017635,47.4,42.6,10
E00017636,70.3,21.9,7.8
E00017637,83,10.6,6.4
E00017638,59.8,35.4,4.8
E00017639,84.1,14.9,1
E00017640,62.8,29.3,8
E00017641,73.5,18.3,8.2
E00017642,74.3,19.7,6
E00017644,61.7,28.8,9.5
E00017645,78.2,14.3,7.5
E00017646,57.7,28.7,13.6
E00017647,65.4,24.8,9.8
E00017649,47.2,41,11.8
E00017650,80.6,12.9,6.5
E00017654,66.4,23.3,10.2
E00017655,63.4,26.6,10
E00017656,73.3,19.1,7.6
E00017657,69.1,24.4,6.5
E00017658,67.2,26.7,6.1
E00017659,67.9,27.7,4.4
E00017660,68,25.4,6.7
E00017661,68.8,23.6,7.6
E00017662,74.2,21,4.8
E00017663,72,22.2,5.8
E00017664,51.5,33.4,15.1
E00017665,49.1,36.9,14
E00017666,57.8,30.2,12.1
E00017668,39.6,23.4,37
E00017669,56.4,34.7,8.9
E00017671,62.3,28.7,9.1
E00017672,54.7,35,10.2
E00017673,67.7,24,8.3
E00017674,64.3,28,7.7
E00017676,52.9,31.5,15.6
E00017677,62.2,29.3,8.5
E00017678,60.4,28.5,11.2
E00017679,59.2,29.9,10.9
E00017680,62.4,29.3,8.3
E00017682,76.7,18.6,4.7
E00017683,54.3,37.8,7.9
E00017684,68.4,21.9,9.7
E00017685,71.1,20.8,8.1
E00017686,76.7,18.6,4.7
E00017687,69.7,22.8,7.5
E00017688,70.8,21.7,7.5
E00017689,70.4,19.6,10.1
E00017690,71.1,23.7,5.1
E00017691,75.2,18.1,6.7
E00017692,73,20.5,6.5
E00017693,63,28.3,8.6
E00017694,81.5,13.6,4.9
E00017695,74.4,19.7,5.8
E00017696,73.3,19.3,7.4
E00017697,63,28,9
E00017698,79.6,16.4,4
E00017699,73.7,21.1,5.2
E00017700,77.1,16.2,6.8
E00017701,70.4,23.5,6.1
E00017702,68.2,26.4,5.4
E00017703,61.1,26.5,12.3
E00017704,81.3,16.4,2.3
E00017705,72.5,19.9,7.6
E00017706,62.5,26.6,10.9
E00017707,74.8,19.6,5.6
E00017708,64.4,22.1,13.5
E00017709,69.6,23.4,6.9
E00017710,78.2,18.6,3.3
E00017711,65.4,25.7,8.9
E00017712,69.4,22.7,7.9
E00017713,71.9,22.1,6
E00017715,79.2,14.8,5.9
E00017718,62.8,29.7,7.4
E00017719,66.2,29.5,4.3
E00017720,69.8,26.7,3.6
E00017721,68.6,24.4,7.1
E00017722,61,29.2,9.8
E00017725,80.5,13.8,5.7
E00017728,54.1,36.3,9.6
E00017729,81.3,12.4,6.4
E00017733,78.7,17.2,4.1
E00017734,69.7,23.4,7
E00017735,67.7,25,7.3
E00017736,67.3,21.3,11.3
E00017738,73.6,21.1,5.3
E00017739,68.2,21.9,9.9
E00017740,76.8,17.4,5.8
