geography_code,heating_type_3a-001,heating_type_3a-002
E00000037,3.2,96.8
E00000038,1.7,98.3
E00000039,5,95
E00000040,2.9,97.1
E00000041,0,100
E00000042,3.1,96.9
E00000043,0.8,99.2
E00000045,3.9,96.1
E00000046,1.9,98.1
E00000048,4.6,95.4
E00000049,0.9,99.1
E00000050,3.3,96.7
E00000051,3.9,96.1
E00000052,5.2,94.8
E00000053,0.8,99.2
E00000054,1.8,98.2
E00000056,3.2,96.8
E00000057,3.1,96.9
E00000061,4.9,95.1
E00000063,0,100
E00000064,3,97
E00000066,6.9,93.1
E00000067,1.6,98.4
E00000068,3.9,96.1
E00000069,5,95
E00000236,0,100
E00000238,2.6,97.4
E00000240,1.3,98.7
E00000243,1.7,98.3
E00000244,4.2,95.8
E00000245,3.1,96.9
E00000246,1,99
E00000247,0,100
E00000249,4.3,95.7
E00000251,0.9,99.1
E00000253,0,100
E00000256,4.5,95.5
E00000257,3.5,96.5
E00000258,1.9,98.1
E00000260,1.6,98.4
E00000263,2.8,97.2
E00017603,7.9,92.1
E00017604,0.7,99.3
E00017605,3.7,96.3
E00017607,0.7,99.3
E00017608,0.9,99.1
E00017609,3.6,96.4
E00017610,2,98
E00017611,3.7,96.3
E00017612,0,100
E00017614,8.2,91.8
E00017616,2,98
E00017617,3.5,96.5
E00017618,1.2,98.8
E00017619,0,100
E00017620,3.4,96.6
E00017621,6.6,93.4
E00017623,2.6,97.4
E00017624,10.4,89.6
E00017625,0.8,99.2
E00017627,0,100
E00017628,0.7,99.3
E00017629,4.1,95.9
E00017630,0,100
E00017631,0.5,99.5
E00017632,4.7,95.3
E00017633,1.2,98.8
E00017634,1.6,98.4
E00017635,4.1,95.9
E00017636,0,100
E00017637,2.8,97.2
E00017638,2.3,97.7
E00017639,1.3,98.7
E00017640,3.8,96.3
E00017641,1.1,98.9
E00017642,1.5,98.5
E00017644,4.1,95.9
E00017645,2.3,97.7
E00017646,4.5,95.5
E00017647,2.2,97.8
E00017649,5.2,94.8
E00017650,2.4,97.6
E00017654,0.8,99.2
E00017655,2.9,97.1
E00017656,1.7,98.3
E00017657,3.3,96.7
E00017658,2.7,97.3
E00017659,0.9,99.1
E00017660,1.3,98.7
E00017661,0,100
E00017662,1.3,98.7
E00017663,2.9,97.1
E00017664,5.6,94.4
E00017665,5.3,94.7
E00017666,6.3,93.8
E00017668,1.8,98.2
E00017669,4.7,95.3
E00017671,0,100
E00017672,4.2,95.8
E00017673,2.6,97.4
E00017674,2.2,97.8
E00017676,1.9,98.1
E00017677,1,99
E00017678,0.8,99.2
E00017679,4.7,95.3
E00017680,3.1,96.9
E00017682,1.1,98.9
E00017683,3.5,96.5
E00017684,0,100
E00017685,4.2,95.8
E00017686,0.8,99.2
E00017687,1.4,98.6
E00017688,7.3,92.7
E00017689,3.6,96.4
E00017690,1.5,98.5
E00017691,0.7,99.3
E00017692,0.7,99.3
E00017693,3.2,96.8
E00017694,6.7,93.3
E00017695,2.5,97.5
E00017696,0.9,99.1
E00017697,1.4,98.6
E00017698,0.6,99.4
E00017699,2.9,97.1
E00017700,1.8,98.2
E00017701,2.7,97.3
E00017702,6.8,93.2
E00017703,2.7,97.3
E00017704,3.9,96.1
E00017705,2.6,97.4
E00017706,0.9,99.1
E00017707,0.7,99.3
E00017708,2.8,97.2
E00017709,0,100
E00017710,1.9,98.1
E00017711,1.7,98.3
E00017712,1.9,98.1
E00017713,0.8,99.2
E00017715,3.4,96.6
E00017718,6.5,93.5
E00017719,5.6,94.4
E00017720,2.5,97.5
E00017721,4.3,95.7
E00017722,3.7,96.3
E00017725,5.5,94.5
E00017728,1.2,98.8
E00017729,3.3,96.7
E00017733,5.6,94.4
E00017734,0,100
E00017735,1.9,98.1
E00017736,2.1,97.9
E00017738,1,99
E00017739,1.4,98.6
E00017740,3.2,96.8
E00017741,1.1,98.9
E00017742,2.5,97.5
E00017743,0.7,99.3
E00017744,3.2,96.8
E00017745,2.9,97.1
E00017746,2.9,97.1
E00017747,2,98
E00017748,3.8,96.2
E00017751,2,98
E00017754,1.2,98.8
E00017758,1.9,98.1
E00017759,9.1,90.9
E00017760,3.6,96.4
E00017761,3.5,96.5
E00017762,1.9,98.1
E00017763,2.4,97.6
E00017764,1.8,98.2
E00017765,0.6,99.4
E00017766,1.5,98.5
E00017767,1,99
E00017768,1.1,98.9
E00017769,4.1,95.9
E00017770,2,98
E00017771,3.2,96.8
E00017772,0.9,99.1
E00017773,1,99
E00017774,1.2,98.8
E00017775,1.9,98.1
E00017776,0.8,99.2
E00017777,0.7,99.3
E00017778,1.1,98.9
E00017779,0,100
E00017780,7.1,92.9
E00017781,0.8,99.2
E00017782,3.4,96.6
E00017783,3.6,96.4
E00017784,3,97
E00017785,1.3,98.7
E00017786,1.6,98.4
E00017787,4.4,95.6
E00017788,3.1,96.9
E00017789,2.3,97.7
E00017790,0.7,99.3
E00017791,4,96
E00017792,2.4,97.6
E00017793,5.6,94.4
E00017794,0.7,99.3
E00017795,2.2,97.8
E00017796,1.2,98.8
E00017797,0,100
E00017798,3,97
E00017799,3.2,96.8
E00017801,1.6,98.4
E00017802,2.1,97.9
E00017803,2.8,97.2
E00017804,3.3,96.7
E00017805,4.1,95.9
E00017806,4.4,95.6
E00017807,4.6,95.4
E00017808,2.2,97.8
E00017810,1.5,98.5
E00017811,0,100
E00017812,5.4,94.6
E00017814,0.7,99.3
E00017816,0.7,99.3
E00017817,2.2,97.8
E00017818,0,100
E00017819,2.2,97.8
E00017820,4.2,95.8
E00017821,1.6,98.4
E00017822,2.8,97.2
E00017823,3.1,96.9
E00017824,2.4,97.6
E00017825,5.5,94.5
E00017826,3.2,96.8
E00017827,3.3,96.7
E00017828,2.1,97.9
E00017829,0.7,99.3
E00017830,3.6,96.4
E00017833,2.4,97.6
E00017834,1.3,98.7
E00017835,2.9,97.1
E00017836,3.8,96.2
E00017837,2.2,97.8
E00017839,4.5,95.5
E00017840,0,100
E00017841,0.9,99.1
E00017842,0,100
E00017843,3.9,96.1
E00017844,2.7,97.3
E00017845,1.4,98.6
E00017846,6.7,93.3
E00017847,1.9,98.1
E00017848,2.9,97.1
E00017849,2.1,97.9
E00017854,3.8,96.3
E00017855,2.7,97.3
E00017856,1.9,98.1
E00017857,3.5,96.5
E00017858,1.7,98.3
E00017860,1.7,98.3
E00017861,0.8,99.2
E00017862,4,96
E00017863,2,98
E00017865,2.5,97.5
E00017866,2.8,97.2
E00017867,4.9,95.1
E00017870,2.8,97.2
E00017871,2.6,97.4
E00017872,2.2,97.8
E00017873,3.3,96.7
E00017874,5,95
E00017875,1.3,98.7
E00017876,1.2,98.8
E00017877,5.3,94.7
E00017878,1.9,98.1
E00017879,4.9,95.1
E00017880,0.6,99.4
E00017881,0,100
E00017882,4.5,95.5
E00017883,3,97
E00017884,1.5,98.5
E00017885,2.6,97.4
E00017886,3.1,96.9
E00017887,1.9,98.1
E00017888,3.4,96.6
E00017889,0,100
E00017890,0.9,99.1
E00017891,2.1,97.9
E00017892,0.8,99.2
E00017893,3.6,96.4
E00017894,7.2,92.8
E00017895,1.2,98.8
E00017896,1.3,98.7
E00017897,0,100
E00017898,2.4,97.6
E00017899,3.3,96.7
E00017900,0.7,99.3
E00017901,3,97
E00017903,2.8,97.2
E00017904,1.2,98.8
E00017905,0.9,99.1
E00017906,0.9,99.1
E00017907,0,100
E00017908,2.5,97.5
E00017909,4.5,95.5
E00017910,0.9,99.1
E00017911,2.5,97.5
E00017912,3.6,96.4
E00017913,0.9,99.1
E00017914,0,100
E00017915,2.5,97.5
E00017916,3.8,96.2
E00017917,0,100
E00017918,0,100
E00017919,3.8,96.2
E00017920,2.8,97.2
E00017921,1.5,98.5
E00017922,1.9,98.1
E00017923,2.2,97.8
E00017924,3.2,96.8
E00017926,1.9,98.1
E00017927,0.7,99.3
E00017928,1,99
E00017930,2,98
E00017931,1.5,98.5
E00017933,2,98
E00017934,1.4,98.6
