areacd,hh_tenure_5a-000,hh_tenure_5a-001,hh_tenure_5a-002,hh_tenure_5a-003
E00131349,59.3,29.6,0.6,10.5
E00131350,36.2,45.7,14.2,3.9
E00131351,59.2,34.6,0.8,5.4
E00131352,58,32,3.3,6.6
E00131353,54.7,33,0.9,11.3
E00131354,49,37.1,0,14
E00131355,38,24,16.7,21.3
E00131356,46.8,42.7,1.6,8.9
E00131357,36.1,23.1,4.1,36.7
E00131358,59.4,30.1,0.8,9.8
E00131359,17.1,35.7,43.6,3.6
E00131360,41,37,5,17
E00131388,39.4,26.9,6.7,26.9
E00133760,42.2,43.4,5.8,8.7
E00133761,42.7,36.2,13.1,8
E00133762,42,47.8,1,9.2
E00133873,71.1,22.2,0,6.7
E00133874,52.4,35.4,1.2,11
E00133875,37.1,35.3,4.8,22.8
E00133876,58.2,30.5,2.3,8.9
E00133877,48.4,26.7,18.6,6.2
E00133878,69.6,18.3,0.9,11.3
E00133879,50.6,25.6,7.1,16.7
E00133929,95.6,1.1,1.1,2.2
E00133930,56.4,27.5,5.4,10.7
E00133931,44.2,29.8,18.3,7.7
E00133932,43.2,45,5.5,6.4
E00133935,51.8,36,0,12.2
E00143418,58.8,19,5.9,16.3
E00143419,48.4,25.3,12.1,14.3
E00143420,50,34.9,0.8,14.3
E00143421,43.6,40.7,5.7,10
E00143422,52.6,36.2,0.9,10.3
E00143423,47.9,33.1,2.5,16.5
E00143424,56.8,35.3,0.7,7.2
E00143425,71.4,21.8,0,6.8
E00143426,63.6,29,0,7.5
E00143427,56.8,37,0.7,5.5
E00143428,55.9,33.9,1.6,8.7
E00143429,60.2,35.8,0,4.1
E00143746,73.2,24.4,0,2.4
E00143750,49.3,34.7,0.7,15.3
E00143751,29.9,1.5,2.1,66.5
E00144108,33.1,35.5,2.5,28.9
E00144109,46.2,23.8,22.4,7.7
E00144110,46.7,27,3.3,23
E00144111,40.3,38.3,6.7,14.8
E00144112,47.7,29.4,9.2,13.7
E00144113,45.8,42.5,0,11.8
E00144114,42.5,35,1.7,20.8
E00144115,53.1,29.6,0.6,16.7
E00144116,47.7,33.6,1.9,16.8
E00144117,38.6,33.3,5.3,22.8
E00144118,67.8,21.2,0,11
E00144119,28,51.6,4.3,16.1
E00144120,37,40.7,0,22.2
E00144121,52.7,25.3,1.1,20.9
E00144122,26.6,44.4,5.6,23.4
E00144123,57,30.5,1.6,10.9
E00144124,59.5,30.2,0.9,9.5
E00144125,42.7,46.6,0,10.7
E00144126,29.4,25.2,29.4,16
E00144127,12,14.8,63,10.2
E00144128,27,17.1,46.8,9
E00144129,56.9,32.8,0.7,9.5
E00144130,58.9,34.9,0,6.2
E00144131,55.8,30.8,0.6,12.8
E00144132,40,39.1,7.8,13
E00144133,38.3,41.4,3,17.3
E00144134,23.7,19.8,44.3,12.2
E00144136,24.4,32.3,33.1,10.2
E00144137,22.2,40.5,25.3,12
E00144138,22.6,24.3,44.3,8.7
E00144139,30.6,50.5,0,18.9
E00144140,39,33.1,2.5,25.4
E00144141,38.3,20.9,1.7,39.1
E00144142,52,37.8,0.8,9.4
E00144143,54.5,26.4,0.8,18.2
E00144144,50.8,31.5,0,17.7
E00144145,31.8,30.5,1.3,36.4
E00144146,31,34.5,8,26.5
E00144147,22,27.5,18.5,32
E00144148,10.8,12.2,51.1,25.9
E00144149,26.1,21.1,15.5,37.3
E00144150,15.8,25.2,24.8,34.2
E00144151,28.7,24.8,1.6,45
E00144152,28.8,28.4,5.3,37.5
E00144153,43.1,25.9,0.5,30.6
E00144155,48.4,32,0,19.7
E00144156,46.5,45.8,0.7,6.9
E00144158,43.1,32.8,10.9,13.2
E00144159,27.5,31.2,3.6,37.7
E00144207,14,20.9,35.8,29.3
E00144208,28.2,30.9,29.5,11.4
E00144209,36.2,38.4,7.2,18.1
E00144210,8.4,12.9,45.5,33.1
E00144211,41.3,34.1,1.4,23.2
E00144212,40.1,20.3,4.7,34.9
E00144213,30.3,32.8,9,27.9
E00144214,25,31.5,31.5,12
E00144215,31.6,35.9,5.1,27.4
E00144216,40.5,38.7,9.9,10.8
E00144217,31.4,40.9,5.8,21.9
E00144218,36.1,41.1,7.8,15
E00144219,46.7,37.5,1.7,14.2
E00144220,12.4,14.3,65.7,7.6
E00144221,18.7,35.3,32.7,13.3
E00144222,15,7,70,8
E00144223,54.1,24.1,0,21.8
E00144224,23.9,21.3,7.7,47.1
E00144225,58.5,32.4,0.7,8.5
E00144226,47,35.5,3.6,13.9
E00144227,39.8,36.1,1.5,22.6
E00144228,54.8,36.5,1.7,7
E00144229,19.3,11.3,15.3,54
E00144230,53.8,36.8,0.9,8.5
E00144231,35.8,29,19.3,15.9
E00144232,78.5,13.1,0,8.4
E00144233,10.2,7.8,68,14.1
E00144234,39.7,9.9,2.1,48.2
E00144236,13.7,20.8,14.3,51.2
E00144237,49.1,32.1,0.9,17.9
E00144238,8.2,4.4,66,21.4
E00144239,23.1,15,5.2,56.6
E00144240,15.1,3.7,13.1,68.2
E00144241,21.6,20.6,8.8,49
E00144242,36.6,16,4.6,42.7
E00144243,9.2,7.2,50,33.6
E00144244,71.9,20.9,0.7,6.5
E00144245,34.5,20.4,14.8,30.3
E00144246,65,24.2,0.6,10.2
E00144250,47.4,33.3,2.6,16.7
E00144285,18,15.6,51.6,14.8
E00144286,36.3,29.5,23.3,11
E00144287,35.4,26.8,31.5,6.3
E00144288,26.3,22.8,37.7,13.2
E00144289,14.3,15,61.2,9.5
E00144290,33,34,29.2,3.8
E00144291,25,21.3,41.7,12
E00144292,49.2,25.8,12.1,12.9
E00144293,22.2,43.7,25.4,8.7
E00144294,14.2,17.5,62.5,5.8
E00144295,21,28.2,39.5,11.3
E00144296,27.4,24.8,40.2,7.7
E00144297,25.7,29.2,25.7,19.4
E00144298,8.4,9.3,77.6,4.7
E00144299,11.6,10.1,69.6,8.7
E00144300,27.9,26.4,35.7,10
E00144301,16.2,20.5,52.4,10.8
E00144320,42.9,37.8,0,19.4
E00144321,43.1,30.6,13.9,12.5
E00144322,43.1,32.6,16.7,7.6
E00144323,56.4,36.5,5.1,1.9
E00144324,38.4,36,15.2,10.4
E00144325,49.6,42.1,0.8,7.4
E00144326,41.8,40.4,0,17.7
E00144327,30.8,35.4,29.2,4.6
E00144328,63.3,29.4,2.8,4.6
E00144329,25,16.4,46.6,12.1
E00144330,65.8,27.4,0,6.8
E00144331,51.1,25.2,16,7.6
E00144332,65.7,24.1,0.9,9.3
E00144333,27.6,56.1,7.3,8.9
E00144334,63.4,28.2,2.8,5.6
E00144336,56.1,31.2,2.5,10.2
E00144337,59.3,26.9,3.7,10.2
E00144338,44.1,42.4,9.4,4.1
E00144339,32.1,42.5,6.6,18.9
E00144340,56.1,33.1,5.8,5
E00144341,21.2,25.7,47.8,5.3
E00144342,39,34.1,21.1,5.7
E00144343,46,43.5,8.9,1.7
E00144344,60.8,32.5,0.8,5.8
E00144345,51.4,31.8,8.1,8.8
E00144346,56.5,24.3,0,19.1
E00144347,58.1,28.1,3.1,10.6
E00144348,46.5,35.4,2.1,16
E00144351,61.2,30.6,0.8,7.4
E00144352,61,33.1,1.7,4.2
E00144355,45.8,38.9,1.4,13.9
E00144356,53.8,38.1,4.4,3.8
E00144357,46.3,23.2,21.1,9.5
E00144358,56,34.3,0,9.7
E00144359,72.1,24,0.8,3.1
E00144360,52.7,43,2.2,2.2
E00144361,47.1,41.3,0.8,10.7
E00144362,57.3,31.5,0,11.3
E00144363,56.3,20.7,14.8,8.1
E00144365,33.1,22.6,32.3,12.1
E00144366,51.2,30.1,11.4,7.3
E00144367,40.6,31.3,1.3,26.9
E00144368,26.8,27.8,26.8,18.6
E00144369,24.6,28.8,19.5,27.1
E00144370,28.1,22.7,21.1,28.1
E00144371,25.9,24.5,32.9,16.8
E00144372,47.2,40.8,0.8,11.2
E00144373,52.4,31.1,6.8,9.7
E00144374,14.7,27.5,44.1,13.7
E00144375,18.5,32.8,38.7,10.1
E00144376,19.8,17.9,48.8,13.6
E00144377,18.8,11.6,12.7,56.9
E00144378,17.5,8.1,26.1,48.3
E00144379,21.6,26.3,24,28.1
E00144380,28.4,19.9,14.2,37.6
E00144381,44,30.5,1.4,24.1
E00144382,49.5,30.3,5.5,14.7
E00144383,52.8,35.9,1.4,9.9
E00144385,45.5,35.2,2.3,17
E00144388,47.3,39.9,6.8,6.1
E00144389,64.2,27.5,0.8,7.5
E00144390,39.4,26.3,28.3,6.1
E00144391,48.6,29.1,5.6,16.8
E00144432,57.2,30.3,0.7,11.7
E00144433,40.8,12.9,32.7,13.6
E00144434,62.5,25.6,3.1,8.8
E00144435,43.8,19.4,0,36.8
E00144436,44.1,26.8,2.4,26.8
E00144437,55.2,28.2,3.7,12.9
E00144438,31,20.9,32.3,15.8
E00144439,61.7,30.1,0.8,7.5
E00144440,63.6,15.5,5.4,15.5
E00144441,41.1,26.4,3.9,28.7
E00144442,59.5,32.8,0,7.6
E00144443,57.8,27.7,1.2,13.3
E00144444,27.8,24.8,35.3,12
E00144445,63.1,30.8,0,6.2
E00144446,52.5,32.6,2.1,12.8
E00144448,41.7,19.2,4,35.1
E00144449,47.5,29.5,15.8,7.2
E00144450,27.2,35.3,30.6,6.9
E00144451,43.8,24.7,17.4,14
E00144452,56.9,32.4,7.4,3.2
E00144453,56.5,33.1,0,10.5
E00144463,51.7,45.7,0.7,2
E00144464,59.6,25.8,11.2,3.4
E00144465,60.3,33.5,0,6.1
E00144466,58.4,30.4,3.1,8.1
E00144467,54.1,35.3,0.8,9.8
E00144468,53.8,34.9,3.2,8.1
E00144469,61.7,22.6,4.3,11.3
E00144470,37.2,14.5,42.1,6.2
E00144472,45.2,39.9,6.3,8.7
E00144473,47.8,39.1,5.8,7.2
E00144474,61.3,26.7,4.7,7.3
E00144475,59.3,27.1,5.7,7.9
E00144491,22.8,40.2,0.8,36.2
E00144492,48.8,32.9,4.9,13.4
E00144493,55.6,32.5,0.8,11.1
E00144494,63,32.6,0,4.4
E00144495,40.4,39.9,9.6,10.1
E00144496,49.6,26.4,12.4,11.6
E00144497,57.5,33.9,0,8.7
E00144498,62.1,34.5,0.9,2.6
E00144499,28.1,66.7,0,5.2
E00144500,61.7,29.7,0.8,7.8
E00144501,25.2,25.2,44.3,5.2
E00144502,58.3,35.4,1.6,4.7
E00144503,50.8,38.3,0,10.8
E00144504,29.6,23.9,16.9,29.6
E00144505,33.1,20.6,20.6,25.7
E00144506,37.7,37.7,0.8,23.8
E00144508,56.3,25.4,0,18.3
E00144510,29.8,35.9,1.5,32.8
E00144511,68.2,17.3,1.8,12.7
E00144512,52.6,34.5,1.7,11.2
E00144513,25.4,21.4,46,7.1
E00144514,44.5,16.4,19.1,20
E00144515,21,28.6,1.7,48.7
E00144516,31.4,26.5,36.3,5.9
E00144517,54.2,44.1,0.8,0.8
E00144518,28.1,41.2,0,30.7
E00144519,27.2,22.1,45.6,5.1
E00144520,23.8,23.8,45.1,7.4
E00144540,48.2,40.6,2.9,8.2
E00144541,37.5,41.9,5.9,14.7
E00144542,38.1,41.8,12.7,7.5
E00144544,36.5,32.5,23.8,7.1
E00144545,40.4,45.9,6.8,6.8
E00144546,43,38,11,8
E00144555,46.1,33.8,11.3,8.8
E00144556,28,22.4,39.2,10.4
E00144557,38.9,27.8,12.7,20.6
E00144558,39.2,44.9,10.2,5.7
E00144559,37.5,35.9,0,26.6
E00144560,42.2,30.7,15.1,12
E00144561,49.2,38.5,4.6,7.7
E00144562,63.2,28.1,0,8.8
E00144563,53.6,35.7,5,5.7
E00144564,55,28.3,1.7,15
E00144675,55.4,33.1,1.5,10
E00144676,56.1,38.8,0,5
E00144677,50.7,47.1,0.7,1.4
E00144678,46.1,44.3,0.9,8.7
E00144679,45.3,31.7,5.6,17.4
E00144680,74.4,16.5,0,9.1
E00144681,59.2,36,0.8,4
E00144682,60.9,25.6,0,13.5
E00144683,42.3,35.4,5.8,16.4
E00144684,36.5,18.2,36.5,8.8
E00144685,59.4,29.7,0.7,10.1
E00144686,49.6,34.6,0,15.7
E00144687,67.8,30.6,0.8,0.8
E00144722,40.8,26.8,5.6,26.8
E00144723,57,35.9,0,7
E00144724,29.5,28.7,34.1,7.8
E00144725,63.8,23.2,0,13
E00144726,55.7,28.2,6,10.1
E00144727,66.4,25.6,1.6,6.4
E00144728,52,28,12,8
E00144729,48.5,20.2,7.1,24.2
E00144768,43.3,43.3,2.5,10.8
E00144769,39.3,33.6,2.5,24.6
E00144770,50.2,34.6,3.4,11.7
E00144771,57.7,30.8,0,11.5
E00144772,47.4,32.7,8.5,11.4
E00144773,42.9,34.6,4.5,18
E00144774,53.7,35.2,5.6,5.6
E00144781,47.1,35.5,0,17.4
E00144782,45.5,36.9,3.4,14.2
E00144783,45.5,41.5,8.9,4.1
E00144784,18,21.3,54.1,6.6
E00144785,14.4,12.9,61.4,11.4
E00144786,50.6,33.8,6.3,9.4
E00144787,44.5,40.9,1.5,13.1
E00144788,64.5,33.1,1.6,0.8
E00144789,53.4,39.7,0,6.8
E00144790,51.8,32.7,2.7,12.7
E00144791,73.2,26.8,0,0
E00144792,33,40,17.4,9.6
E00144793,75.8,13.7,0.7,9.8
E00144794,40,29.2,1.5,29.2
E00144795,30.6,27.8,11.1,30.6
E00144814,34.2,29.5,25.5,10.7
E00144815,37.9,44.4,11.3,6.5
E00144816,68,25.6,0.8,5.6
E00144817,43.9,28.4,6.8,20.9
E00144819,52.3,39.8,1.6,6.3
E00144821,37.3,45.3,5.3,12
E00144822,65.6,29.4,0.6,4.3
E00144823,66,24.4,0.6,9
E00144824,34.8,50.4,8.1,6.7
E00173427,34.3,61.2,0.7,3.7
E00173428,20.8,46.7,13.3,19.2
E00173429,72.5,22.5,0,5
E00173430,15.4,38.8,0,45.7
E00173431,34.6,51.4,2.8,11.2
E00173432,13.7,39.5,2.4,44.4
E00173433,19.8,51.1,0.8,28.2
E00173435,44.7,44.7,4.3,6.4
E00173436,28.8,45.8,8.5,16.9
E00173440,10.4,53.3,8.1,28.1
E00173441,34.5,59,0.7,5.8
E00173443,35.3,57.1,0,7.6
E00173446,50.5,37.4,0.9,11.2
E00173576,17.5,30.2,45,7.4
E00173577,10.6,21.2,57.6,10.6
E00173579,23.4,44.3,5.1,27.2
E00176775,36.7,50,1.1,12.2
E00176780,11.5,42.5,0.9,45.1
E00176784,25,7.9,60.5,6.6
E00176785,16.9,50.8,6.2,26.2
E00176790,23.5,33.9,29.6,13
E00176798,14.6,59,6.6,19.8
E00176802,15.9,60.8,13.7,9.7
E00176810,47.5,40,1.3,11.3
E00176819,46.8,25.8,3.2,24.2
E00176823,58.4,25.6,2.3,13.7
E00176829,13.9,11.1,66.7,8.3
E00176830,15.9,73.8,3.7,6.5
E00176840,33.8,30.8,1.5,33.8
E00176858,27.5,14.1,9.9,48.6
E00176902,10.8,85.4,0,3.8
