areacd,number_bedrooms_5a-001,number_bedrooms_5a-002,number_bedrooms_5a-003,number_bedrooms_5a-004
E00131349,3.1,34.6,32.1,30.2
E00131350,4,21.6,23.2,51.2
E00131351,0,18.5,65.4,16.2
E00131352,0.6,19.3,40.9,39.2
E00131353,0,22.6,67.9,9.4
E00131354,0,17.1,40.7,42.1
E00131355,16,34.7,30.7,18.7
E00131356,0,3.2,45.2,51.6
E00131357,10.2,33.3,39.5,17
E00131358,0,11.3,37.6,51.1
E00131359,24.6,28.2,38,9.2
E00131360,0,11.9,46.5,41.6
E00131388,1.9,23.6,42.5,32.1
E00133760,1.1,14.9,31,52.9
E00133761,0.5,24.7,38.4,36.4
E00133762,0,26.7,19.9,53.4
E00133873,0.7,5.9,24.4,68.9
E00133874,1.2,10.3,37.6,50.9
E00133875,4.8,13.3,45.8,36.1
E00133876,0,6.2,37.9,55.9
E00133877,4.3,23,31.1,41.6
E00133878,2.6,19.1,43.5,34.8
E00133879,0.6,16.7,39.1,43.6
E00133929,3.3,87.8,7.2,1.7
E00133930,0.7,12.2,42.6,44.6
E00133931,1.9,20.4,31.1,46.6
E00133932,0,12.2,34.8,52.9
E00133935,0.7,7.1,32.9,59.3
E00143418,7.2,32,37.3,23.5
E00143419,10,25.6,46.7,17.8
E00143420,0.8,24,34.9,40.3
E00143421,0.7,18.6,60,20.7
E00143422,3.4,35.9,34.2,26.5
E00143423,2.5,28.9,50.4,18.2
E00143424,1.4,6.5,30.9,61.2
E00143425,2.3,30.3,34.1,33.3
E00143426,0.9,25.2,43.9,29.9
E00143427,0.7,9.1,39.9,50.3
E00143428,0,18.5,50.8,30.8
E00143429,0,4.1,52.8,43.1
E00143746,0.8,16,41.6,41.6
E00143750,2.8,12,28.9,56.3
E00143751,42.9,52.6,2.6,2
E00144108,0.8,35.8,20.8,42.5
E00144109,18.4,22.7,50.4,8.5
E00144110,7.3,12.2,61.8,18.7
E00144111,2,40.7,48,9.3
E00144112,7.7,28.4,40,23.9
E00144113,2,18.3,61.4,18.3
E00144114,4.2,35.8,42.5,17.5
E00144115,4.8,20.5,45.8,28.9
E00144116,1.9,8.6,54.3,35.2
E00144117,3.5,33.3,26.3,36.8
E00144118,1.7,40.5,43.1,14.7
E00144119,1.1,8.4,80,10.5
E00144120,0,17.9,65.1,17
E00144121,6.5,37,51.1,5.4
E00144122,3.2,38.7,52.4,5.6
E00144123,1.5,42,38.9,17.6
E00144124,0,33,54.5,12.5
E00144125,1.5,21.4,58,19.1
E00144126,13.7,16.2,63.2,6.8
E00144127,29,42.1,23.4,5.6
E00144128,18,28.8,44.1,9
E00144129,3.6,18,54,24.5
E00144130,0,20.9,54.3,24.8
E00144131,1.3,28.7,56.1,14
E00144132,0,31,57.8,11.2
E00144133,0,24.6,60.4,14.9
E00144134,16.8,30.5,46.6,6.1
E00144136,2.4,17.3,75.6,4.7
E00144137,3.1,30.8,52.8,13.2
E00144138,2.5,29.7,57.6,10.2
E00144139,0.9,23.4,40.5,35.1
E00144140,5.8,41.3,39.7,13.2
E00144141,33,47,17.4,2.6
E00144142,1.6,21.9,54.7,21.9
E00144143,0,51.6,42.6,5.7
E00144144,0,18.5,57.3,24.2
E00144145,2.6,35.5,47.4,14.5
E00144146,6.2,31,38.1,24.8
E00144147,6.6,53.3,28.4,11.7
E00144148,54,19,19,8
E00144149,11.3,46.5,33.1,9.2
E00144150,2.5,56.2,38.4,3
E00144151,5.4,62.8,27.1,4.7
E00144152,2.4,56.7,25,15.9
E00144153,3.2,19,45.8,31.9
E00144155,8.8,23.2,60,8
E00144156,0,11.8,32.6,55.6
E00144158,1.2,20.9,52.9,25
E00144159,4.3,55,36.4,4.3
E00144207,12.6,33.2,44.9,9.3
E00144208,19.5,3.4,71.8,5.4
E00144209,0,18.1,58,23.9
E00144210,19.1,41.6,36,3.4
E00144211,2.2,29.7,52.2,15.9
E00144212,5.3,36.3,50.9,7.6
E00144213,2.5,18.9,54.9,23.8
E00144214,17.4,0,70.7,12
E00144215,2.6,37.6,55.6,4.3
E00144216,0.9,0.9,82.9,15.3
E00144217,0.7,19,74.5,5.8
E00144218,3.8,24.3,59.5,12.4
E00144219,0,10.7,72.1,17.2
E00144220,4,28.7,58.4,8.9
E00144221,4,14.7,72.7,8.7
E00144222,39.2,13.7,43.1,3.9
E00144223,2.3,34.1,60.5,3.1
E00144224,10.3,33.5,46.5,9.7
E00144225,0,2.8,59.9,37.3
E00144226,3.6,18.7,36.1,41.6
E00144227,5.1,19.9,35.3,39.7
E00144228,0,8.8,71.9,19.3
E00144229,28.5,47,14.6,9.9
E00144230,0.9,15.5,61.2,22.4
E00144231,0.6,14.3,74.3,10.9
E00144232,0,28.6,49.5,21.9
E00144233,41.4,48.4,8.6,1.6
E00144234,19,45.8,28.2,7
E00144236,7.7,53.8,33.7,4.7
E00144237,2.7,24.3,56.8,16.2
E00144238,45.9,24.8,24.8,4.5
E00144239,19.5,48.9,27,4.6
E00144240,49.8,35.1,8.6,6.5
E00144241,16.6,47.7,21.2,14.5
E00144242,10.8,56.9,26.2,6.2
E00144243,50.7,28.9,13.8,6.6
E00144244,2.9,34.3,37.1,25.7
E00144245,16.9,27.5,37.3,18.3
E00144246,3.2,26.1,52.9,17.8
E00144250,3.8,10.1,31.6,54.4
E00144285,4,48.4,44.4,3.2
E00144286,5.9,28.9,59.2,5.9
E00144287,8.7,22.8,61.4,7.1
E00144288,0.9,8.6,82.8,7.8
E00144289,17.7,61.2,17,4.1
E00144290,8.3,13.9,74.1,3.7
E00144291,3.7,23.4,57,15.9
E00144292,0,13.8,68.5,17.7
E00144293,2.3,12.5,78.9,6.3
