areacd,hours_per_week_worked_3a-001,hours_per_week_worked_3a-002
E00131349,41.4,58.6
E00131350,24.3,75.7
E00131351,30,70
E00131352,34.1,65.9
E00131353,35.6,64.4
E00131354,30.3,69.7
E00131355,32.2,67.8
E00131356,29,71
E00131357,31.9,68.1
E00131358,29.1,70.9
E00131359,36.3,63.7
E00131360,30.3,69.7
E00131388,26.2,73.8
E00133760,29.7,70.3
E00133761,36.1,63.9
E00133762,27.8,72.2
E00133873,39.2,60.8
E00133874,37.5,62.5
E00133875,34.8,65.2
E00133876,32.9,67.1
E00133877,34.1,65.9
E00133878,31.4,68.6
E00133879,29.7,70.3
E00133929,62.5,37.5
E00133930,36.2,63.8
E00133931,30.2,69.8
E00133932,29.1,70.9
E00133935,32.3,67.7
E00143418,39.8,60.2
E00143419,45,55
E00143420,31.7,68.3
E00143421,29.9,70.1
E00143422,41.2,58.8
E00143423,36.9,63.1
E00143424,28.9,71.1
E00143425,33.3,66.7
E00143426,35.1,64.9
E00143427,37.1,62.9
E00143428,36.7,63.3
E00143429,32.8,67.2
E00143746,30.5,69.5
E00143750,27.6,72.4
E00143751,21.6,78.4
E00144108,27.2,72.8
E00144109,33.3,66.7
E00144110,29.1,70.9
E00144111,26,74
E00144112,40.3,59.7
E00144113,33.7,66.3
E00144114,22.2,77.8
E00144115,23.3,76.7
E00144116,24.8,75.2
E00144117,14.3,85.7
E00144118,41.4,58.6
E00144119,26.6,73.4
E00144120,28.7,71.3
E00144121,47.6,52.4
E00144122,18.1,81.9
E00144123,34.3,65.7
E00144124,29.8,70.2
E00144125,30.5,69.5
E00144126,27.1,72.9
E00144127,15.6,84.4
E00144128,40.7,59.3
E00144129,24.5,75.5
E00144130,29.7,70.3
E00144131,28.6,71.4
E00144132,36.1,63.9
E00144133,20.9,79.1
E00144134,30.7,69.3
E00144136,34.7,65.3
E00144137,21.6,78.4
E00144138,24.8,75.2
E00144139,24.8,75.2
E00144140,28.9,71.1
E00144141,19.6,80.4
E00144142,30.8,69.2
E00144143,34.7,65.3
E00144144,36.2,63.8
E00144145,30.9,69.1
E00144146,35.1,64.9
E00144147,22.8,77.2
E00144148,22.7,77.3
E00144149,28.3,71.7
E00144150,28.6,71.4
E00144151,19.6,80.4
E00144152,25.9,74.1
E00144153,33.5,66.5
E00144155,29,71
E00144156,26.5,73.5
E00144158,34.7,65.3
E00144159,24.4,75.6
E00144207,27.5,72.5
E00144208,28.3,71.7
E00144209,25.3,74.7
E00144210,18.4,81.6
