areacd,economic_activity_status_4a-001,economic_activity_status_4a-002,economic_activity_status_4a-003
E00131349,48.9,0,51.1
E00131350,61.8,0,38.2
E00131351,49.8,2.1,48.1
E00131352,53.4,2.1,44.5
E00131353,48.2,2.1,49.7
E00131354,65,2.5,32.5
E00131355,45.6,1.2,53.2
E00131356,63.1,0.4,36.5
E00131357,53.4,2.8,43.9
E00131358,56.3,1.8,41.9
E00131359,48.3,0,51.7
E00131360,59,1,40
E00131388,61.4,2.4,36.2
E00133760,69.3,2.6,28.1
E00133761,57.4,2.8,39.8
E00133762,63.9,1.3,34.8
E00133873,42.5,0.7,56.8
E00133874,54.5,1.5,44
E00133875,58.3,2.3,39.4
E00133876,57.3,2.4,40.3
E00133877,45.9,2.1,52.1
E00133878,35,3.5,61.5
E00133879,59.3,2.3,38.4
E00133929,10.6,0.3,89
E00133930,47.3,0.3,52.4
E00133931,50.2,2.4,47.4
E00133932,59.4,1.7,38.8
E00133935,54.4,3.5,42.2
E00143418,41.2,1.1,57.6
E00143419,48.2,3,48.8
E00143420,55.6,2.8,41.6
E00143421,60.4,1.9,37.8
E00143422,54.3,2.4,43.3
E00143423,62.8,1.4,35.7
E00143424,48.8,2.7,48.5
E00143425,44.8,1.6,53.6
E00143426,49,0.5,50.5
E00143427,58.6,1.3,40.1
E00143428,56.7,1.6,41.6
E00143429,51.1,0.9,48.1
E00143746,45.7,3,51.3
E00143750,59.7,1,39.3
E00143751,53.3,3.5,43.2
E00144108,64.6,2.6,32.8
E00144109,49.6,2.3,48
E00144110,58.3,0.9,40.8
E00144111,55.5,0,44.5
E00144112,48.9,1.8,49.3
E00144113,59.7,3,37.2
E00144114,61.6,0.9,37.5
E00144115,52.4,1.4,46.2
E00144116,61.1,1,37.9
E00144117,66.4,4.7,29
E00144118,42.9,2.4,54.6
E00144119,68.4,2.1,29.4
E00144120,66.7,2,31.3
E00144121,55.3,3.9,40.8
E00144122,64.4,3.6,32
E00144123,45.6,2.1,52.3
E00144124,54.4,2.6,43
E00144125,59.8,2.4,37.8
E00144126,56.3,4.7,39.1
E00144127,37.6,4.1,58.2
E00144128,50.3,0,49.7
E00144129,54.9,0.4,44.7
E00144130,49.4,1.5,49
E00144131,49.2,1.7,49.2
E00144132,63.9,1.7,34.3
E00144133,59,2.9,38.1
E00144134,45.1,3.6,51.3
E00144136,60.1,3.2,36.8
E00144137,67.9,2.4,29.7
E00144138,46.4,1.8,51.8
E00144139,72.6,1.9,25.6
E00144140,67.9,0.5,31.6
E00144141,59.4,2.2,38.3
E00144142,44.7,1.4,53.9
E00144143,45.8,2.3,51.9
E00144144,51.1,3.9,45
E00144145,66,3.4,30.6
E00144146,61.5,2.3,36.2
E00144147,62.2,0.6,37.2
E00144148,49.2,4.1,46.7
E00144149,64,1.8,34.2
E00144150,64.1,6.5,29.3
E00144151,66.4,3.6,30
E00144152,68,3.3,28.7
E00144153,60.4,3.4,36.2
E00144155,62.1,1.9,36
E00144156,57.5,0.6,41.9
E00144158,53.2,1.2,45.6
E00144159,71.8,2.1,26.1
E00144207,59.8,4.2,36
E00144208,54.2,3.2,42.6
E00144209,65,3.5,31.5
E00144210,63.3,2.8,33.9
E00144211,66.7,3.1,30.2
E00144212,66.3,2.8,30.9
E00144213,70.4,2.6,27
E00144214,61.7,4.4,33.9
E00144215,57.9,2.7,39.4
E00144216,70.1,0.4,29.4
E00144217,71.6,1.8,26.7
E00144218,64.6,1.1,34.3
E00144219,59.4,0.8,39.8
E00144220,50.5,7,42.5
E00144221,56.1,2.7,41.2
E00144222,60.9,2.5,36.6
E00144223,49.8,1.2,49
E00144224,72.2,2.7,25.1
E00144225,55.2,1.8,43
E00144226,58.9,1.2,39.9
E00144227,53.8,2.3,43.8
E00144228,52.9,3.6,43.6
E00144229,60,3.5,36.5
E00144230,53.4,0.5,46.2
E00144231,60.2,0.9,38.8
E00144232,29.2,3.2,67.6
E00144233,45.2,6,48.8
E00144234,50.9,2.7,46.4
E00144236,66.2,4.6,29.2
E00144237,60.3,2,37.7
E00144238,43.4,5.8,50.8
E00144239,66.3,3.9,29.8
E00144240,56.5,4.2,39.3
E00144241,61.2,2.8,36
E00144242,59.5,3,37.5
E00144243,51.9,3.8,44.3
E00144244,30,2.1,67.9
E00144245,60.2,4.1,35.7
E00144246,45.3,1,53.7
E00144250,59.5,0,40.5
E00144285,51.2,2,46.8
E00144286,55.2,3.5,41.3
E00144287,48.4,0.4,51.3
E00144288,52.5,2.9,44.6
E00144289,40.4,8.7,51
E00144290,52.7,2.4,44.9
E00144291,54.4,3.1,42.5
E00144292,56,2.4,41.7
E00144293,65.6,3.4,30.9
E00144294,37.6,2.1,60.3
E00144295,51.7,4.2,44.1
E00144296,53.5,1.8,44.7
E00144297,58,1.3,40.7
E00144298,47.4,6.4,46.2
E00144299,43.2,2.9,53.9
E00144300,51.9,4.2,43.9
E00144301,48.7,5,46.2
E00144320,59.7,3,37.3
E00144321,56.9,0.7,42.4
E00144322,52.6,1.1,46.3
E00144323,56,2.3,41.7
E00144324,59.8,1.2,39
E00144325,54.9,1.8,43.4
E00144326,54.1,1.8,44.1
E00144327,57.7,2.8,39.4
E00144328,43.6,2.9,53.4
E00144329,35.2,2.6,62.2
E00144330,41.7,0.9,57.4
E00144331,47.2,0.4,52.4
E00144332,47.7,2.6,49.7
E00144333,69.5,2,28.5
E00144334,46.8,2.6,50.6
E00144336,56,1.5,42.5
E00144337,47.8,1.9,50.2
E00144338,62.5,0.3,37.2
E00144339,74.4,1.4,24.2
E00144340,47.5,0,52.5
E00144341,48.6,3.7,47.7
E00144342,53.8,1.7,44.5
E00144343,58,2.3,39.7
E00144344,47.1,2.2,50.7
E00144345,47.9,2.1,50
E00144346,42.8,1,56.3
E00144347,62.1,0,37.9
E00144348,59.5,2.3,38.1
E00144351,56.7,2.4,40.9
E00144352,52,0.9,47.1
E00144355,63.6,1.6,34.9
E00144356,55,0.9,44
E00144357,47.9,1.8,50.3
