areacd,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00131349,8.5,36,36,19.5
E00131350,13.5,36.5,37.3,12.7
E00131351,7.9,50.4,32.3,9.4
E00131352,6.1,41.4,38.7,13.8
E00131353,10.4,43.4,37.7,8.5
E00131354,3.6,41.4,35,20
E00131355,21.5,42.3,26.8,9.4
E00131356,0.8,35.2,45.6,18.4
E00131357,19.5,42.3,28.9,9.4
E00131358,3.8,24.4,50.4,21.4
E00131359,33.3,39.7,19.9,7.1
E00131360,7.8,31.4,43.1,17.6
E00131388,3.7,34.6,43,18.7
E00133760,8.6,29.9,39.1,22.4
E00133761,8.5,30.7,42.2,18.6
E00133762,4.3,39.6,41.5,14.5
E00133873,4.4,39,40.4,16.2
E00133874,7.8,37.3,39.8,15.1
E00133875,7.9,36.6,44.5,11
E00133876,5.6,35.7,38.5,20.2
E00133877,13,38.9,34,14.2
E00133878,12.2,42.6,34.8,10.4
E00133879,9,28.8,37.8,24.4
E00133929,12.2,78.9,7.8,1.1
E00133930,6.1,31.8,37.8,24.3
E00133931,7.8,32.4,41.2,18.6
E00133932,2.7,27.3,49.1,20.9
E00133935,0,24.5,48.9,26.6
E00143418,23.7,40.8,27,8.6
E00143419,18.9,41.1,28.9,11.1
E00143420,7.9,41.3,41.3,9.5
E00143421,16.4,42.1,30.7,10.7
E00143422,9.5,44.8,36.2,9.5
E00143423,13.2,48.8,27.3,10.7
E00143424,10.1,25.2,46.8,18
E00143425,14.7,36.4,31.8,17.1
E00143426,6.4,38.5,38.5,16.5
E00143427,5.4,32.7,44.9,17
E00143428,10.1,40.3,38,11.6
E00143429,8.8,38.4,45.6,7.2
E00143746,9,35.2,40.2,15.6
E00143750,0.7,33.1,47.5,18.7
E00143751,15.3,68.9,14.8,1
E00144108,13.4,39.5,29.4,17.6
E00144109,26.6,42.7,18.9,11.9
E00144110,11.9,42.1,32.5,13.5
E00144111,12.7,53.3,26,8
E00144112,17.3,42.9,26.9,12.8
E00144113,13.7,41.8,30.1,14.4
E00144114,12.2,43.1,33.3,11.4
E00144115,9.9,46.3,33.3,10.5
E00144116,9.7,36.9,44.7,8.7
E00144117,8.8,40.4,42.1,8.8
E00144118,20.5,39.3,29.1,11.1
E00144119,10.5,46.3,27.4,15.8
E00144120,18.7,45.8,28,7.5
E00144121,14.3,58.2,24.2,3.3
E00144122,12.1,56.5,27.4,4
E00144123,16.3,41.1,31.8,10.9
E00144124,11.8,38.2,39.1,10.9
E00144125,13.8,41.5,35.4,9.2
E00144126,23.9,47.9,23.1,5.1
E00144127,38.7,44.1,14.4,2.7
E00144128,33.9,42.2,18.3,5.5
E00144129,12.4,48.2,27,12.4
E00144130,12.3,37.7,36.2,13.8
E00144131,10.9,46.8,30.1,12.2
E00144132,14.8,47,33,5.2
E00144133,10.4,48.5,32.1,9
E00144134,31.3,44.3,18.3,6.1
E00144136,23.6,46.5,22.8,7.1
E00144137,22.5,42.5,23.8,11.3
E00144138,27.1,43.2,23.7,5.9
E00144139,7.1,38.4,43.8,10.7
E00144140,16.5,53.7,23.1,6.6
E00144141,20,54.8,20.9,4.3
E00144142,11.8,48,29.9,10.2
E00144143,13.9,53.3,28.7,4.1
E00144144,10.5,41.9,40.3,7.3
E00144145,19.3,54,22,4.7
E00144146,22.1,46,28.3,3.5
E00144147,30.7,47.7,17.6,4
E00144148,54.7,32.8,10.9,1.5
E00144149,33.8,52.1,9.9,4.2
E00144150,28.4,54.4,14.7,2.5
E00144151,27.1,52.7,14,6.2
E00144152,24.2,50.2,22.7,2.9
E00144153,18.1,44.9,25.9,11.1
E00144155,6.6,45.5,43,5
E00144156,7.5,39.7,41.1,11.6
E00144158,12.8,51.2,28.5,7.6
E00144159,17.1,58.6,22.1,2.1
E00144207,39.3,49.1,10.7,0.9
E00144208,32.7,36.1,21.8,9.5
E00144209,10.8,54.7,26.6,7.9
E00144210,44.2,45.3,9.9,0.6
E00144211,21.3,52.2,19.9,6.6
E00144212,21.1,51.5,17,10.5
E00144213,17.2,42.6,27,13.1
E00144214,32.2,36.7,26.7,4.4
E00144215,22.4,44,26.7,6.9
E00144216,8.1,40.5,36,15.3
E00144217,14.6,49.6,23.4,12.4
E00144218,10.3,49.5,31.5,8.7
E00144219,13.3,38.3,32.5,15.8
E00144220,39.8,39.8,14.6,5.8
E00144221,22.7,47.3,24.7,5.3
E00144222,48,36.3,10.8,4.9
E00144223,21.4,51.6,19.8,7.1
E00144224,26.5,53.5,16.8,3.2
E00144225,7.7,47.2,34.5,10.6
E00144226,7.8,35.9,43.7,12.6
E00144227,10.4,44.4,35.6,9.6
E00144228,7.8,38.3,40,13.9
E00144229,30.3,54.6,12.5,2.6
E00144230,9.4,44.4,35.9,10.3
E00144231,18.8,48.3,27.3,5.7
E00144232,17,47.2,29.2,6.6
E00144233,58.3,34.6,6.3,0.8
E00144234,23.9,47.9,19,9.2
E00144236,37.5,46.4,12.5,3.6
E00144237,13.6,49.1,33.6,3.6
E00144238,58.9,32.3,5.7,3.2
E00144239,37,48.6,12.1,2.3
E00144240,64.1,31.4,3.7,0.8
E00144241,34.7,50.3,13,2.1
E00144242,28,55.3,14.4,2.3
E00144243,48.3,43,6.6,2
E00144244,10.8,59,25.9,4.3
E00144245,35.2,39.4,18.3,7
E00144246,12.9,52.3,26.5,8.4
E00144250,6.5,26,48.1,19.5
E00144285,34.7,41.1,21,3.2
E00144286,21.5,47,20.8,10.7
E00144287,19.5,42.2,21.9,16.4
E00144288,29.3,42.2,19.8,8.6
E00144289,47.6,37.4,12.2,2.7
E00144290,26.6,42.2,26.6,4.6
E00144291,23.4,47.7,17.8,11.2
E00144292,22.4,48.8,24.8,4
E00144293,22,36.2,34.6,7.1
E00144294,50.8,30,15,4.2
E00144295,28.2,42.7,24.2,4.8
E00144296,25.4,49.2,22.9,2.5
E00144297,27.6,36.6,26.2,9.7
E00144298,62.3,26.4,10.4,0.9
E00144299,42.6,41.2,11.8,4.4
E00144300,30,45,21.4,3.6
E00144301,40.5,38.4,17.8,3.2
E00144320,5.2,24,44.8,26
E00144321,10.7,28,40,21.3
E00144322,4.9,35.7,42.7,16.8
E00144323,5.7,26.6,52.5,15.2
E00144324,15.6,39.3,31.1,13.9
E00144325,7.4,47.9,33.9,10.7
E00144326,9.2,39.7,39,12.1
E00144327,19.8,42,25.2,13
E00144328,10,54.5,24.5,10.9
E00144329,25.9,47.4,19,7.8
E00144330,9.3,38.1,35.6,16.9
E00144331,14.4,43.9,26.5,15.2
E00144332,14.8,34.3,38,13
E00144333,4,35.5,42.7,17.7
E00144334,0,25.4,47.9,26.8
E00144336,4.5,22.3,48.4,24.8
E00144337,8.4,37.4,37.4,16.8
E00144338,8.2,30,43.5,18.2
E00144339,2.8,29.6,41.7,25.9
E00144340,10.8,37.4,38.8,12.9
E00144341,25.4,34.2,28.9,11.4
E00144342,14.9,35.5,35.5,14
E00144343,4.6,33.8,46.8,14.8
E00144344,9.3,39.8,39.8,11
E00144345,12.8,33.1,37.2,16.9
E00144346,14.8,45.2,30.4,9.6
E00144347,5,28.9,40.9,25.2
E00144348,0.7,27.8,43.1,28.5
E00144351,8.3,28.9,40.5,22.3
E00144352,6.8,34.7,43.2,15.3
E00144355,2.9,35.3,39.7,22.1
E00144356,6.2,29.8,44.7,19.3
E00144357,17.9,46.3,26.3,9.5
E00144358,3.8,22.7,40.9,32.6
E00144359,5.3,48.5,35.6,10.6
E00144360,3.2,28.9,46.5,21.4
E00144361,8.3,34.2,40.8,16.7
E00144362,7.4,34.7,39.7,18.2
E00144363,19.3,37.8,28.1,14.8
E00144365,22.6,39.5,28.2,9.7
E00144366,11.4,39.8,35.8,13
E00144367,16.1,47.8,31.7,4.3
E00144368,27.3,44.4,22.2,6.1
E00144369,25.6,46.2,24.8,3.4
E00144370,34.6,45.7,13.4,6.3
E00144371,21.9,45.9,24.7,7.5
E00144372,7.9,48.8,34.6,8.7
E00144373,12.6,45.6,33,8.7
E00144374,28.8,49,14.4,7.7
E00144375,22.2,46.2,22.2,9.4
E00144376,48.5,25.2,22.1,4.3
E00144377,52.4,38.4,6.5,2.7
E00144378,43.8,47.6,8.1,0.5
E00144379,40.4,48,8.2,3.5
E00144380,26.8,51.4,16.9,4.9
