areacd,accommodation_type_3a-001,accommodation_type_3a-002,accommodation_type_3a-003
E00131349,100,0,0
E00131350,96.8,3.2,0
E00131351,99.2,0.8,0
E00131352,98.3,1.1,0.6
E00131353,99.1,0.9,0
E00131354,99.3,0.7,0
E00131355,89.2,10.8,0
E00131356,100,0,0
E00131357,78.2,21.8,0
E00131358,100,0,0
E00131359,80.3,19.7,0
E00131360,99,1,0
E00131388,97.2,0.9,1.9
E00133760,98.8,1.2,0
E00133761,100,0,0
E00133762,95.1,4.9,0
E00133873,98.5,0.8,0.8
E00133874,96.4,3.6,0
E00133875,89.8,10.2,0
E00133876,99.5,0.5,0
E00133877,96.8,3.2,0
E00133878,98.3,1.7,0
E00133879,98.7,1.3,0
E00133929,28.9,1.1,70
E00133930,99.3,0.7,0
E00133931,99,1,0
E00133932,99.5,0,0.5
E00133935,100,0,0
E00143418,84.2,15.1,0.7
E00143419,78,22,0
E00143420,87.3,12.7,0
E00143421,100,0,0
E00143422,93,7,0
E00143423,86.9,13.1,0
E00143424,100,0,0
E00143425,99.2,0.8,0
E00143426,100,0,0
E00143427,99.3,0.7,0
E00143428,100,0,0
E00143429,99.2,0.8,0
E00143746,100,0,0
E00143750,89.4,0,10.6
E00143751,16.3,21.4,62.2
E00144108,94.1,5.9,0
E00144109,75.9,24.1,0
E00144110,77.2,22.8,0
E00144111,100,0,0
E00144112,89.7,10.3,0
E00144113,96.1,3.9,0
E00144114,99.2,0.8,0
E00144115,94.3,5.7,0
E00144116,98.1,1.9,0
E00144117,87.7,12.3,0
E00144118,100,0,0
E00144119,98.9,1.1,0
E00144120,100,0,0
E00144121,57.8,42.2,0
E00144122,93.5,5.6,0.8
E00144123,100,0,0
E00144124,99.1,0.9,0
E00144125,100,0,0
E00144126,86.4,13.6,0
E00144127,47.3,52.7,0
E00144128,79.3,20.7,0
E00144129,98.5,1.5,0
E00144130,100,0,0
E00144131,98.7,1.3,0
E00144132,100,0,0
E00144133,100,0,0
E00144134,86.4,12.9,0.8
E00144136,97.6,2.4,0
E00144137,88.7,11.3,0
E00144138,100,0,0
E00144139,100,0,0
E00144140,97.5,2.5,0
E00144141,75,25,0
E00144142,99.2,0.8,0
E00144143,98.4,1.6,0
E00144144,100,0,0
E00144145,94.1,5.9,0
E00144146,87.6,12.4,0
E00144147,73.5,26.5,0
E00144148,45.4,54.6,0
E00144149,96.5,3.5,0
E00144150,92.6,7.4,0
E00144151,97.6,2.4,0
E00144152,96.1,3.9,0
E00144153,83.7,16.3,0
E00144155,95.9,4.1,0
E00144156,99.3,0.7,0
E00144158,98.2,1.8,0
E00144159,96.4,3.6,0
E00144207,86.1,13.9,0
E00144208,86,14,0
E00144209,98.6,1.4,0
E00144210,57.3,42.7,0
E00144211,99.3,0.7,0
E00144212,84.7,14.7,0.6
E00144213,96.7,3.3,0
E00144214,72.5,26.4,1.1
E00144215,100,0,0
E00144216,100,0,0
E00144217,100,0,0
E00144218,88.6,11.4,0
E00144219,100,0,0
E00144220,85.4,14.6,0
E00144221,92.7,7.3,0
E00144222,60,40,0
E00144223,98.4,0.8,0.8
E00144224,88.4,11.6,0
E00144225,99.3,0.7,0
E00144226,97.6,1.8,0.6
E00144227,84.7,14.6,0.7
E00144228,100,0,0
E00144229,50.3,49.7,0
E00144230,94.9,5.1,0
E00144231,97.1,2.9,0
E00144232,100,0,0
E00144233,12.6,87.4,0
E00144234,58,9.1,32.9
E00144236,83.7,16.3,0
E00144237,95.6,4.4,0
E00144238,19.6,80.4,0
E00144239,63.6,35.8,0.6
E00144240,29.8,70.2,0
E00144241,77.9,22.1,0
E00144242,95.3,4.7,0
E00144243,58.3,41.1,0.7
E00144244,87.9,11.4,0.7
E00144245,67.6,31.7,0.7
E00144246,100,0,0
E00144250,98.7,1.3,0
E00144285,48.8,51.2,0
E00144286,80.5,18.8,0.7
E00144287,79.1,20.9,0
E00144288,94.8,4.3,0.9
E00144289,30.6,69.4,0
E00144290,90.8,9.2,0
E00144291,94.3,5.7,0
E00144292,100,0,0
E00144293,100,0,0
E00144294,99.2,0.8,0
E00144295,100,0,0
E00144296,85.6,14.4,0
E00144297,91,9,0
E00144298,19.1,80.9,0
E00144299,41.2,58.8,0
E00144300,95,5,0
E00144301,60.5,39.5,0
E00144320,99,1,0
E00144321,100,0,0
E00144322,98.6,1.4,0
E00144323,100,0,0
E00144324,96.8,3.2,0
E00144325,99.2,0,0.8
E00144326,94.4,5.6,0
E00144327,99.2,0.8,0
E00144328,99.1,0.9,0
E00144329,71.3,28.7,0
E00144330,97.4,2.6,0
E00144331,99.2,0.8,0
E00144332,100,0,0
E00144333,98.4,1.6,0
E00144334,100,0,0
E00144336,100,0,0
E00144337,99.1,0.9,0
E00144338,99.4,0.6,0
E00144339,96.3,3.7,0
E00144340,99.3,0.7,0
E00144341,99.1,0.9,0
E00144342,100,0,0
E00144343,100,0,0
E00144344,99.2,0.8,0
E00144345,94.6,5.4,0
E00144346,96.5,3.5,0
E00144347,98.7,0.6,0.6
E00144348,97.9,0.7,1.4
E00144351,100,0,0
E00144352,96.7,3.3,0
E00144355,94.2,1.4,4.3
E00144356,89.4,0.6,10
E00144357,77.9,22.1,0
E00144358,98.5,1.5,0
E00144359,100,0,0
E00144360,100,0,0
E00144361,95.9,4.1,0
E00144362,97.5,2.5,0
E00144363,92.6,7.4,0
E00144365,89.6,10.4,0
E00144366,88.6,11.4,0
E00144367,90.6,9.4,0
E00144368,95.9,4.1,0
E00144369,76.1,23.9,0
E00144370,97.6,2.4,0
E00144371,99.3,0.7,0
E00144372,100,0,0
E00144373,100,0,0
E00144374,98,2,0
E00144375,100,0,0
E00144376,71.8,28.2,0
E00144377,44.6,55.4,0
E00144378,25.5,74.5,0
E00144379,78.9,21.1,0
E00144380,95.1,4.9,0
E00144381,96.4,3.6,0
E00144382,88.2,11.8,0
E00144383,99.3,0.7,0
E00144385,96.6,3.4,0
