geography_code,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00096730,35.9,48.1,13,3.1
E00096731,70.5,21.6,5.8,2.2
E00096732,67.7,26,6.3,0
E00096733,53.8,36.8,5.7,3.8
E00096734,35.9,45.3,13.3,5.5
E00096735,37.1,46.7,10.5,5.7
E00096737,43.8,50,6.3,0
E00096738,45.5,41.1,12.5,0.9
E00096739,28.3,57.5,12.4,1.8
E00096740,45.2,40,12.6,2.2
E00096741,74.7,18.4,5.1,1.9
E00096742,48.4,38.1,10.3,3.2
E00096743,55.5,37,4.1,3.4
E00096744,54.9,31.7,10.4,3
E00096745,44.3,42,10.2,3.4
E00096746,52.4,35,9.8,2.8
E00096747,50.5,39.3,7.5,2.8
E00096748,52.5,36.1,9.8,1.6
E00096749,61.2,31.4,4.1,3.3
E00096750,40,47.2,10.4,2.4
E00096751,38.9,46.8,9.5,4.8
E00096752,56.4,30,9.3,4.3
E00096755,69.1,27,3.3,0.7
E00096756,71.8,23.4,2.4,2.4
E00096757,46.5,39.4,11,3.1
E00096758,53.9,35.9,7.8,2.3
E00096759,48.9,40.3,7.9,2.9
E00096771,16.8,50.3,26.5,6.5
E00096772,6,48,27.3,18.7
E00096773,25.6,51.2,20,3.2
E00096774,15,52.1,25.7,7.1
E00096775,28.1,41.9,23.1,6.9
E00096776,15.4,58.5,23.6,2.4
E00096777,20.5,38.6,33.3,7.6
E00096780,11.5,39.3,37.7,11.5
E00096781,11.1,47.6,32.5,8.7
E00096782,15.5,54.3,22.4,7.8
E00096783,7.5,38.8,41.8,11.9
E00096784,15.4,43.3,32.7,8.7
E00096785,32.8,43.5,22.1,1.5
E00096786,25.8,43.8,21.9,8.6
E00096787,39.5,41.1,13.7,5.6
E00096788,24,51.2,20,4.8
E00096789,11.4,45.6,28.9,14
E00096790,21.9,57,16.4,4.7
E00096791,25,52.4,15.3,7.3
E00096792,16.9,48.1,23.4,11.7
E00096793,17.5,43.3,31.7,7.5
E00096794,13.6,50.4,24,12
E00096795,12.2,48,32.5,7.3
E00096796,16.4,39.6,30.8,13.2
E00096797,29.9,35.1,23.9,11.2
E00096798,20.6,42.9,23.8,12.7
E00096799,13.2,42.1,28.9,15.7
E00096800,19.3,40.4,31.6,8.8
E00096801,13.4,48.2,28.6,9.8
E00096802,28.1,50.9,16.7,4.4
E00096803,10.6,43.9,37.4,8.1
E00096804,20.5,45.7,28.3,5.5
E00096805,13.4,43.8,37.5,5.4
E00096806,5,45.8,35.8,13.3
E00096807,11.9,51.5,29.7,6.9
E00096808,36.5,42.8,16.4,4.4
E00096809,6,39.1,42.9,12
E00096810,6.6,36.1,42.6,14.8
E00096811,14.3,42.9,34.8,8
E00096814,15.1,42.9,32.5,9.5
E00096815,20.8,48.1,23.6,7.5
E00096816,11.8,50.4,26.1,11.8
E00096817,13.6,61.2,20.4,4.9
E00096818,18.6,59.8,21.6,0
E00096819,23.5,62.2,14.3,0
E00096820,21,53.8,19.3,5.9
E00096821,55.5,36.4,5.5,2.7
