geography_code,heating_type_3a-001,heating_type_3a-002
E00096730,6.9,93.1
E00096731,9.5,90.5
E00096732,3.2,96.8
E00096733,4.8,95.2
E00096734,4.7,95.3
E00096735,7.5,92.5
E00096737,3.6,96.4
E00096738,3.6,96.4
E00096739,8.7,91.3
E00096740,8.3,91.7
E00096741,8.8,91.2
E00096742,2.4,97.6
E00096743,6.7,93.3
E00096744,4.9,95.1
E00096745,2.2,97.8
E00096746,5,95
E00096747,10.3,89.7
E00096748,5,95
E00096749,7.5,92.5
E00096750,0,100
E00096751,6.3,93.8
E00096752,2.9,97.1
E00096755,6,94
E00096756,8.9,91.1
E00096757,10.1,89.9
E00096758,9.2,90.8
E00096759,6,94
E00096771,0.6,99.4
E00096772,0.6,99.4
E00096773,6.3,93.7
E00096774,5.8,94.2
E00096775,6.8,93.2
E00096776,7.3,92.7
E00096777,0,100
E00096780,2.5,97.5
E00096781,3.2,96.8
E00096782,0.9,99.1
E00096783,3.7,96.3
E00096784,0,100
E00096785,0.8,99.2
E00096786,3.8,96.2
E00096787,0.8,99.2
E00096788,3.2,96.8
E00096789,2.5,97.5
E00096790,4,96
E00096791,1.6,98.4
E00096792,2.6,97.4
E00096793,3.3,96.7
E00096794,2.4,97.6
E00096795,3.4,96.6
E00096796,1.9,98.1
E00096797,0.8,99.2
E00096798,3.2,96.8
E00096799,0.8,99.2
E00096800,1.8,98.2
E00096801,2.7,97.3
E00096802,0.9,99.1
E00096803,0.8,99.2
E00096804,0,100
E00096805,0.9,99.1
E00096806,0,100
E00096807,0,100
E00096808,3.1,96.9
E00096809,0.8,99.2
E00096810,1.6,98.4
E00096811,0,100
E00096814,0.8,99.2
E00096815,0,100
E00096816,0,100
E00096817,0,100
E00096818,0,100
E00096819,3.4,96.6
E00096820,0,100
E00096821,7.1,92.9
E00096822,6.8,93.2
E00096823,2.3,97.7
E00096824,2.4,97.6
E00096825,9.9,90.1
E00096826,6.4,93.6
E00096827,5.4,94.6
E00096828,3.4,96.6
E00096829,4.1,95.9
E00096830,2.7,97.3
E00096831,5.1,94.9
E00096832,2.3,97.7
E00096833,5.6,94.4
E00096834,5.8,94.2
E00096835,2.4,97.6
E00096836,4.7,95.3
E00096837,1.8,98.2
E00096838,5.6,94.4
E00096839,4.9,95.1
E00096840,5.7,94.3
E00096841,6,94
E00096842,0,100
E00096843,0.9,99.1
E00096844,3.8,96.2
E00096845,0.8,99.2
E00096846,1.6,98.4
E00096847,2.5,97.5
E00096848,0,100
E00096849,0.8,99.2
E00096850,0,100
E00096851,0,100
E00096852,0.6,99.4
E00096853,0.7,99.3
E00096854,0.8,99.2
E00096855,0.8,99.2
E00096856,1.8,98.2
E00096857,1.6,98.4
E00096859,2.2,97.8
E00096860,0,100
E00096861,5.6,94.4
E00096862,3.3,96.7
E00096863,3.3,96.7
E00096864,0,100
E00096865,1.6,98.4
E00096866,1.9,98.1
E00096867,4.3,95.7
E00096868,5,95
E00096869,4.8,95.2
E00096870,4.8,95.2
E00096871,2.8,97.2
E00096872,0.6,99.4
E00096873,0.9,99.1
E00096874,2.5,97.5
E00096875,1.5,98.5
E00096876,2.7,97.3
E00096877,0,100
E00096878,5.8,94.2
E00096879,1.7,98.3
E00096880,4.7,95.3
E00096881,3.4,96.6
E00096882,3.1,96.9
E00096883,1.4,98.6
E00096884,0.7,99.3
E00096885,0,100
E00096886,2,98
E00096887,0.8,99.2
E00096888,2.5,97.5
E00096889,0.8,99.2
E00096890,1.8,98.2
E00096891,0.8,99.2
E00096892,5.1,94.9
E00096893,0.8,99.2
E00096894,3.5,96.5
E00096895,6.7,93.3
E00096896,6.3,93.7
E00096897,6.1,93.9
E00096898,2.8,97.2
E00096899,3.2,96.8
E00096900,3.6,96.4
E00096901,1.2,98.8
E00096902,2.8,97.2
E00096903,3.1,96.9
E00096904,1.7,98.3
E00096905,4.9,95.1
E00096906,3.7,96.3
E00096907,3.9,96.1
E00096908,4.7,95.3
E00096909,4.6,95.4
E00096910,5.5,94.5
E00096911,2.8,97.2
E00096912,8.2,91.8
E00096913,2.5,97.5
E00096914,0.7,99.3
E00096915,6.3,93.7
E00096916,4.6,95.4
E00096917,5.4,94.6
E00096919,1.4,98.6
E00096920,0.7,99.3
E00096921,1.4,98.6
E00096922,0,100
E00096923,0.8,99.2
E00096924,1.9,98.1
E00096925,1.7,98.3
E00096926,0,100
E00096927,0,100
E00096928,0,100
E00096929,0.9,99.1
E00096930,2.6,97.4
E00096931,2.6,97.4
E00096932,0,100
E00096933,2.2,97.8
E00096934,1.7,98.3
E00096935,5.4,94.6
E00096936,2.8,97.2
E00096937,1.6,98.4
E00096938,2.9,97.1
E00096939,4.5,95.5
E00096940,7.1,92.9
E00096941,2.9,97.1
E00096942,2.3,97.7
E00096943,1.5,98.5
E00096946,1.5,98.5
E00096947,0,100
E00096950,0.9,99.1
E00096951,1,99
E00096952,4.3,95.7
E00096953,3.4,96.6
E00096954,0.9,99.1
E00096955,5,95
E00096956,0.5,99.5
E00096957,1.5,98.5
E00096958,0,100
E00096959,8.2,91.8
E00096960,3.8,96.2
E00096961,1.5,98.5
E00096962,2.4,97.6
E00096963,3.3,96.7
E00096964,0,100
E00096965,2.5,97.5
E00096966,2.6,97.4
E00096967,0.8,99.2
E00096968,2.5,97.5
E00096969,3.3,96.7
E00096970,1.5,98.5
E00096971,4.5,95.5
E00096972,5.6,94.4
E00096973,5,95
E00096974,0.8,99.2
E00171120,0.8,99.2
E00171121,0,100
E00171122,0.6,99.4
E00171123,2.1,97.9
E00179284,2.2,97.8
E00179288,1.4,98.6
E00179296,3.6,96.4
E00179298,0,100
E00179318,3.4,96.6
E00179323,0.8,99.2
E00179329,0,100
E00179340,0,100
