geography_code,ethnic_group_tb_6a-001,ethnic_group_tb_6a-002,ethnic_group_tb_6a-003,ethnic_group_tb_6a-004,ethnic_group_tb_6a-005
E00096730,0.4,0,0,99.6,0
E00096731,0,2.6,1.8,95.6,0
E00096732,0.5,2.7,1.1,95.6,0
E00096733,0.6,0,3.1,93.8,2.5
E00096734,0,0,0,100,0
E00096735,1.8,0,0.5,97.7,0
E00096737,2.4,0,0,96.4,1.2
E00096738,1.5,0,0.5,97.1,1
E00096739,1.3,0,0,98.7,0
E00096740,1.4,0,0,98.3,0.3
E00096741,7.7,0,0.4,90.2,1.7
E00096742,0.4,0.4,0.4,98.4,0.4
E00096743,5.3,0,0,93.7,1
E00096744,1.1,0,1.1,97.5,0.3
E00096745,0.6,0,2.4,97,0
E00096746,0,1.6,1.2,96.4,0.8
E00096747,0.9,0,3.1,96.1,0
E00096748,2.8,0.8,0.4,96,0
E00096749,0.3,0,1,98,0.7
E00096750,1.7,0,1.3,96.3,0.7
E00096751,0.4,0.4,0.4,97.7,1.1
E00096752,3.4,4.1,0,90.5,2
E00096755,3.2,0,2.3,94.1,0.5
E00096756,4.5,3.5,0.5,89.6,2
E00096757,7.3,0,0.8,92,0
E00096758,0,0,0,97.6,2.4
E00096759,2.4,1.4,0.7,94.6,1
E00096771,0.6,0,1.2,98.2,0
E00096772,0,0.3,0,99.7,0
E00096773,0,1.6,0.4,97.6,0.4
E00096774,0.3,0.6,2.5,96.6,0
E00096775,0.3,1.5,0.6,97.7,0
E00096776,0,0,0.4,99.2,0.4
E00096777,0,0,0,100,0
E00096780,0.4,0,1.4,98.2,0
E00096781,0,0,1.1,98.9,0
E00096782,0,0,1.9,98.1,0
E00096783,1.4,0,0.7,97.9,0
E00096784,0,0,0.4,99.6,0
E00096785,0,0,3.8,96.3,0
E00096786,1.1,0,2.2,96.3,0.4
E00096787,0,0,0.4,99.6,0
E00096788,0,0,1.3,98.7,0
E00096789,0,0,0.4,99.6,0
E00096790,1.7,0.9,0.9,95.3,1.3
E00096791,0.4,0,0.8,98.7,0
E00096792,0.3,0,0.3,99.4,0
E00096793,0.7,0,1.8,97.5,0
E00096794,1.6,0,1.6,96.9,0
E00096795,0.3,0,1.7,98,0
E00096796,0,0.3,0,99.7,0
E00096797,0,0,0.3,98.8,0.9
E00096798,3.6,0,2.7,93.8,0
E00096799,0,0,0,99.6,0.4
E00096800,1,0.3,1.7,97,0
E00096801,0,0.4,1.6,96.8,1.2
E00096802,0,0,0,99.5,0.5
E00096803,0,0,0.7,96.8,2.5
E00096804,4,0,0,94.8,1.2
E00096805,3.1,0,0,96.9,0
E00096806,0,0.4,0.4,99.3,0
E00096807,0,1.3,0,98.7,0
E00096808,24.6,7.3,0.3,62.6,5.2
E00096809,0.3,0,0.6,99.2,0
E00096810,0.3,0,1,98.7,0
E00096811,3.5,0,1.1,95.4,0
E00096814,3.3,0,1.8,94.8,0
E00096815,0.5,0,0.9,95.9,2.8
E00096816,2.1,0,0.4,97.5,0
E00096817,2.5,0.5,1,96,0
E00096818,2.1,0,4.2,93.1,0.5
E00096819,2.1,2.7,1.6,93.6,0
E00096820,2.2,0.4,0,97.3,0
E00096821,5.9,0.5,0.5,92.5,0.5
E00096822,7.4,0,1.4,91.2,0
E00096823,0,0,0,100,0
E00096824,0.7,0,0,99.3,0
E00096825,3,1,3,93,0
E00096826,6.3,0,2.1,89.9,1.7
E00096827,4.1,0,0,95.9,0
E00096828,0,0,0.9,97.4,1.7
E00096829,5.7,0.4,1.1,91.9,1.1
E00096830,2.9,0,0,95.9,1.2
E00096831,2.1,0,1.4,95.9,0.7
E00096832,0.6,0,0,99.4,0
E00096833,2.9,0,0,97.1,0
E00096834,0,0.9,0.9,98.3,0
E00096835,5.5,0.5,2.3,89.9,1.8
E00096836,3.7,0.6,1.7,92.9,1.1
E00096837,5.1,2.7,0.4,91.8,0
E00096838,0.5,0,0.5,99,0
E00096839,0.4,0,0.4,99.2,0
E00096840,2.3,0,1.9,95.4,0.4
E00096841,4.1,0,0.5,93.9,1.5
E00096842,2.3,1.5,0,96.2,0
E00096843,2.7,0,4.1,91.9,1.4
E00096844,2.5,0,0,97.5,0
E00096845,0.9,2,0.9,96.3,0
E00096846,2.7,0,1.7,95.7,0
E00096847,0.8,0.4,1.6,97.3,0
E00096848,3.3,0,1.7,93.6,1.3
E00096849,1.9,0,1.1,97,0
E00096850,5.1,0,1.2,92.5,1.2
E00096851,3.1,0,0.9,95.4,0.6
E00096852,0,0.3,0.3,99.5,0
E00096853,0.3,0,0,99.7,0
E00096854,0,0.3,0,98.3,1.4
E00096855,0,0,0.3,99.4,0.3
E00096856,1,0,2.3,96.8,0
E00096857,1.3,1.6,1.3,95.9,0
E00096859,0,0,0.6,99.2,0.3
E00096860,0,0.7,2.2,94.2,2.9
E00096861,0.3,0,1,98.3,0.3
E00096862,1.7,0.9,0.4,97,0
E00096863,0,1,0,98,1
E00096864,1.8,0,0.9,97.3,0
E00096865,0,0,0.4,99.6,0
E00096866,0,0,0.8,99.2,0
E00096867,2.7,0.5,0.9,95.9,0
E00096868,3.5,2.2,2.2,92.1,0
E00096869,0.9,0,0,98.3,0.9
E00096870,0.3,0,0.7,99,0
E00096871,1.5,0,0.7,97.8,0
E00096872,4.6,0,0,94.5,1
E00096873,0,0,1.7,98.3,0
E00096874,0.4,0,0.4,98.9,0.4
E00096875,0.4,0,0.8,98.8,0
E00096876,4.5,0,0,95.5,0
E00096877,0,0,0,100,0
E00096878,0,0,0,99.7,0.3
E00096879,3.2,0,2,94.4,0.4
E00096880,1.2,0,0,97.9,0.9
E00096881,1.4,0,1.9,95.2,1.4
E00096882,0.3,3,1.2,95.3,0.3
E00096883,1.1,0,0.6,98.3,0
E00096884,0,0,0,100,0
E00096885,0.3,0,0.3,99,0.3
E00096886,1.9,0,1.4,96.7,0
E00096887,1.9,0,0.3,97.5,0.3
E00096888,1.9,0,0.3,97.7,0
E00096889,0.4,0,2.5,96.2,0.8
E00096890,6.1,0,0,93.4,0.4
E00096891,0.7,0,0.3,99,0
E00096892,1.9,0,0.5,96.7,0.9
E00096893,0.3,2.3,0.3,96.8,0.3
E00096894,0.9,0,1.7,97.4,0
E00096895,4,0,0,96,0
E00096896,1.4,0,2.4,96.2,0
E00096897,0.4,0,0,99.6,0
E00096898,1.8,0,0,98.2,0
E00096899,2.7,0,1.7,95.6,0
E00096900,0.5,0.9,0.9,97.6,0
E00096901,2.2,1.2,1.7,94.9,0
E00096902,0,0.5,0,99.1,0.5
E00096903,3.3,0,0.3,96.3,0
E00096904,1.2,0,0.3,95.3,3.1
E00096905,0.4,0,0.9,98.7,0
E00096906,1,0,0.5,98.6,0
E00096907,2.6,2.6,0.9,93.8,0
E00096908,0,0,0.5,98.6,0.9
E00096909,0.5,0,0,99.5,0
E00096910,0,0,0,99.5,0.5
E00096911,0.3,0,1,98.7,0
E00096912,2.6,0.3,0,96.5,0.6
E00096913,1,0,1,97.9,0
E00096914,0,2.2,1.1,96.7,0
E00096915,0,2.8,1.8,95.4,0
E00096916,2.4,0,0,97.6,0
E00096917,0.6,0,3.5,95.9,0
E00096919,1.1,0.4,0.6,97.9,0
E00096920,0,0.3,0,99.7,0
E00096921,3,0.4,1.6,95,0
E00096922,0.5,2.3,0.9,96.4,0
E00096923,2.4,0,1.7,95.8,0
E00096924,1.3,0,2.6,95.9,0.3
E00096925,0.4,0.4,0.4,98.3,0.4
E00096926,1.4,0,0,98.3,0.3
E00096927,2.3,0.4,0,97.3,0
E00096928,1.7,0,1.7,96.6,0
E00096929,1.1,0,0,98.9,0
E00096930,0.3,0.6,0.3,98,0.9
E00096931,0,0,0.4,99.6,0
E00096932,0.4,0,0,99.6,0
E00096933,0,0.3,0.3,99.4,0
E00096934,0,0,2.1,96.6,1.3
E00096935,3,0,0,97,0
E00096936,0,0.3,1,98.7,0
E00096937,0.7,0,1,98.3,0
E00096938,0,0,3.2,96.8,0
E00096939,0.7,0,2,97.3,0
E00096940,0,0,0,100,0
E00096941,0,0,0.3,99.7,0
E00096942,3,0,0.8,96.2,0
E00096943,0,0,0.3,99.4,0.3
E00096946,0,0,1.7,97.9,0.4
E00096947,0,0,0.4,99.2,0.4
E00096950,0.4,0,0,99.6,0
E00096951,0.9,0,1.9,97.2,0
E00096952,0,0.8,1.2,98,0
E00096953,0,0,0,100,0
E00096954,0,0,0.5,99.5,0
E00096955,0,0.4,0.8,96.8,2
E00096956,0,0,0.7,99,0.2
E00096957,1.4,0,1,97.6,0
E00096958,0,0,0,100,0
E00096959,0.7,0,1.4,97.9,0
E00096960,0,0,0,100,0
E00096961,0.3,0,0.7,99,0
E00096962,0,0,0.4,98.9,0.7
E00096963,0,0,0,100,0
E00096964,0,0,1.3,98.7,0
E00096965,0,0,0,100,0
E00096966,0,0.4,0.7,98.6,0.4
E00096967,0.3,1,0.3,98.3,0
E00096968,0,0.3,1,98.6,0
E00096969,0.7,0,1,98.3,0
E00096970,0,0,0,100,0
E00096971,1.1,0,0,98.9,0
E00096972,0.9,0,0.5,98.6,0
E00096973,0,0,2.6,97.4,0
E00096974,3.3,1.6,0,95.1,0
E00171120,0.5,0,0,99.5,0
E00171121,0,0,1.7,98.3,0
E00171122,10,0,0.6,89.4,0
E00171123,2.1,0,2.1,94.8,0.9
E00179284,4.5,7.4,0,86.6,1.5
E00179288,0.5,0,0,99.1,0.5
E00179296,0,0.3,0,99.7,0
E00179298,1.5,1.7,0.5,94.9,1.4
E00179318,1,0,1.6,97.4,0
E00179323,0.3,0.3,0,99.4,0
E00179329,1.3,1.5,0.8,95.6,0.8
E00179340,0.8,0,2,96.8,0.4
