areacd,health_in_general_4a-001,health_in_general_4a-002,health_in_general_4a-003
E00097971,73.2,15.4,11.5
E00097972,86.9,10.5,2.6
E00097973,86.4,11,2.5
E00097974,81.1,15.1,3.9
E00097980,83.4,11.1,5.4
E00097981,81.6,12.4,6
E00097982,88.2,8.6,3.2
E00097983,86.7,9.3,4.1
E00127314,77.3,20.1,2.6
E00127315,84,11.3,4.7
E00127316,65.5,25.3,9.3
E00127317,73.1,18.5,8.4
E00127318,68.7,20.9,10.4
E00127319,88.2,9.2,2.6
E00127320,63,27.5,9.5
E00127321,72.6,17.8,9.6
E00127322,73.9,17.6,8.4
E00127323,77.3,16.3,6.4
E00127324,62.3,26.1,11.6
E00127325,79.9,13.4,6.7
E00127326,74.1,8.8,17.2
E00127327,83.2,13.7,3.1
E00127328,80.6,12.7,6.7
E00127382,73.2,14.4,12.4
E00127383,82.1,11.5,6.5
E00127385,84.1,13.6,2.3
E00127386,84.3,13.6,2.1
E00127387,90.8,6.5,2.8
E00127389,80.5,14.7,4.9
E00127390,79.1,16.9,4
E00127393,77.7,14.5,7.8
E00127394,73.4,20.3,6.3
E00127397,73.9,17,9.1
E00127398,81.4,12.7,5.9
E00127412,86.1,9.2,4.7
E00127424,82.3,14.2,3.5
E00127425,87.8,9.2,3.1
E00127434,80,12.3,7.7
E00127435,80.7,14.1,5.2
E00127436,68,20.3,11.7
E00127437,78.8,12.5,8.8
E00127438,61.3,25.6,13.1
E00127439,75.4,17,7.6
E00127440,74.9,17.9,7.3
E00127441,74,15.2,10.8
E00127442,71.8,13.3,14.9
E00127443,78.8,17,4.2
E00127444,76.1,17.8,6.1
E00127445,74.2,17,8.8
E00127446,82.7,13.5,3.8
E00127447,69.3,18.2,12.5
E00127448,84.2,12.4,3.4
E00127449,79.2,13.5,7.3
E00127450,75.4,15.9,8.7
E00127451,65.7,27.6,6.7
E00127452,85.3,10.6,4.2
E00127453,79.1,15.5,5.4
E00127454,74.8,16,9.2
E00127455,73.1,18.9,8
E00127456,74.8,17.7,7.5
E00127457,72.5,21.1,6.4
E00127458,73.6,17.2,9.3
E00127459,72.1,19.7,8.3
E00127460,82.5,10.8,6.7
E00127461,65.3,25.8,8.9
E00127462,65.1,18.2,16.7
E00127463,69.2,22.3,8.5
E00127464,81.2,14.5,4.3
E00127465,73.9,16.5,9.6
E00127466,76.7,16.2,7.1
E00127467,74.8,17.5,7.7
E00127468,77.8,14.9,7.3
E00127469,84.3,12,3.7
E00127470,78.4,17.1,4.5
E00127471,84.8,12.1,3.1
E00127472,77.6,13.1,9.3
E00127473,72.8,15.7,11.6
E00127474,66.9,23.9,9.2
E00127475,71.8,17.2,11
E00127476,73.6,18.5,7.9
E00127477,79.5,15.7,4.9
E00127478,79.9,14.5,5.6
E00127479,76,14.9,9
E00127480,77.9,15.4,6.7
E00127481,75.4,18.2,6.3
E00127482,84.3,10,5.6
E00127483,76.4,17.1,6.6
E00127484,83.9,12.5,3.7
E00127485,80.1,15.6,4.3
E00127486,79.8,14.3,5.9
E00127487,83.7,12.1,4.2
E00127488,53.7,23.3,23
E00127489,68.6,19.8,11.6
E00127490,71.3,16.2,12.6
E00127491,74.7,14.4,10.9
E00127492,71.2,21.4,7.4
E00127493,76.2,16,7.8
E00127494,80.6,14.5,4.8
E00127495,70.6,21,8.4
E00127496,75.3,15.9,8.8
E00127497,72.3,18.6,9.1
E00127499,77.3,14.6,8.1
E00127500,74.9,18.6,6.5
E00127501,80.6,14.1,5.3
E00127502,76.6,17.9,5.5
E00127503,73.4,20.7,5.9
E00127504,85.6,11.5,2.9
E00127505,82.5,12.3,5.2
E00127506,82.4,15,2.6
E00127507,80.7,15.7,3.6
E00127508,81.3,14.7,4
E00127509,85.7,10.3,4
E00127512,86.8,10.1,3.1
E00127513,81,10.9,8.1
E00127514,83.2,11.6,5.3
E00127560,59.4,28.1,12.6
E00127561,77.3,14.8,7.8
E00127564,77.1,16.1,6.8
E00127565,81.4,14,4.5
E00127566,77.6,15,7.5
E00127567,75.4,15.7,8.9
E00127568,77,18.9,4.1
E00127569,81.2,15.6,3.2
E00127570,70.1,20.1,9.8
E00127571,76.5,11.1,12.3
E00127572,81.1,12.1,6.8
E00127573,71.1,20.4,8.4
E00127574,88.4,9.3,2.3
E00127575,72.2,19.6,8.1
E00127576,77.2,15.1,7.7
E00127577,63.2,24.9,11.9
E00127578,77.7,15.3,6.9
E00127579,72.1,21,7
E00127580,68.6,20.1,11.3
E00127581,78.4,17.9,3.8
E00127582,77.9,15.2,6.9
E00127583,66.7,19.9,13.4
E00127584,77.4,15.8,6.8
E00127585,84.3,11.6,4.1
E00127586,79.7,14.9,5.4
E00127587,71.8,17.2,11
E00127588,72,20.6,7.4
E00127589,58.1,29.3,12.6
E00127590,75.4,14.3,10.3
E00127591,47.7,32.9,19.5
E00127592,81.9,14.4,3.7
E00127593,78,14.1,7.9
E00127594,70.8,23.7,5.5
E00127595,72.3,16.8,10.9
E00127596,76.2,16.4,7.4
E00127666,82.5,12.6,4.9
E00127667,85.2,10.1,4.7
E00127668,82.8,12.1,5.1
E00127669,86.5,9.6,3.8
E00127671,82.7,12.5,4.8
E00127673,78.8,14.5,6.8
E00127674,83,12.3,4.6
E00127675,49.1,30.9,20
E00127677,90.6,8,1.4
E00127678,69.1,16.3,14.5
E00127679,75.6,16.4,8
E00127681,72.4,17.5,10.1
E00127686,66.7,20.8,12.6
E00127694,85.8,10.7,3.4
E00127697,83.8,15.5,0.7
E00127702,78.4,14.8,6.8
E00127703,72.7,18.2,9.1
E00127704,75.3,18.5,6.2
E00127705,68,21.7,10.3
E00127706,80.6,11.6,7.9
E00127707,69.5,19.5,11
E00127708,87.4,10.7,1.9
E00127709,78.4,15.6,6
E00127710,76.2,18.9,4.9
E00127711,77.1,15.7,7.2
E00127712,79.6,17.1,3.3
E00127713,61.7,28.1,10.2
E00127714,75.3,21.6,3.1
E00127715,83.7,12.5,3.8
E00127716,80.4,15.4,4.2
E00127717,85.6,12.3,2.1
E00127718,76.3,14.2,9.6
E00127719,71.4,19,9.5
E00127720,82.1,11.7,6.2
E00127721,80.9,13.6,5.5
E00127722,82.7,13,4.3
E00127723,91.3,6.9,1.9
E00127724,62.9,29,8.1
E00127725,85.1,11.4,3.5
E00127726,84.7,9.9,5.3
E00127745,64.5,24.1,11.4
E00127746,65.3,20.9,13.8
E00127747,77.4,16.1,6.5
E00127748,69.2,19,11.8
E00127749,69.3,22.9,7.8
E00127750,79.5,14.2,6.4
E00127751,66.4,20.7,12.9
E00127752,70.6,18.6,10.8
E00127753,69.6,21.6,8.8
E00127754,83.6,11.9,4.5
E00127755,69,23,8.1
E00127756,77.2,15.6,7.2
E00127757,71,24.4,4.6
E00127758,70.3,19.2,10.5
E00127760,70,19.2,10.8
E00127761,54.5,26.7,18.8
E00127762,63.1,26.1,10.8
E00127763,75.2,15.8,9
E00127764,76,15.6,8.4
E00127765,82.6,11.9,5.5
E00127766,83.5,10,6.4
E00127767,77.4,13.9,8.7
E00127768,75.7,15.8,8.5
E00170164,85.6,11.7,2.7
E00170166,87.4,6.7,5.9
E00170167,83,13.1,3.9
E00170172,75.6,16.8,7.6
E00185574,79.4,16.1,4.5
E00185592,91.9,6.1,2
E00185593,71.2,18.7,10.1
E00185598,87.5,10.6,1.9
E00185610,88,9.3,2.7
E00185613,89.8,7.8,2.4
E00185619,66.3,21.8,11.9
E00185624,94.3,4.6,1.1
E00185637,88.3,8.5,3.2
E00185639,82.1,12.1,5.8
E00185649,56.5,28.6,14.9
E00185657,86.2,11,2.8
