areacd,disability_3a-001,disability_3a-002
E00006057,12.2,87.8
E00006058,13,87
E00006059,12,88
E00006060,10.3,89.7
E00006061,10.9,89.1
E00006062,10.6,89.4
E00006063,14.4,85.6
E00006064,16.8,83.2
E00006065,16.9,83.1
E00006066,12.7,87.3
E00006067,12.2,87.8
E00006068,30.9,69.1
E00006069,13.1,86.9
E00006071,19,81
E00006072,14.2,85.8
E00006073,14.4,85.6
E00006074,22.7,77.3
E00006075,11.7,88.3
E00006076,12.9,87.1
E00006077,15,85
E00006078,13.8,86.2
E00006079,12.3,87.7
E00006080,14.8,85.2
E00006081,17.2,82.8
E00006082,14.9,85.1
E00006083,11.3,88.7
E00006084,15.8,84.2
E00006085,10.9,89.1
E00006086,12.4,87.6
E00006087,14.6,85.4
E00006088,21.1,78.9
E00006089,15.8,84.2
E00006090,8.2,91.8
E00006270,36.4,63.6
E00006271,15.2,84.8
E00006272,19.9,80.1
E00006273,14.8,85.2
E00006274,9.5,90.5
E00006275,11.2,88.8
E00006276,11.4,88.6
E00006277,14.1,85.9
E00006278,19.1,80.9
E00006279,9.5,90.5
E00006280,24.9,75.1
E00006281,14.5,85.5
E00006282,18,82
E00006283,18.1,81.9
E00006284,15.2,84.8
E00006285,9.4,90.6
E00006286,15.5,84.5
E00006287,16.3,83.7
E00006288,13.2,86.8
E00006289,17.3,82.7
E00006290,8.4,91.6
E00006291,14.8,85.2
E00006292,12.3,87.7
E00006295,9.1,90.9
E00006296,9,91
E00006300,14.4,85.6
E00006301,15.8,84.2
E00006304,8.4,91.6
E00006305,13.8,86.2
E00006307,12.6,87.4
E00006308,10.1,89.9
E00006309,12.6,87.4
E00006310,16.6,83.4
E00006311,14.5,85.5
E00006312,11.9,88.1
E00006317,10.1,89.9
E00006318,13.9,86.1
E00006320,5.8,94.2
E00006322,8.8,91.2
E00006324,11.1,88.9
E00006327,11,89
E00006328,9.9,90.1
E00006329,16.2,83.8
E00006334,8.2,91.8
E00006337,10,90
E00006338,10.7,89.3
E00006340,13.4,86.6
E00006341,9.9,90.1
E00006342,17,83
E00006344,11.7,88.3
E00006347,12.1,87.9
E00006351,9.4,90.6
E00006443,11.9,88.1
E00006444,11.4,88.6
E00006445,10,90
E00006446,13.2,86.8
E00006447,9.4,90.6
E00006448,8.8,91.2
E00006449,9.1,90.9
E00006450,14.6,85.4
E00006451,12.5,87.5
E00006452,11.6,88.4
E00006453,10.2,89.8
E00006454,11.9,88.1
E00006455,12.7,87.3
E00006456,11.3,88.7
E00006457,12.4,87.6
