geography_code,number_bedrooms_5a-001,number_bedrooms_5a-002,number_bedrooms_5a-003,number_bedrooms_5a-004
E00162389,0,5.2,26.7,68.1
E00162390,0.7,19.6,48.6,31.2
E00162391,1.6,16.1,37.1,45.2
E00162392,4.1,12.8,37.8,45.3
E00162393,5.3,21.1,40.4,33.3
E00162394,3.5,17.2,42.9,36.4
E00162395,9,22.4,32.8,35.8
E00162403,3.8,27.5,40,28.8
E00162404,23.5,42,21.8,12.6
E00162407,2.8,16.8,39.9,40.6
E00162408,4.5,19.7,28.8,47
E00162409,0,12.8,40.2,47
E00162410,5.1,18.6,33.3,42.9
E00162411,3.9,23.6,43.3,29.1
E00162412,26.6,28.4,37.6,7.3
E00162413,0.9,20.4,38.1,40.7
E00162414,4.3,18.7,43.2,33.8
E00162415,10.2,22.3,31.3,36.1
E00162416,3.2,18.4,54.4,24.1
E00162417,2.9,50.5,40.8,5.8
E00162418,1.8,29.8,42.1,26.3
E00162419,4.2,31.7,32.4,31.7
E00162427,6.4,11.5,34.6,47.4
E00162428,1.4,7.2,46.4,44.9
E00162430,1.5,11.8,33.8,52.9
E00162431,1.5,12.7,29.9,56
E00162432,1.7,15.7,36.4,46.3
E00162439,1.1,15.2,69.6,14.1
E00162440,11.2,32,29,27.8
E00162441,22.8,38.2,18.7,20.3
E00162442,0.6,15.4,69.1,14.8
E00162443,1.7,27.7,57.1,13.4
E00162444,17.8,64.4,13.9,3.9
E00162445,1.9,32.5,45.2,20.4
E00162446,21.3,48.5,18.4,11.8
E00162447,10.9,25.4,55.1,8.7
E00162448,9.6,27.9,51.5,11
E00162449,14.6,40,40.8,4.6
E00162450,5.7,22.1,70.5,1.6
E00162451,3.7,21.6,59.7,14.9
E00162452,0.8,12.4,66.1,20.7
E00162453,12,25.6,56,6.4
E00162454,1.5,17,68.1,13.3
E00162455,26.5,42.8,19.5,11.2
E00162456,7.1,32.7,34.6,25.6
E00162457,42.6,43.2,9.3,4.9
E00162458,23.4,31.5,41.9,3.2
E00162459,25.7,46.9,14.2,13.3
E00162460,2.3,13.6,43.2,40.9
E00162461,14.9,22,41.7,21.4
E00162462,8.8,62.8,26.3,2.2
E00162463,25,29.8,35.6,9.6
E00162464,52.5,30.8,14,2.7
E00162465,23.8,43.4,20.5,12.3
E00162466,28.5,27.7,40,3.8
E00162467,43.5,51.6,4,0.8
E00162468,28.7,33.6,24.5,13.3
E00162469,15.4,39.8,30.9,13.8
E00162470,2.9,14.5,63.8,18.8
E00162471,7.7,11.5,46.2,34.6
E00162472,3.8,15.3,46.6,34.4
E00162473,0.8,8.3,83.5,7.4
E00162474,6.2,13.2,44.2,36.4
E00162475,2.3,4.6,32.8,60.3
E00162476,10.7,19.3,26.4,43.6
E00162477,0,3.1,57.3,39.7
E00162478,5.3,21.8,43.5,29.4
E00162479,10.3,30.9,28.7,30.1
E00162480,0.7,12.7,66,20.7
E00162481,0,14.6,33.3,52.1
E00162482,0.6,8.8,43.4,47.2
E00162483,5.5,25.2,42.3,27
E00162484,0.7,17.5,43.8,38
E00162486,1.3,17.7,34.2,46.8
E00162487,21.2,20.2,53.8,4.8
E00162527,9,29.5,34.4,27
E00162529,1.8,33.9,46.8,17.4
E00162530,0.9,14.8,54.6,29.6
E00162531,0,25,38,37
E00162532,6.8,25.8,45.5,22
E00162533,2.7,37.3,52.7,7.3
E00162534,5.9,34.7,33.9,25.4
E00162535,3.2,39.5,49.2,8.1
E00162541,0,11.5,51.3,37.2
E00162542,5.6,13.1,35.5,45.8
E00162543,8.5,46.8,41.1,3.5
E00162544,4.4,19.3,37,39.3
E00162545,16,40.6,25.7,17.7
E00162546,2.4,20.5,39.4,37.8
E00162547,20.5,32.9,32.9,13.7
E00162548,5,23.5,55.5,16
E00162549,13.1,41.6,29.2,16.1
E00162550,15.7,41.8,35.8,6.7
E00162551,5.6,27.8,34.9,31.7
E00162552,0,19.9,41.1,39
E00162553,6.6,25.6,38.8,28.9
E00162554,5.3,13.3,41.3,40
E00162557,2.3,17.6,42,38.2
E00162558,1.7,6.6,47.9,43.8
E00162559,3.6,12.1,32.1,52.1
E00162560,7,33.1,41.5,18.3
E00162561,2.3,27.8,41.4,28.6
E00162562,6.8,23.5,53,16.7
E00162563,3.9,31.5,42.5,22
E00162575,2.3,55,31,11.6
E00162578,3.3,20.3,44.7,31.7
E00162579,1.7,6.7,40,51.7
E00162580,1.1,22.2,24.9,51.9
E00162582,8.5,15.9,31.7,43.9
E00162583,5.6,10.3,38.1,46
E00162584,5,14.2,26.7,54.2
E00162585,0.9,24.8,52.2,22.1
E00162586,4.3,19.3,42.1,34.3
E00162614,6.9,12.5,34.7,45.8
E00162615,3.1,19,35,42.9
E00162616,3.1,18.5,36.9,41.5
E00162617,0,4.6,46.8,48.6
E00162618,2.8,45.4,44.7,7.1
E00162619,6.4,26.6,39.4,27.5
E00162620,0.8,18.9,45.9,34.4
E00162621,1.9,22.6,47.2,28.3
E00162622,2.3,19.2,34.6,43.8
E00162623,0.9,26.5,41,31.6
E00162624,2.4,34.1,29.3,34.1
E00162625,5.6,48.4,42.7,3.2
E00162626,0.6,15.4,38.5,45.5
E00162627,3.5,16.3,26.7,53.5
E00162628,0,16.4,32.7,50.9
E00162735,1.7,15.8,38.4,44.1
E00163071,0,6.7,48.3,45
E00163091,2.7,8.2,27.4,61.6
E00163130,10,11.8,64.5,13.6
E00163133,5.3,11.5,49.6,33.6
E00163135,0.8,26.6,56.3,16.4
E00163142,5.1,25.4,39,30.5
E00163177,7.8,10.3,40.5,41.4
E00163179,0.9,58.3,34.8,6.1
E00163180,1,5.2,36.5,57.3
E00163181,0.9,11.6,67.9,19.6
E00163183,0.9,18.3,71.3,9.6
E00163184,0,30.9,61,8.1
E00163185,2.1,18.3,51.4,28.2
E00163187,3.5,13.9,46.1,36.5
E00163188,7.3,12.4,57.7,22.6
E00163190,10,36.9,36.9,16.2
E00163191,10.3,27.6,50,12.1
E00163192,1.7,32.2,43.5,22.6
E00163193,0,13.1,79.5,7.4
E00163194,23.2,21.6,42.4,12.8
E00163195,0,27.3,42.2,30.5
E00163196,2.6,17.4,64.3,15.7
E00163353,4.4,21.1,35.1,39.5
E00163354,0,11.9,50.3,37.7
E00163355,5,29.3,52.9,12.9
E00163356,1.4,4.2,38.7,55.6
E00163357,10.4,49.3,28.4,11.9
E00163358,6,26.6,39.1,28.3
E00163359,13.2,16,34,36.8
E00163363,0.7,24.1,42.6,32.6
E00163502,1.6,7.8,21.9,68.8
E00163503,7.9,26.7,45.5,19.8
E00163504,0.9,15.6,50.5,33
E00163597,5,15.8,36,43.2
E00163601,23.5,22.7,32.6,21.2
E00163602,0,9.1,34.3,56.6
E00163603,2.3,14.8,44.5,38.3
E00163642,2.7,5.4,32.4,59.5
E00166342,17.5,32.9,37.1,12.6
E00166343,0.9,5.5,26.4,67.3
E00166348,9.2,55.7,29,6.1
E00166357,8.1,52.4,27.4,12.1
E00166359,3,4.5,24.1,68.4
E00166360,4.9,21.1,47.2,26.8
E00166362,10.5,64.9,18.4,6.1
E00166363,4.5,13.5,39.8,42.1
E00166364,6.3,17.2,52.3,24.2
E00166365,16.2,29.7,22.5,31.5
E00166371,0.8,19.5,47.5,32.2
E00166372,15.3,36.9,23.4,24.3
E00166373,1.8,32.5,34.2,31.6
E00166392,2.9,31.9,42,23.2
E00166396,3.4,18.4,33.3,44.8
E00166419,4.5,24.7,58.4,12.4
E00166420,0,1.4,80.3,18.3
E00166421,0,1.7,32.8,65.5
E00166460,0,12.2,40.8,46.9
E00166463,1.5,32.3,40,26.2
E00184156,3,16.7,51.5,28.8
E00184169,2.3,15.9,54.5,27.3
E00184174,8,31.8,23.9,36.3
E00184184,0,8.7,59.6,31.7
E00184185,8.2,27.4,37,27.4
E00184186,4.3,17.4,47.8,30.4
E00184190,3.5,26.1,38.2,32.2
E00184204,21,18.5,38.7,21.8
E00184211,2.2,26,28.3,43.5
E00184216,3.3,38,44.6,14.1
E00184258,0,11.8,54.9,33.3
E00184261,61.5,19.2,9.6,9.6
E00184269,2.6,20,40,37.4
E00184295,0.7,13,67.1,19.2
E00184306,0,3.5,49.1,47.4
E00184319,1.3,1.3,80.3,17.2
E00184321,10.9,40,36.4,12.7
E00184331,0,2.9,79.6,17.5
E00184333,5.5,26,29.9,38.6
