areacd,number_bedrooms_5a-001,number_bedrooms_5a-002,number_bedrooms_5a-003,number_bedrooms_5a-004
E00048253,2.3,23,35.6,39.2
E00048961,1,28.1,65.6,5.2
E00048962,17,19.7,53.7,9.5
E00048979,27,27.9,42.3,2.7
E00048980,2.9,18.2,51.1,27.7
E00048981,30,47.1,20.7,2.1
E00048983,2.2,20.1,47,30.6
E00048984,7.8,23.3,61.2,7.8
E00049062,1.6,25.6,58.1,14.7
E00049063,2.7,22.1,58.4,16.8
E00049064,0,5,79.8,15.1
E00049072,0.6,14.4,30.6,54.4
E00049073,41.6,20.5,27.1,10.8
E00049074,4.3,20.4,63.4,11.8
E00049075,47.9,13.2,34.7,4.1
E00049077,24.4,46.2,21,8.4
E00049079,20.8,22.9,51,5.2
E00049081,4.1,41.8,36.1,18
E00049082,75,4.3,15.2,5.4
E00049083,1.7,24.6,32.2,41.5
E00049085,0,30.6,59.7,9.7
E00049087,53.5,26.8,18.3,1.4
E00049091,0.7,15.9,64.8,18.6
E00049093,9,44.1,37.9,9
E00049094,0,25.8,57.5,16.7
E00049095,1.6,53.2,33.1,12.1
E00049097,0.8,18,57.8,23.4
E00049100,1.5,8.8,65.4,24.3
E00049102,4.9,21.1,65.9,8.1
E00049104,1.6,17.9,58.5,22
E00049106,0.8,14.2,69.2,15.8
E00049107,0,5.3,58,36.6
E00049109,21.9,32.5,35.6,10
E00049110,57.8,30.3,9.2,2.8
E00049119,43.6,30.1,21.8,4.5
E00049120,30.7,22.9,33.6,12.9
E00049122,34.2,36.8,26.3,2.6
E00051111,21.8,16.1,37.9,24.2
E00051116,24,15.2,32.8,28
E00051117,0,9.2,39.5,51.3
E00051118,4,12.1,31.3,52.5
E00051119,16.5,42.6,36.5,4.3
E00051120,0.5,3.3,23.6,72.5
E00051121,0,10.3,67.3,22.4
E00051122,0,3.3,75.4,21.3
E00051123,0.8,8.1,55.6,35.5
E00051125,10.6,41.3,33.9,14.3
E00051126,21.7,16.8,50.3,11.2
E00051127,17.3,28.8,40.4,13.5
E00051128,14.4,25.9,47.5,12.2
E00051129,16,8.3,67.4,8.3
E00051130,6.4,29.6,44.8,19.2
E00051131,0,3,82.7,14.3
E00051132,2.2,8.1,70.6,19.1
E00051133,24.6,7.4,38.5,29.5
E00051135,0.6,4.5,44.9,50
E00051136,0.7,9.7,61.9,27.6
E00051137,6.6,6.6,67.9,19
E00051138,0.7,41.5,40,17.8
E00051139,20.5,19.7,49.6,10.3
E00051140,18.6,40.7,39.3,1.4
E00051141,2.2,4.4,90.4,2.9
E00051142,26.8,30.1,39.8,3.3
E00051143,21.6,28.4,44,6
E00051144,19.4,28.7,46.5,5.4
E00051145,23.4,27.4,42.7,6.5
E00051146,3.1,25.2,25.2,46.5
E00051147,1.7,5.8,15.7,76.9
E00051148,16.2,32.9,30.5,20.4
E00051149,4.9,45.6,31.1,18.4
E00051150,1.2,16.4,39.4,43
E00051151,0,15.7,20,64.3
E00051152,0.9,15.7,13.9,69.6
E00051191,22.9,35.1,35.9,6.1
E00051194,14.8,29.6,47.9,7.7
E00051195,31.6,22.8,39.7,5.9
E00051196,28.3,69.9,1.2,0.6
