areacd,passports_all_4a-001,passports_all_4a-002,passports_all_4a-003
E00048253,80.9,2.6,16.5
E00048961,62.1,14.2,23.8
E00048962,60.9,14.4,24.7
E00048979,65.4,15.6,19
E00048980,75.9,7.2,17
E00048981,51.6,21.9,26.6
E00048983,84.8,3.9,11.3
E00048984,77.3,10.3,12.4
E00049062,84,1,15
E00049063,84.9,3.7,11.4
E00049064,88.8,0.4,10.9
E00049072,91.2,3.9,4.9
E00049073,56.1,17.2,26.6
E00049074,80,8.2,11.8
E00049075,69.4,11.9,18.7
E00049077,65.4,12.3,22.2
E00049079,70.8,2.2,27
E00049081,74.4,10.2,15.4
E00049082,64.9,6.1,29
E00049083,70.6,2.9,26.5
E00049085,70.9,3.7,25.4
E00049087,74.8,8.4,16.8
E00049091,83.5,1.7,14.8
E00049093,84.4,2.1,13.5
E00049094,82.1,5.2,12.8
E00049095,82.1,4.6,13.4
E00049097,83.6,4.8,11.6
E00049100,86,4.4,9.6
E00049102,81.5,8,10.5
E00049104,83.5,4,12.5
E00049106,88.9,1.4,9.6
E00049107,93.8,1.6,4.7
E00049109,71.7,7.6,20.7
E00049110,54,17.4,28.6
E00049119,66.5,10.4,23.1
E00049120,64.8,13.1,22.1
E00049122,60.8,15.8,23.4
E00051111,88,6.4,5.6
E00051116,82,4.4,13.6
E00051117,88.9,1,10.2
E00051118,90.3,2.8,6.9
E00051119,80,5.5,14.5
E00051120,91.5,3.8,4.7
E00051121,93.1,1.1,5.8
E00051122,91.3,0.6,8.1
E00051123,91.6,2.1,6.3
E00051125,86.6,3.2,10.2
E00051126,67.5,2.7,29.9
E00051127,73.3,6,20.6
E00051128,75,4.4,20.6
E00051129,68.9,5.2,25.9
E00051130,79.3,3.9,16.8
E00051131,86.6,2.3,11.1
E00051132,86.5,4.5,9
E00051133,83,1.7,15.2
E00051135,90.1,2.5,7.4
E00051136,87.5,1.8,10.7
E00051137,88.6,0.3,11
E00051138,90.6,1.7,7.7
E00051139,79.2,0.4,20.4
E00051140,72.5,5.1,22.5
E00051141,78.9,4,17.1
E00051142,63.9,3.9,32.1
E00051143,70.9,4.3,24.8
E00051144,83.8,1.8,14.4
E00051145,72.1,6.7,21.2
E00051146,89.8,5.4,4.8
E00051147,95.5,1.2,3.3
E00051148,90,2.2,7.8
