areacd,hh_language-001,hh_language-002,hh_language-003,hh_language-004
E02003524,95.4,1.8,0.9,1.9
E02003525,89.7,3.4,1.3,5.6
E02003526,95.5,2.3,0.6,1.6
E02003527,94.3,2.3,0.6,2.8
E02003529,94.5,2.4,1,2.1
E02003530,93.5,3.1,1.2,2.2
E02003531,95.2,2.1,0.6,2
E02003532,88.4,4.1,1.3,6.3
E02003533,90.2,2.3,1.6,5.9
E02003534,90.1,4.3,1.2,4.4
E02003535,89.4,3.9,1.3,5.4
E02003536,85,5.3,3.1,6.7
E02003537,94.1,2.4,1,2.5
E02003538,82.7,6,2.4,8.9
E02003540,92.7,2.7,1.2,3.3
E02003541,79.7,7.8,3.5,9
E02003542,87.9,6.5,1.3,4.2
E02003543,84.1,7.6,1.1,7.2
E02003544,92,3.2,1.1,3.8
E02003545,85.9,4.6,0.8,8.6
E02003546,91.2,3,0.8,4.9
E02003547,86.5,4.6,0.9,8
E02003548,86.7,5.4,1.2,6.7
E02003549,79.7,9.7,2.1,8.5
E02003551,87.6,3.9,1.6,6.9
E02003553,71.4,11,3.7,13.8
E02003556,91.8,2.9,1.9,3.4
E02003557,81.5,7.2,1.4,9.9
E02003561,77.2,7.4,2,13.4
E02003562,86.8,4,1.5,7.7
E02003564,90.3,3.3,1.6,4.8
E02003565,70.7,9.7,2.3,17.2
E02003566,91.5,2.8,1.6,4.1
E02003570,56.7,14.3,4.4,24.6
E02003572,91.5,3,1.6,3.9
E02003573,92.2,2.3,1.6,3.9
E02003574,93.5,2.4,0.8,3.3
E02003575,93,2.1,1.5,3.4
E02003576,91.4,2.7,1.3,4.6
E02003578,92.9,2.5,1.5,3.1
E02003579,88.7,3.6,1.4,6.3
E02003580,89.6,2.7,1.9,5.8
E02003581,96.1,1.8,0.4,1.7
E02003582,97.8,1.2,0.3,0.7
E02003583,98.4,0.7,0.3,0.7
E02004697,97.2,1.5,0.4,1
E02004698,94.5,2.2,0.6,2.7
E02004699,96.5,2,0.3,1.2
E02004700,91.4,3.5,1.4,3.6
E02004702,94.1,2.2,1.1,2.6
E02004703,97,2,0.2,0.9
E02004704,95.9,2,0.4,1.7
E02004705,95.9,2.1,0.4,1.6
E02004706,96.8,1.8,0.2,1.2
E02004707,97.3,1.6,0.2,0.9
E02004708,95.4,2.2,0.6,1.8
E02004709,97.8,1.2,0.3,0.8
E02004710,98.3,1.1,0.3,0.3
