areacd,hh_deprivation-001,hh_deprivation-002,hh_deprivation-003,hh_deprivation-004,hh_deprivation-005
E02003524,34.6,34.9,22.5,7.5,0.5
E02003525,34.9,35.9,21.5,7,0.7
E02003526,54.5,34.1,10.1,1.2,0.1
E02003527,49.7,32.8,14.1,3.2,0.2
E02003529,55.4,30.8,11.4,2.3,0.1
E02003530,47.5,33.2,14.3,4.6,0.4
E02003531,53.1,34.5,10.5,1.7,0.2
E02003532,48.7,34.3,13.4,3.3,0.3
E02003533,40.9,35.9,18.3,4.9,0.1
E02003534,50.3,34.5,12.4,2.6,0.2
E02003535,48.2,33.7,14.8,3.2,0.2
E02003536,26,34.7,26.7,11.5,1.2
E02003537,51.2,32.6,12.7,3.5,0.1
E02003538,45.4,33.8,16.3,4.1,0.4
E02003540,49.7,33.6,13.8,2.8,0.1
E02003541,34.7,34.1,23.1,7.4,0.7
E02003542,54.9,31.7,11.4,1.9,0.1
E02003543,49.1,34.6,12.9,3,0.4
E02003544,55.5,30.5,11.1,2.8,0.1
E02003545,51.9,32.2,12,3.7,0.1
E02003546,54.5,31.6,11.5,2.2,0.1
E02003547,53.2,33,11.3,2.2,0.3
E02003548,54.7,31.7,11.3,2.1,0.3
E02003549,57,31,9.8,2,0.2
E02003551,36.5,35.4,19.2,7.5,1.3
E02003553,38.7,37.7,17.7,5.4,0.5
E02003556,48.5,35.7,12.8,2.7,0.3
E02003557,55.1,32.3,10.8,1.6,0.2
E02003561,42.2,36.1,15.5,5.3,0.8
E02003562,51.8,33.2,11.9,2.8,0.3
E02003564,43.2,35.5,16.1,4.7,0.5
E02003565,47.3,35.8,13.1,3.5,0.3
E02003566,41.6,36.6,17.4,4.1,0.3
E02003570,36.6,37.2,19.8,5.8,0.6
E02003572,51.6,32.7,12.9,2.5,0.2
E02003573,34.6,36.8,21.7,6.5,0.5
E02003574,45.8,34.5,15.8,3.5,0.5
E02003575,35,35.4,21.5,7.7,0.4
E02003576,43.8,34.5,16.3,4.7,0.6
E02003578,47.6,34.5,14.7,2.9,0.3
E02003579,54.8,30.7,11.4,2.8,0.2
E02003580,33.1,34.1,23,9.2,0.6
E02003581,51.2,31.4,14.1,3.1,0.2
E02003582,51.9,34.9,10.8,2.2,0.1
E02003583,44.9,34.7,16.6,3.6,0.3
E02004697,64,28.1,6.5,1.4,0
E02004698,43.2,34.9,16.1,5.2,0.6
E02004699,56.6,32.7,9,1.7,0
