areacd,migrant_ind-000,migrant_ind-001,migrant_ind-002,migrant_ind-003
E02003524,93.1,0.2,6.3,0.4
E02003525,89.1,0.3,8.5,2.1
E02003526,90.6,0.3,8.6,0.5
E02003527,89.9,0.2,8.9,1
E02003529,92.2,0.4,6.9,0.6
E02003530,91.2,0.1,7.9,0.8
E02003531,92.4,0.2,7.1,0.4
E02003532,89.5,0.3,8.9,1.3
E02003533,88.1,0.3,10.7,0.9
E02003534,89.7,0.2,9.3,0.7
E02003535,89,0.2,9.9,0.9
E02003536,89.5,0.7,8.8,1
E02003537,91.8,0.2,7.6,0.4
E02003538,85,1.3,12.1,1.7
E02003540,91.1,0.5,7.7,0.6
E02003541,69.9,7.6,20.3,2.2
E02003542,77,4.5,17.3,1.2
E02003543,66.3,8.8,23.1,1.8
E02003544,88.2,0.4,10.2,1.2
E02003545,77.2,2.4,18.1,2.3
E02003546,87.7,0.5,10.7,1.1
E02003547,75.1,2.5,19.4,2.9
E02003548,80.1,2.6,15.5,1.7
E02003549,67.5,2.7,25.9,3.9
E02003551,73,1.8,20,5.1
E02003553,72.5,8.2,15,4.3
E02003556,91.6,0.1,7.8,0.5
E02003557,71.6,9,16.9,2.5
E02003561,71.7,7.1,17.7,3.6
E02003562,88.6,0.4,10.2,0.8
E02003564,92.9,0.2,6.3,0.6
E02003565,64.2,9.1,23.3,3.4
E02003566,93,0.2,6.6,0.3
E02003570,77.4,2.7,15.2,4.7
E02003572,92,0.2,7.2,0.7
E02003573,92.7,0.2,6.7,0.3
E02003574,91.9,0.3,7.5,0.3
E02003575,93.2,0.2,6.5,0.2
E02003576,90.9,0.1,8.2,0.7
E02003578,92.6,0.2,6.9,0.3
E02003579,87.9,0.4,11.1,0.6
E02003580,93.5,0.1,6.1,0.3
E02003581,86.1,0.2,12.7,1
E02003582,89.6,0.3,9.7,0.4
E02003583,89.5,0.1,10.1,0.3
E02004697,90,0.4,8.9,0.8
E02004698,88.2,0.1,10.6,1.1
E02004699,90.6,0.3,8.8,0.4
E02004700,82.9,0.1,16.6,0.4
E02004702,90.5,0.2,9,0.4
E02004703,91,0.3,8.2,0.6
E02004704,87.9,0.2,11.2,0.7
E02004705,89.2,0.3,9.9,0.6
E02004706,90.5,0.3,8.5,0.7
E02004707,90,0.5,8.8,0.7
E02004708,89.9,0.2,9.2,0.7
E02004709,93,0.2,6.4,0.4
E02004710,91.3,0.2,8.1,0.4
E02004712,91.5,0.3,7.6,0.5
E02004713,92.6,0.2,6.8,0.4
E02004714,91.6,0.2,7.6,0.5
E02004715,90.4,0.2,9,0.4
E02004716,93.1,0.2,6.5,0.2
E02004717,87.2,0.1,12.1,0.6
E02004718,87.2,0.3,11.4,1.1
E02004719,88.8,0.2,10.6,0.4
E02004720,91.5,0.2,8,0.4
E02004721,89.3,0.2,10.2,0.3
E02004722,92.8,0.1,6.7,0.3
E02004723,92.5,0.1,7.1,0.3
E02004724,88.6,0.1,10.8,0.4
E02004725,89.8,0.1,9.6,0.4
E02004726,88.9,0.2,10.4,0.5
E02004727,91.4,0.1,8.1,0.4
E02004728,90.3,0.3,8.9,0.5
E02004729,92.2,0.2,7.2,0.3
E02004730,91.4,0.3,8,0.3
E02004731,91,0.4,8.1,0.5
E02004732,91.4,0.2,8,0.4
E02004733,90.9,0.2,8.3,0.6
E02004734,90.5,0.2,9,0.3
E02004735,91.9,0.1,7.4,0.6
E02004736,93.1,0.1,6.5,0.3
E02004737,90.7,0.1,8.8,0.4
E02004738,92,0.1,7.5,0.3
E02004739,87.1,0.1,12.1,0.8
E02004740,92.2,0.2,7.1,0.4
E02004741,93.6,0.1,6.2,0.1
E02004742,93,0.1,6.7,0.3
E02004743,92.7,0.1,6.9,0.2
E02004744,90.1,0.1,9.4,0.4
E02004745,89.9,0.1,9.5,0.5
E02004746,89.4,0.1,9.8,0.6
E02004747,90.3,0.1,9.4,0.2
E02004748,87.9,0.1,11.5,0.5
E02004749,90.9,0.2,8.4,0.5
E02004750,88.6,0.1,10.6,0.7
E02004764,92.1,0.1,7.6,0.3
E02004765,90.6,0.1,9,0.3
E02004766,91.7,0.1,7.9,0.3
E02004767,92.6,0,7.1,0.3
E02004768,91.5,0.2,7.9,0.5
E02004769,92.2,0.2,7.3,0.2
E02004770,92.8,0,7,0.1
E02004771,92.7,0.1,7,0.2
E02004772,91.9,0.2,7.5,0.3
E02004774,90.9,0.2,8.3,0.5
E02004775,88.9,0.3,10.6,0.3
E02004776,91.6,0,7.9,0.5
E02004777,91,0.1,8.7,0.2
E02004778,91,0.1,8.6,0.3
E02004789,91.9,0.2,7.7,0.2
E02004791,93,0.1,6.7,0.1
E02004792,90.9,0.1,8.5,0.5
E02004827,91.2,0.4,7.6,0.8
E02004829,87.6,0.4,11.2,0.8
E02004830,87.4,0.4,11.2,0.9
E02004831,85.2,0.5,13.4,0.9
E02004832,90.2,0.4,8.6,0.8
E02004833,79.1,1.8,17.6,1.6
E02004834,81.9,2.6,13.6,1.9
E02004835,75.9,2.2,19.7,2.1
E02004836,66.8,9,22.9,1.2
E02004837,87.8,1.6,9.2,1.5
E02004838,89.1,0.3,9.6,0.9
E02004839,91,0.3,8.2,0.5
E02004840,89.5,0.3,9.7,0.5
E02004841,87.3,0.4,11.7,0.6
E02004842,86.4,0.2,12.9,0.5
E02006454,88.7,0.3,9.7,1.2
E02006455,90.3,0.3,8.6,0.9
E02006559,91.7,0.2,7.8,0.3
E02006560,92.4,0.1,7.1,0.4
E02006561,89.4,0.3,9.7,0.6
E02006563,89,0.3,9.9,0.8
E02006564,88.8,0.3,10.3,0.6
E02006566,88.4,0.5,10.2,0.9
E02006567,90.2,0.4,8.9,0.5
E02006568,80.1,2.5,16.4,1
E02006569,86.2,0.2,13,0.7
E02006570,79.6,1.1,18.2,1.1
E02006571,89.5,0.3,9.6,0.6
E02006572,88,0.9,10.3,0.8
E02006573,89.3,0.3,9.9,0.6
E02006821,91.8,0.2,7.5,0.5
E02006822,93.1,0.1,6.3,0.4
E02006829,90.3,0.2,9.3,0.3
E02006830,91.9,0.1,7.7,0.3
E02006831,93.3,0.1,6.4,0.2
E02006838,90.3,0.3,8.8,0.6
E02006839,89.5,0.4,9.2,0.8
E02006975,45.4,5.5,44.4,4.7
E02006976,89.3,0.8,8.6,1.3
E02007074,66.3,3.1,25.2,5.3
E02007075,71.1,1.4,23,4.5
