areacd,highest_qualification_6a-000,highest_qualification_6a-001,highest_qualification_6a-002,highest_qualification_6a-003,highest_qualification_6a-004
E02003524,29.8,44,5.9,17.1,3.2
E02003525,28.2,42,5.2,22,2.6
E02003526,15.2,39.7,7.2,35.4,2.5
E02003527,17.6,45.2,6.7,27.9,2.6
E02003529,14.5,46.2,6.4,30.2,2.7
E02003530,20.8,44.7,6.5,25.4,2.7
E02003531,17.2,45.7,7.9,26.4,2.8
E02003532,18.4,43.2,6.5,28.8,3
E02003533,24.8,44.3,6.8,21.5,2.7
E02003534,17.3,46.5,6.4,26.6,3.2
E02003535,17.9,48.7,5.7,24.9,2.8
E02003536,32.2,42.2,5,17.4,3.2
E02003537,16.9,45.8,7.1,27.4,2.7
E02003538,18.9,45.9,5.2,26.7,3.4
E02003540,19.1,40.3,6.2,31.5,2.8
E02003541,17.8,50.4,3.5,25.3,2.9
E02003542,11.1,44.9,4.2,37.6,2.2
E02003543,10.9,49.1,2.8,35,2.2
E02003544,12.5,41.2,5,39.2,2
E02003545,12.5,36.1,3.6,45.8,2.1
E02003546,14.4,37.4,4.7,40.4,3
E02003547,11.1,35.5,4.1,46.3,3.1
E02003548,11,35.8,4.1,46.8,2.3
E02003549,10.4,46.6,2.7,38.2,2
E02003551,16.5,51.4,4.9,24.5,2.8
E02003553,15.8,46.4,4,30.3,3.5
E02003556,17.3,43.8,7.6,28.5,2.7
E02003557,7.5,39,2.5,49,2
E02003561,15.3,42.2,3.6,35.6,3.2
E02003562,13.5,40.7,5.7,37.7,2.3
E02003564,19.3,45.4,7.7,24,3.6
E02003565,12,45.3,2.9,37,2.8
E02003566,22.1,44.5,7.4,23.2,2.9
E02003570,21,39.5,4.2,31.3,4
E02003572,15.7,44.7,6.8,30.3,2.5
E02003573,24.8,45.3,7.9,19.2,2.8
E02003574,19.8,46.3,8.1,22.5,3.3
E02003575,25.5,47.2,7.1,17.2,3
E02003576,19.2,46.8,6.8,24.8,2.4
E02003578,19.6,46.8,7.9,23.1,2.7
E02003579,15.1,42.5,6.3,33,3
E02003580,24.4,47.7,6.9,17.9,3.2
E02003581,14,42.8,6.3,34.5,2.5
E02003582,13.7,41.8,8.4,33.8,2.3
E02003583,19,45.5,7.7,25,2.8
E02004697,10.2,37.3,3.7,46.6,2.3
E02004698,19.6,43.7,4.5,29.4,2.8
E02004699,12.7,41.7,5.3,37.8,2.5
E02004700,14.5,46.6,5,31.6,2.3
E02004702,16.5,47.8,6.1,26.8,2.8
E02004703,10,39.5,4,44.6,1.9
E02004704,14.8,43.2,5.4,34,2.7
E02004705,12.5,38.6,4.8,41.6,2.5
E02004706,15.1,38.2,4.6,39.8,2.2
E02004707,9.9,37,3.4,47.8,1.9
E02004708,14.8,40.5,4.8,37.6,2.4
E02004709,11.6,44.7,5.3,36.4,2.1
E02004710,13.5,44,6,34.2,2.4
E02004712,8.7,34.4,4.7,49.6,2.6
E02004713,13,44.1,7.1,33,2.7
E02004714,12.7,39.8,6.2,38.4,2.8
E02004715,16.1,44.3,6.8,30.6,2.2
E02004716,15.3,45.6,7.9,28.8,2.5
E02004717,17.3,45.7,5.5,29.2,2.4
E02004718,15,46,5.5,30.9,2.6
E02004719,11.6,45.6,7.3,33.1,2.4
E02004720,15.7,44.5,7.5,29.4,3
E02004721,7.6,46.1,5,39.7,1.6
E02004722,18.8,43.7,7.5,27,3
E02004723,12.9,46.2,7.7,30.3,2.9
E02004724,13.4,45.5,6.4,32.5,2.2
E02004725,17.8,43.1,7.4,28.8,3
E02004726,11.8,43.1,6.8,36.2,2.2
E02004727,8.5,44.3,4.9,40.7,1.6
E02004728,13.2,45.3,6.7,32.4,2.4
E02004729,18.3,46.5,5.9,27,2.4
E02004730,12.6,41.9,6.2,36.3,3
E02004731,11.3,42.5,6.3,37.8,2.1
E02004732,11.7,42.3,6.2,37.5,2.2
E02004733,12,43.2,6.1,36.8,1.9
E02004734,14.3,43.5,6.4,33.1,2.7
E02004735,13.8,44.1,7.2,32,2.8
E02004736,16.3,44.4,8.9,27.4,3
E02004737,18,47.1,6.3,26,2.6
E02004738,17.7,44.7,8,26.9,2.8
E02004739,15.9,41.2,7.5,32.5,2.9
E02004740,12.6,40.5,5.8,37.9,3.2
E02004741,22.3,48.2,7.8,18.8,2.9
E02004742,22.4,48.9,6.9,18.6,3.3
E02004743,15.5,51.6,7.8,22.3,2.8
E02004744,16,53.9,5.7,22.1,2.3
E02004745,18.1,51.7,6.5,21,2.6
E02004746,13.5,45.4,6.4,31.7,3
E02004747,19.5,49,7.4,20.8,3.2
E02004748,19.7,48.6,5.9,23,2.9
E02004749,14.3,42.1,6.7,34.3,2.6
E02004750,14.9,44.4,6.4,31.6,2.7
E02004764,19.8,44.1,8.1,24.5,3.5
E02004765,12.8,45.1,6.9,32.7,2.5
E02004766,23.1,45.3,6,22.7,3
E02004767,28.1,48.8,5.5,15.2,2.5
E02004768,19.7,46.4,6.3,24.8,2.8
E02004769,28.6,48.7,5.3,14.7,2.8
E02004770,27.2,46.9,6.3,16.7,2.9
E02004771,27.9,47,6,16.4,2.7
E02004772,17.2,46.1,7.3,26.9,2.6
E02004774,13.8,36.9,5.5,41.5,2.4
E02004775,14.1,41.2,5.1,37.1,2.6
E02004776,16.7,41.7,6.6,32.3,2.7
E02004777,21.7,40.6,5.9,28.5,3.3
E02004778,21.5,42.9,7.1,25.2,3.3
E02004789,17.6,45.4,7.6,26.4,2.9
E02004791,20.5,50.6,8,18.1,2.8
E02004792,18.4,45.5,8.7,24.1,3.2
