areacd,workplace_travel_4a-001,workplace_travel_4a-002,workplace_travel_4a-003,workplace_travel_4a-004
E02003524,50.4,11.2,14.1,24.2
E02003525,54.5,10.5,12.6,22.4
E02003526,44.1,10.2,31,14.7
E02003527,45.4,11.6,24.9,18
E02003529,45.6,9.8,27.2,17.4
E02003530,48.6,10.8,21.9,18.7
E02003531,47,9.9,23.3,19.8
E02003532,47.2,11.7,23.1,18
E02003533,49.2,12.2,17.6,21
E02003534,48.5,11.9,21.4,18.2
E02003535,50.3,11.7,19.9,18.1
E02003536,54.1,12.7,11.5,21.7
E02003537,45.9,11.5,23.6,19
E02003538,49.2,13.4,19.1,18.4
E02003540,43.6,11.3,28.3,16.8
E02003541,50.1,15.2,20,14.7
E02003542,41.9,13.5,30.6,14
E02003543,41.8,14,29.8,14.4
E02003544,42.5,13.2,30.8,13.5
E02003545,38.8,12.2,35.6,13.3
E02003546,37.9,13.5,32.9,15.7
E02003547,37.3,13.5,36.2,12.9
E02003548,38.5,12.9,35.6,13
E02003549,35.3,11.5,37.8,15.4
E02003551,40.8,13.9,25.1,20.2
E02003553,43.5,12.4,23.9,20.2
E02003556,42.6,10.6,28.4,18.3
E02003557,35,10.8,44,10.2
E02003561,42,11.5,29,17.5
E02003562,41.4,10.9,30.6,17.2
E02003564,45.7,10.7,24.1,19.6
E02003565,42.7,12.1,29.9,15.3
E02003566,44.5,10.4,23,22.1
E02003570,48.8,11.4,19.3,20.5
E02003572,42.1,9.6,30.6,17.7
E02003573,46.3,11.3,19.1,23.3
E02003574,43.8,10.2,24.3,21.7
E02003575,49.5,9.6,17.4,23.5
E02003576,47.7,10.1,23.2,18.9
E02003578,44.3,10,24.4,21.3
E02003579,42.4,10.4,29.8,17.4
E02003580,48,13.6,16.6,21.7
E02003581,48.7,13.1,24.3,13.9
E02003582,46.2,13.9,24.4,15.5
E02003583,52.1,11.4,21,15.5
E02004697,18.1,22.2,46.9,12.8
E02004698,35,25.6,25.1,14.3
E02004699,26.2,24.1,35.7,14
E02004700,25.8,28.4,26.2,19.6
E02004702,30.1,24.4,24.8,20.8
E02004703,14.8,24.8,46.1,14.3
E02004704,21.5,25.1,34.6,18.9
E02004705,19.8,24.7,40.9,14.6
E02004706,18.9,24.5,40.2,16.5
E02004707,17.3,23.9,45.4,13.4
E02004708,22,26.9,35.6,15.5
E02004709,20.7,27.5,36.7,15.1
E02004710,21.8,27.5,34.7,16
E02004712,28.8,14.1,47.2,10
E02004713,34.5,14.1,35.7,15.7
