areacd,hours_per_week_worked_3a-001,hours_per_week_worked_3a-002
E02003524,32,68
E02003525,31.3,68.7
E02003526,31.1,68.9
E02003527,28.2,71.8
E02003529,30,70
E02003530,29.2,70.8
E02003531,30.4,69.6
E02003532,28.9,71.1
E02003533,28.3,71.7
E02003534,29.8,70.2
E02003535,29.6,70.4
E02003536,37.6,62.4
E02003537,29.8,70.2
E02003538,31,69
E02003540,30.8,69.2
E02003541,42.8,57.2
E02003542,31.2,68.8
E02003543,35.7,64.3
E02003544,28.5,71.5
E02003545,27,73
E02003546,28,72
E02003547,26.6,73.4
E02003548,29.2,70.8
E02003549,33.6,66.4
E02003551,35.1,64.9
E02003553,36.6,63.4
E02003556,31.3,68.7
E02003557,32.9,67.1
E02003561,34,66
E02003562,29.5,70.5
E02003564,31.6,68.4
E02003565,30.8,69.2
E02003566,31.2,68.8
E02003570,35.6,64.4
E02003572,29.7,70.3
E02003573,33.1,66.9
E02003574,28.6,71.4
E02003575,33.9,66.1
E02003576,29.8,70.2
E02003578,28,72
E02003579,24.5,75.5
E02003580,32.7,67.3
E02003581,32.7,67.3
E02003582,35.5,64.5
E02003583,35.2,64.8
E02004697,30.4,69.6
E02004698,27,73
E02004699,29.1,70.9
E02004700,26.1,73.9
E02004702,30.5,69.5
E02004703,32.3,67.7
E02004704,29.1,70.9
E02004705,30.1,69.9
E02004706,31.7,68.3
E02004707,33.1,66.9
E02004708,31.2,68.8
E02004709,32.2,67.8
E02004710,30.9,69.1
E02004712,30.8,69.2
E02004713,29.8,70.2
E02004714,29.7,70.3
E02004715,28.6,71.4
E02004716,32,68
E02004717,27.4,72.6
E02004718,27.1,72.9
E02004719,29.4,70.6
E02004720,30.4,69.6
E02004721,28.4,71.6
E02004722,30.5,69.5
E02004723,31.7,68.3
E02004724,27.6,72.4
E02004725,31.5,68.5
E02004726,29.8,70.2
E02004727,27.5,72.5
E02004728,29.2,70.8
E02004729,30.7,69.3
E02004730,28.6,71.4
E02004731,31.2,68.8
E02004732,31.1,68.9
E02004733,28.9,71.1
E02004734,27.6,72.4
E02004735,29.1,70.9
E02004736,31.3,68.7
E02004737,27.6,72.4
E02004738,29.8,70.2
E02004739,27.2,72.8
E02004740,33,67
E02004741,30.3,69.7
E02004742,29.4,70.6
E02004743,28.1,71.9
E02004744,28.9,71.1
E02004745,28.2,71.8
E02004746,29.8,70.2
E02004747,29.6,70.4
E02004748,29.7,70.3
E02004749,31.5,68.5
E02004750,26.7,73.3
E02004764,30.5,69.5
E02004765,29.4,70.6
E02004766,31,69
E02004767,31.8,68.2
E02004768,29.9,70.1
E02004769,32.8,67.2
E02004770,32.7,67.3
E02004771,32.1,67.9
E02004772,30.4,69.6
E02004774,33.7,66.3
E02004775,30.6,69.4
E02004776,36.4,63.6
E02004777,34,66
E02004778,35.9,64.1
E02004789,32.1,67.9
E02004791,32.2,67.8
E02004792,31.3,68.7
E02004827,30.1,69.9
E02004829,28.5,71.5
E02004830,31.4,68.6
E02004831,30,70
E02004832,34.2,65.8
E02004833,31.7,68.3
E02004834,31.8,68.2
E02004835,28,72
E02004836,43,57
E02004837,31.9,68.1
E02004838,32.3,67.7
E02004839,34,66
E02004840,32.1,67.9
E02004841,27.1,72.9
E02004842,29.1,70.9
E02006454,31.6,68.4
E02006455,30,70
E02006559,38.8,61.2
E02006560,35.5,64.5
E02006561,32.1,67.9
E02006563,36.4,63.6
E02006564,34.4,65.6
E02006566,36.1,63.9
E02006567,35.3,64.7
E02006568,34.6,65.4
E02006569,32.8,67.2
E02006570,32.1,67.9
E02006571,34.9,65.1
E02006572,32.8,67.2
E02006573,37.6,62.4
E02006821,30.5,69.5
E02006822,30,70
E02006829,32.1,67.9
E02006830,31.3,68.7
E02006831,32,68
E02006838,30.8,69.2
E02006839,32.2,67.8
E02006975,45.2,54.8
E02006976,40.1,59.9
E02007074,37,63
E02007075,16.2,83.8
